“úŽž,EHP2-2,EHP4-4,EHP6-2
2019/11/25,23.8,22.875,23.10833333
2019/11/26,23.6,22,23.15833333
2019/11/27,23.6,22.13541667,23.04166667
2019/11/28,23.58333333,23.0625,22.94166667
2019/11/29,23.53333333,23.45833333,22.78333333
2019/11/30,23.6,24,22.9
2019/12/1,24.65,24.55208333,22.9
2019/12/2,24.2,24.5,22.79166667
2019/12/3,23.6,22.60416667,22.47083333
2019/12/4,23.6,21.72916667,22.45833333
2019/12/5,23.6,23.20833333,22.4375
2019/12/6,24,23.70833333,22.5875
2019/12/7,24.63333333,23.75,22.77916667
2019/12/8,23.13333333,24.17708333,22.7
2019/12/9,23.18333333,22.91666667,22.75416667
2019/12/10,24.8,21.66666667,22.87083333
2019/12/11,24.8,21.89583333,22.91666667
2019/12/12,24.8,22.04166667,22.84166667
2019/12/13,24.8,22.25,22.98333333
2019/12/14,24.85833333,23.76041667,23.1
2019/12/15,25.23333333,24.5625,23.1
2019/12/16,22.6,23.70833333,23.04583333
2019/12/17,23.33333333,22.39583333,23.04583333
2019/12/18,24.43333333,21.70833333,23.02916667
2019/12/19,24.56666667,22.70833333,22.79166667
2019/12/20,24.4,22.375,22.51666667
2019/12/21,24.51666667,22,22.4
2019/12/22,24.83333333,24,22.4
2019/12/23,24.975,23.41666667,22.9125
2019/12/24,24.89166667,22.625,23.09583333
2019/12/25,24.6,22.16666667,23.33333333
2019/12/26,,,
2019/12/27,24.76666667,23.09375,23.3
2019/12/28,24.13333333,25,23.3
2019/12/29,24.4,25,23.3
2019/12/30,24.4,25,23.3
2019/12/31,24.4,25.45833333,23.3
2020/1/1,24.4,25.5,23.3
2020/1/2,24.4,25.5,23.3
2020/1/3,24.4,25.5,23.3
2020/1/4,24.4,25.70833333,23.3
2020/1/5,25.3,25.5,23.35833333
2020/1/6,25.125,23.45833333,23.49583333
2020/1/7,25.11666667,22.4375,23.69583333
2020/1/8,25,22.16666667,23.525
