,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.2,0.29,0.33,0.37,0.29,0.2,0.33,0.24,0.12,0.2,0.12,0.16,0.16,0.04,0.04,0.04
2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.04,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.16,0.2,0.16,0.2,0.24,0.24,0.2,0.2,0.12,0.16,0.0,0.0,0.04,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.41,0.45,0.53,0.49,0.53,0.61,0.45,0.41,0.33,0.45,0.29,0.2,0.24,0.12,0.08,0.0
2021-08-03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.2,0.37,0.37,0.41,0.53,0.61,0.53,0.53,0.53,0.53,0.45,0.37,0.2,0.16,0.2,0.08,0.04
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.29,0.37,0.41,0.57,0.61,0.65,0.53,0.57,0.57,0.41,0.33,0.29,0.16,0.08,0.08,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.37,0.41,0.45,0.61,0.57,0.49,0.57,0.57,0.53,0.41,0.37,0.29,0.16,0.12,0.08,0.0
2021-08-06,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.45,0.41,0.57,0.49,0.61,0.61,0.65,0.61,0.53,0.49,0.45,0.33,0.29,0.12,0.0,0.04
2021-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.08,0.08,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
2021-08-08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.16,0.16,0.16,0.08,0.16,0.04,0.08,0.12,0.16,0.16,0.0,0.0,0.04,0.0,0.0,0.0
