日時,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,休日,風速,相対湿度,蒸気圧,全天日射量,平均気温,最高気温,最低気温,降水量,日照時間
2020/12/21,2020,12,21,0,1,0,0,0,0,0,0,1,0.6875,39.5,3.433333333,0.476666667,6.766666667,12.5,1.3,0,8.9
2020/12/22,2020,12,22,1,0,1,0,0,0,0,0,1,0.466666667,59.875,5.35,0.43125,6.858333333,11.8,1.6,0,8
2020/12/23,2020,12,23,2,0,0,1,0,0,0,0,1,0.416666667,53.70833333,5.483333333,0.465416667,9.166666667,14.1,3,0,8.7
2020/12/24,2020,12,24,3,0,0,0,1,0,0,0,1,0.5125,56.70833333,5.991666667,0.20125,8.079166667,10.2,4.8,0,0.9
2020/12/25,2020,12,25,4,0,0,0,0,1,0,0,1,1.533333333,49.375,5.433333333,0.459166667,9.329166667,14.1,5.8,0,8.3
2020/12/26,2020,12,26,5,0,0,0,0,0,1,0,0,0.534782609,50.79166667,4.7875,0.434583333,8.2625,13.1,3.3,0,8.8
2020/12/27,2020,12,27,6,0,0,0,0,0,0,1,0,0.704166667,57.95833333,6.054166667,0.416666667,8.145833333,11.9,4.4,0,6.7
2020/12/28,2020,12,28,0,1,0,0,0,0,0,0,1,0.566666667,71.95833333,7.945833333,0.280416667,9.429166667,13.1,7.1,0,4.4
2020/12/29,2020,12,29,1,0,1,0,0,0,0,0,1,0.641666667,66,7.366666667,0.325416667,9.870833333,13.4,5.8,0,5.6
2020/12/30,2020,12,30,2,0,0,1,0,0,0,0,1,2.191666667,68.83333333,7.083333333,0.204583333,7.120833333,11.8,3.2,1,3.3
2020/12/31,2020,12,31,3,0,0,0,1,0,0,0,1,2.029166667,34.16666667,2.641666667,0.500416667,4.458333333,7.6,1.5,0,8.9
2021/1/1,2021,1,1,4,0,0,0,0,1,0,0,0,0.6125,40.04166667,3.2,0.488333333,5.895833333,12.5,0.2,0,9
2021/1/2,2021,1,2,5,0,0,0,0,0,1,0,0,0.825,52.20833333,4.479166667,0.477916667,5.916666667,10.6,1.4,0,8.9
2021/1/3,2021,1,3,6,0,0,0,0,0,0,1,0,0.666666667,51.70833333,4.0875,0.442916667,5.054166667,8.4,0.8,0,8.4
2021/1/4,2021,1,4,0,1,0,0,0,0,0,0,1,0.545833333,52.20833333,4.7125,0.427916667,6.904166667,11.2,2.3,0,8
2021/1/5,2021,1,5,1,0,1,0,0,0,0,0,1,0.6125,66.41666667,6.270833333,0.2325,6.541666667,9.8,3.4,0,1.3
2021/1/6,2021,1,6,2,0,0,1,0,0,0,0,1,1.220833333,73.58333333,6.5625,0.205,5.379166667,6.3,4.2,0,0
2021/1/7,2021,1,7,3,0,0,0,1,0,0,0,1,2.208333333,48.70833333,4.495833333,0.431666667,6.758333333,12.5,3.1,0,7.8
2021/1/8,2021,1,8,4,0,0,0,0,1,0,0,1,0.6125,41.08333333,2.9875,0.36625,3.808333333,8.9,0.3,0,7
2021/1/9,2021,1,9,5,0,0,0,0,0,1,0,0,1.420833333,31.5,2.254166667,0.522083333,4.2375,8.9,0.4,0,8.7
2021/1/10,2021,1,10,6,0,0,0,0,0,0,1,0,0.616666667,43.75,3.083333333,0.51625,3.9875,8.2,-1.7,0,9.3
2021/1/11,2021,1,11,0,1,0,0,0,0,0,0,0,0.925,46.91666667,3.325,0.27375,2.958333333,6.1,-1,0,0.6
2021/1/12,2021,1,12,1,0,1,0,0,0,0,0,1,1.333333333,66.20833333,5.2125,0.142083333,3.441666667,5.4,1.6,0,0.1
2021/1/13,2021,1,13,2,0,0,1,0,0,0,0,1,0.4625,65.25,5.616666667,0.508333333,7.354166667,13,1.5,0,9.2
2021/1/14,2021,1,14,3,0,0,0,1,0,0,0,1,0.95,55.33333333,5.783333333,0.497083333,8.858333333,14.2,2.8,0,9.1
2021/1/15,2021,1,15,4,0,0,0,0,1,0,0,1,1.320833333,66.70833333,6.516666667,0.115416667,6.429166667,7.4,5.1,0,0
2021/1/16,2021,1,16,5,0,0,0,0,0,1,0,0,1.895833333,62.25,7.491666667,0.475,10.52916667,18.1,5.2,0,8.8
2021/1/17,2021,1,17,6,0,0,0,0,0,0,1,0,2.183333333,51.41666667,4.854166667,0.227083333,6.4875,7.9,4.5,0,0.5
2021/1/18,2021,1,18,0,1,0,0,0,0,0,0,1,0.9875,67.54166667,5.55,0.374166667,5.029166667,7.9,1.9,0,5.9
2021/1/19,2021,1,19,1,0,1,0,0,0,0,0,1,3.391666667,39.95833333,3.320833333,0.539166667,4.466666667,9,0.8,0,9.3
2021/1/20,2021,1,20,2,0,0,1,0,0,0,0,1,2.358333333,40.20833333,3.2125,0.55125,4.691666667,8.4,0.8,0,9.4
2021/1/21,2021,1,21,3,0,0,0,1,0,0,0,1,0.991666667,53.16666667,4.5375,0.510416667,5.645833333,10.5,0.1,0,9.2
2021/1/22,2021,1,22,4,0,0,0,0,1,0,0,1,0.4,48,5.154166667,0.4975,9.733333333,15.4,2.5,0,6.9
2021/1/23,2021,1,23,5,0,0,0,0,0,1,0,0,2.225,83.33333333,8.020833333,0.055833333,6.454166667,10,2.7,16.5,0
2021/1/24,2021,1,24,6,0,0,0,0,0,0,1,0,3.020833333,95.20833333,7.9,0.11125,4.425,6.3,2.2,13,0
2021/1/25,2021,1,25,0,1,0,0,0,0,0,0,1,1.408333333,74.95833333,7.579166667,0.532916667,8.916666667,12.9,4.9,1.5,9
2021/1/26,2021,1,26,1,0,1,0,0,0,0,0,1,0.979166667,73.125,7.5375,0.307083333,7.695833333,10.9,3.6,0,2.1
2021/1/27,2021,1,27,2,0,0,1,0,0,0,0,1,2.495833333,68.70833333,8.404166667,0.21375,10.5875,16.2,7.6,0.5,1.6
2021/1/28,2021,1,28,3,0,0,0,1,0,0,0,1,1.508333333,75.83333333,6.304166667,0.100833333,4.745833333,7.3,1.4,8.5,0
2021/1/29,2021,1,29,4,0,0,0,0,1,0,0,1,1.995833333,56.20833333,4.75,0.527083333,6.158333333,11,2.3,0,9.1
2021/1/30,2021,1,30,5,0,0,0,0,0,1,0,0,1.916666667,35.95833333,2.841666667,0.61625,5.125,9.7,1.4,0,9.7
2021/1/31,2021,1,31,6,0,0,0,0,0,0,1,0,2.05,42.16666667,3.691666667,0.600833333,5.858333333,11.2,1.3,0,9.7
2021/2/1,2021,2,1,0,1,0,0,0,0,0,0,1,1.241666667,55.75,5.808333333,0.3625,6.229166667,10.6,1.9,0,4.5
2021/2/2,2021,2,2,1,0,1,0,0,0,0,0,1,2.175,68.33333333,8.070833333,0.364583333,8.204166667,14.9,4.6,4.5,4.9
2021/2/3,2021,2,3,2,0,0,1,0,0,0,0,1,1,42.375,3.9125,0.615833333,7.004166667,11.2,2.8,0,9.8
2021/2/4,2021,2,4,3,0,0,0,1,0,0,0,1,1.761904762,41.58333333,4.095833333,0.62,7.5,12.5,3.3,0,6.2
2021/2/5,2021,2,5,4,0,0,0,0,1,0,0,1,1.258333333,51.79166667,5.283333333,0.61125,7.858333333,12.1,3.1,0,9.3
2021/2/6,2021,2,6,5,0,0,0,0,0,1,0,0,0.95,55.79166667,6.216666667,0.615416667,10.27916667,14.9,5.2,0,9.5
2021/2/7,2021,2,7,6,0,0,0,0,0,0,1,0,1.541666667,49.33333333,5.920833333,0.600416667,10.99166667,17,5.7,0,9.3
2021/2/8,2021,2,8,0,1,0,0,0,0,0,0,1,3.05,40.91666667,3.845833333,0.39625,6.283333333,10,2.8,0,4.2
2021/2/9,2021,2,9,1,0,1,0,0,0,0,0,1,2.533333333,32.16666667,2.666666667,0.68125,5.095833333,9.8,1.2,0,10
2021/2/10,2021,2,10,2,0,0,1,0,0,0,0,1,1.1625,46.70833333,4.6,0.601666667,7.445833333,11.9,1.9,0,8.5
2021/2/11,2021,2,11,3,0,0,0,1,0,0,0,0,2.666666667,45.125,4.854166667,0.653333333,8.8875,13.3,4.7,0,9.8
2021/2/12,2021,2,12,4,0,0,0,0,1,0,0,1,0.966666667,54.875,5.8625,0.376666667,8.308333333,11.4,4.6,0,1.6
2021/2/13,2021,2,13,5,0,0,0,0,0,1,0,0,1.141666667,64.83333333,8.141666667,0.634583333,11.13333333,15.3,5.6,0,9.8
2021/2/14,2021,2,14,6,0,0,0,0,0,0,1,0,1.25,64.41666667,9.1,0.547083333,12.925,17.1,7.4,0,7.8
2021/2/15,2021,2,15,0,1,0,0,0,0,0,0,1,1.9,91.375,12.375,0.054166667,11.775,14.2,10,47.5,0.8
2021/2/16,2021,2,16,1,0,1,0,0,0,0,0,1,2.631578947,38.91666667,4.933333333,0.706666667,11.775,16.3,7.7,0,5.1
2021/2/17,2021,2,17,2,0,0,1,0,0,0,0,1,2.958333333,37.08333333,3.9375,0.551666667,8.395833333,14.1,3.5,0,8.2
2021/2/18,2021,2,18,3,0,0,0,1,0,0,0,1,1.6375,34.45833333,2.775,0.66375,5.454166667,10.3,1.6,0,6.8
2021/2/19,2021,2,19,4,0,0,0,0,1,0,0,1,1.195833333,40.70833333,4.066666667,0.735416667,7.558333333,12.4,2.3,0,10.3
2021/2/20,2021,2,20,5,0,0,0,0,0,1,0,0,1.295833333,47.91666667,5.5875,0.725833333,11.0375,17,3.6,0,10.1
2021/2/21,2021,2,21,6,0,0,0,0,0,0,1,0,0.9,55.29166667,8.654166667,0.688333333,15.525,21.3,9.6,0,10
2021/2/22,2021,2,22,0,1,0,0,0,0,0,0,1,1.579166667,53.54166667,8.533333333,0.688333333,15.91666667,20.9,10.3,0,10.1
2021/2/23,2021,2,23,1,0,1,0,0,0,0,0,0,3.754166667,39.58333333,5.4,0.726666667,11.35833333,14.9,5.2,0,10
2021/2/24,2021,2,24,2,0,0,1,0,0,0,0,1,4.129166667,34,3.229166667,0.760833333,6.391666667,11,3.1,0,10.1
2021/2/25,2021,2,25,3,0,0,0,1,0,0,0,1,2.1375,44.20833333,4.329166667,0.703333333,7.004166667,10.4,2.1,0,9.5
2021/2/26,2021,2,26,4,0,0,0,0,1,0,0,1,2.320833333,43.875,4.929166667,0.217083333,8.558333333,11.7,6.2,0,0
2021/2/27,2021,2,27,5,0,0,0,0,0,1,0,0,3.458333333,36.95833333,3.3625,0.727916667,5.945833333,8.3,3.7,0,9.8
2021/2/28,2021,2,28,6,0,0,0,0,0,0,1,0,1.2125,53.125,5.320833333,0.79,7.375,12.1,0.7,0,10
2021/3/1,2021,3,1,0,1,0,0,0,0,0,0,1,1.358333333,63.04166667,8.908333333,0.669166667,12.34166667,17.2,5.7,0,8.5
2021/3/2,2021,3,2,1,0,1,0,0,0,0,0,1,3.533333333,84.20833333,13.7625,0.182083333,13.55,18.4,8,5.5,0
2021/3/3,2021,3,3,2,0,0,1,0,0,0,0,1,3.866666667,42.66666667,4.379166667,0.842083333,7.533333333,10.7,3.9,0,10.9
2021/3/4,2021,3,4,3,0,0,0,1,0,0,0,1,1.05,59.75,6.858333333,0.740416667,9.666666667,13.1,4,0,7.3
2021/3/5,2021,3,5,4,0,0,0,0,1,0,0,1,0.895833333,76.70833333,10.5,0.45375,12.42916667,16.4,9.2,3,2
2021/3/6,2021,3,6,5,0,0,0,0,0,1,0,0,2.183333333,72.70833333,11.05,0.573333333,14.27916667,20.3,10.5,0,5.6
2021/3/7,2021,3,7,6,0,0,0,0,0,0,1,0,1.695833333,55.25,5.8875,0.400833333,8.116666667,9.9,6.3,0,0
2021/3/8,2021,3,8,0,1,0,0,0,0,0,0,1,1.5875,86.33333333,8.408333333,0.130833333,7.108333333,7.9,6.1,3,0
2021/3/9,2021,3,9,1,0,1,0,0,0,0,0,1,1.320833333,69.29166667,8.258333333,0.560833333,10.2875,13.5,5.9,0,7.4
2021/3/10,2021,3,10,2,0,0,1,0,0,0,0,1,3.608333333,47.70833333,6.341666667,0.857083333,12.3,19,7.7,0,10.5
2021/3/11,2021,3,11,3,0,0,0,1,0,0,0,1,1.2125,49.33333333,6.183333333,0.845,10.95,15,5.7,0,11
2021/3/12,2021,3,12,4,0,0,0,0,1,0,0,1,1.033333333,63.20833333,9.283333333,0.484583333,13.52083333,18.5,8.4,0,1.7
2021/3/13,2021,3,13,5,0,0,0,0,0,1,0,0,2.191666667,94.41666667,12.64583333,0.075416667,11.3375,13.4,10,69,0
2021/3/14,2021,3,14,6,0,0,0,0,0,0,1,0,4.5625,47.91666667,6.616666667,0.892083333,13.04583333,18.6,8.9,0,11
2021/3/15,2021,3,15,0,1,0,0,0,0,0,0,1,3.233333333,34.79166667,5.0875,0.889583333,13.5125,18.6,8.6,0,11.4
2021/3/16,2021,3,16,1,0,1,0,0,0,0,0,1,1.616666667,45.625,7.7625,0.725416667,15.16666667,21.7,8.5,0,8.3
2021/3/17,2021,3,17,2,0,0,1,0,0,0,0,1,3.3375,38.58333333,6.016666667,0.823333333,13.85,19,8.7,0,9.7
2021/3/18,2021,3,18,3,0,0,0,1,0,0,0,1,1.483333333,48,6.9875,0.874583333,12.94583333,17.1,7.2,0,11.1
2021/3/19,2021,3,19,4,0,0,0,0,1,0,0,1,1.941666667,57.58333333,8.65,0.75375,13.44583333,17,10.2,0,9.9
2021/3/20,2021,3,20,5,0,0,0,0,0,1,0,0,1.320833333,67.16666667,10.82083333,0.42,14.525,17.5,11.3,0,2
2021/3/21,2021,3,21,6,0,0,0,0,0,0,1,0,2.075,95.125,18.175,0.073333333,16.54166667,19.3,12.2,26,0
2021/3/22,2021,3,22,0,1,0,0,0,0,0,0,1,3.279166667,54.16666667,7.679166667,0.45,12.74583333,16.2,8.9,0,0.6
2021/3/23,2021,3,23,1,0,1,0,0,0,0,0,1,1.533333333,46.45833333,5.925,0.93,11.66666667,16.7,6.6,0,11.6
2021/3/24,2021,3,24,2,0,0,1,0,0,0,0,1,1.358333333,60.41666667,9.304166667,0.9225,14.51666667,19.8,8.1,0,11
2021/3/25,2021,3,25,3,0,0,0,1,0,0,0,1,0.966666667,74.70833333,12.25833333,0.373333333,14.9625,17.9,13,0,1.7
2021/3/26,2021,3,26,4,0,0,0,0,1,0,0,1,2.6,44.41666667,6.9625,0.89,15.02916667,21.7,10.7,0,11.2
2021/3/27,2021,3,27,5,0,0,0,0,0,1,0,0,1.629166667,48.20833333,7.470833333,0.884583333,14.28333333,17.6,9.6,0,10
2021/3/28,2021,3,28,6,0,0,0,0,0,0,1,0,1.716666667,79.375,14.88333333,0.217083333,16.54583333,18.5,14.9,2.5,0
2021/3/29,2021,3,29,0,1,0,0,0,0,0,0,1,1.1625,84.08333333,16.55416667,0.926666667,18.85,23.8,13.3,34,10.3
2021/3/30,2021,3,30,1,0,1,0,0,0,0,0,1,1.325,76.95833333,15.40833333,0.56375,18.21666667,22,15.2,0,0.4
2021/3/31,2021,3,31,2,0,0,1,0,0,0,0,1,2.0375,54.54166667,10.90416667,0.920833333,18.77083333,23,16.1,0,9.9
2021/4/1,2021,4,1,3,0,0,0,1,0,0,0,1,1.325,60.29166667,11.3875,0.752083333,17.36666667,21.2,14.8,0,7
2021/4/2,2021,4,2,4,0,0,0,0,1,0,0,1,1.533333333,63.08333333,11.45,0.425416667,16.6625,19.9,14.5,0,1
2021/4/3,2021,4,3,5,0,0,0,0,0,1,0,0,1.2375,62.625,11.82083333,0.859583333,17.63333333,21,14.4,0,8.5
2021/4/4,2021,4,4,6,0,0,0,0,0,0,1,0,1.7875,74.125,15.52083333,0.59625,18.75833333,22.4,16,4,2.3
2021/4/5,2021,4,5,0,1,0,0,0,0,0,0,1,1.7125,90,14,0.12875,13.50833333,17.1,9.4,9,0
2021/4/6,2021,4,6,1,0,1,0,0,0,0,0,1,1.804166667,65.08333333,8.179166667,0.594583333,11.02083333,14.5,7.4,0.5,1.7
2021/4/7,2021,4,7,2,0,0,1,0,0,0,0,1,1.1,59.5,8.7875,1.015833333,14.39583333,19,9.1,0,10.1
2021/4/8,2021,4,8,3,0,0,0,1,0,0,0,1,1.654166667,63.66666667,9.6875,0.8675,14.22083333,18.3,10.5,0,9.1
2021/4/9,2021,4,9,4,0,0,0,0,1,0,0,1,2.279166667,48.16666667,6.4,0.740833333,12.85833333,19.2,9,0,5.4
2021/4/10,2021,4,10,5,0,0,0,0,0,1,0,0,1.979166667,41.08333333,5.158333333,0.997916667,11.4,16.2,7.1,0,11.3
2021/4/11,2021,4,11,6,0,0,0,0,0,0,1,0,0.95,56.58333333,8.033333333,1.064583333,13.45833333,17.3,7.9,0,12.1
2021/4/12,2021,4,12,0,1,0,0,0,0,0,0,1,1.133333333,60.66666667,9.558333333,0.980416667,15.15,18.8,10.4,0,8.6
2021/4/13,2021,4,13,1,0,1,0,0,0,0,0,1,1.345833333,78.25,13.89166667,0.320833333,16.09583333,18.8,14.1,0,0.7
2021/4/14,2021,4,14,2,0,0,1,0,0,0,0,1,2.016666667,95.625,17.32083333,0.188333333,15.41666667,19.1,8.6,17,0
2021/4/15,2021,4,15,3,0,0,0,1,0,0,0,1,1.2625,53.29166667,6.604166667,1.0625,11.7375,16.6,7.2,0,10.2
2021/4/16,2021,4,16,4,0,0,0,0,1,0,0,1,1,64.25,9.8875,0.597083333,14.50416667,18,10.3,0,3.7
2021/4/17,2021,4,17,5,0,0,0,0,0,1,0,0,0.6,78.45833333,13.88333333,0.194166667,15.84583333,18,14.9,28.5,0
2021/4/18,2021,4,18,6,0,0,0,0,0,0,1,0,3.125,53.625,9.4375,1.127916667,17.4125,22.9,13.7,24,12.5
2021/4/19,2021,4,19,0,1,0,0,0,0,0,0,1,1.741666667,39.25,6.883333333,1.09625,16.8125,21.1,12.1,0,12.2
2021/4/20,2021,4,20,1,0,1,0,0,0,0,0,1,1.016666667,51.58333333,9.779166667,1.064166667,18.48333333,23.9,11.6,0,12.2
2021/4/21,2021,4,21,2,0,0,1,0,0,0,0,1,2.504166667,37.125,8.075,1.110833333,20.32083333,26.2,15.6,0,12.5
2021/4/22,2021,4,22,3,0,0,0,1,0,0,0,1,3.041666667,30.04166667,5.566666667,0.94375,19.13333333,26.6,12.1,0,7.5
2021/4/23,2021,4,23,4,0,0,0,0,1,0,0,1,1.420833333,52.08333333,7.908333333,1.15125,15.1375,19.5,9.9,0,11.7
2021/4/24,2021,4,24,5,0,0,0,0,0,1,0,0,0.991666667,56.58333333,9.541666667,1.007916667,16.8125,21.9,11.4,0,11.9
2021/4/25,2021,4,25,6,0,0,0,0,0,0,1,0,1.758333333,60.125,11.6375,0.79625,17.85416667,24.1,12.2,0,4.9
2021/4/26,2021,4,26,0,1,0,0,0,0,0,0,1,3.266666667,33.95833333,5.095833333,1.1775,14.32916667,19,9.3,0,12.8
2021/4/27,2021,4,27,1,0,1,0,0,0,0,0,1,1.225,53.29166667,9.058333333,1.0225,15.5375,18.8,10.7,0,9.6
2021/4/28,2021,4,28,2,0,0,1,0,0,0,0,1,1.354166667,62.66666667,12.77083333,0.85,18.775,22.6,12.9,0,6.6
2021/4/29,2021,4,29,3,0,0,0,1,0,0,0,0,1.570833333,89.79166667,17.56666667,0.254166667,17.44583333,19.3,16.3,19,0
2021/4/30,2021,4,30,4,0,0,0,0,1,0,0,1,1.679166667,64.875,13.575,1.125416667,19.81666667,24,14.9,2.5,12.3
2021/5/1,2021,5,1,5,0,0,0,0,0,1,0,0,1.641666667,72.66666667,14.38333333,0.882916667,18.6,22.5,15,5,7.4
2021/5/2,2021,5,2,6,0,0,0,0,0,0,1,0,2.175,67.91666667,12.60833333,0.864166667,17.60833333,22.7,13.2,1.5,6.1
2021/5/3,2021,5,3,0,1,0,0,0,0,0,0,0,1.870833333,41.79166667,7.7875,0.9875,17.52916667,22.4,12.1,0,8.4
2021/5/4,2021,5,4,1,0,1,0,0,0,0,0,0,0.791666667,51.5,10.07083333,1.065833333,19.95,24.3,14,0,11.8
2021/5/5,2021,5,5,2,0,0,1,0,0,0,0,0,1.9375,71.375,14.82083333,0.371666667,19.2125,21.9,16.7,0.5,1.2
2021/5/6,2021,5,6,3,0,0,0,1,0,0,0,1,1.479166667,75.375,15.76666667,0.775416667,19.45833333,23.1,15.8,0.5,8.2
2021/5/7,2021,5,7,4,0,0,0,0,1,0,0,1,0.675,82.33333333,16.45,0.279166667,18.84166667,21.1,16.3,1,0.6
2021/5/8,2021,5,8,5,0,0,0,0,0,1,0,0,0.833333333,72.58333333,15.82916667,0.878333333,21.025,26,15.1,0,7.3
2021/5/9,2021,5,9,6,0,0,0,0,0,0,1,0,1.9125,56.125,15.5125,0.98875,23.82916667,28.9,19.8,0,6.9
2021/5/10,2021,5,10,0,1,0,0,0,0,0,0,1,1.7375,42.41666667,9.991666667,1.017083333,21.33333333,26.3,16.5,0,10
2021/5/11,2021,5,11,1,0,1,0,0,0,0,0,1,0.954166667,57.83333333,11.7125,0.278333333,18.5,19.4,17.7,0,0.9
2021/5/12,2021,5,12,2,0,0,1,0,0,0,0,1,0.829166667,55.95833333,11.40833333,0.656666667,18.80416667,21.6,16.2,0,2.1
2021/5/13,2021,5,13,3,0,0,0,1,0,0,0,1,1.5375,92.83333333,17.0375,0.142083333,16.76666667,18.8,15.9,4,0
2021/5/14,2021,5,14,4,0,0,0,0,1,0,0,1,1.108333333,77.79166667,18.44583333,1.007083333,21.94583333,27.4,16.6,1,11
2021/5/15,2021,5,15,5,0,0,0,0,0,1,0,0,1.279166667,72,17.86666667,0.919583333,22.1375,26,19.5,0,6.4
2021/5/16,2021,5,16,6,0,0,0,0,0,0,1,0,1.175,81.16666667,18.88333333,0.363333333,20.52916667,22.3,19.4,1,0
2021/5/17,2021,5,17,0,1,0,0,0,0,0,0,1,2.008333333,88.75,24.75,0.21625,23.31666667,25,20.1,0,0
2021/5/18,2021,5,18,1,0,1,0,0,0,0,0,1,1.041666667,89.33333333,21.88333333,0.15625,20.975,23.3,17.4,1,0
2021/5/19,2021,5,19,2,0,0,1,0,0,0,0,1,0.516666667,97.70833333,19.15833333,0.119166667,17.9,19,16.8,7.5,0
2021/5/20,2021,5,20,3,0,0,0,1,0,0,0,1,0.466666667,92.5,20.21666667,0.37625,19.7375,23.1,17.2,1.5,0
2021/5/21,2021,5,21,4,0,0,0,0,1,0,0,1,1.770833333,92.625,23.9375,0.306666667,21.82916667,25.1,17.4,2,0.2
2021/5/22,2021,5,22,5,0,0,0,0,0,1,0,0,1.666666667,82,19.3,0.275833333,20.4875,23.5,17.6,4,0
2021/5/23,2021,5,23,6,0,0,0,0,0,0,1,0,1.379166667,77.54166667,17.3375,1.10875,20.38333333,24.5,15.9,4,9.2
2021/5/24,2021,5,24,0,1,0,0,0,0,0,0,1,0.9,65.375,17.15833333,0.799583333,23.07083333,28.6,18.6,0,4
2021/5/25,2021,5,25,1,0,1,0,0,0,0,0,1,1.525,65.625,17.39583333,1.1275,23.525,30.4,18.4,0,10.4
2021/5/26,2021,5,26,2,0,0,1,0,0,0,0,1,1.183333333,61.08333333,14.90416667,0.990416667,22.44166667,26.6,19.2,0,10.9
2021/5/27,2021,5,27,3,0,0,0,1,0,0,0,1,0.65,92.58333333,17.95,0.130833333,17.9625,21,16.5,28.5,0
2021/5/28,2021,5,28,4,0,0,0,0,1,0,0,1,0.833333333,76.54166667,17.80416667,0.73375,21.41666667,25.9,16.7,0,3.7
2021/5/29,2021,5,29,5,0,0,0,0,0,1,0,0,1.158333333,65.79166667,17.8375,0.694583333,23.48333333,28.4,19.2,0,5.5
2021/5/30,2021,5,30,6,0,0,0,0,0,0,1,0,1.558333333,71.54166667,18.03333333,0.785,22.04166667,26.2,19,3.5,6
2021/5/31,2021,5,31,0,1,0,0,0,0,0,0,1,0.8875,67.08333333,16.05416667,1.01125,21.375,24.7,17.1,0.5,6.8
2021/6/1,2021,6,1,1,0,1,0,0,0,0,0,1,1.15,74.91666667,16.98333333,1.077916667,21.25416667,25.4,16.6,5,9
2021/6/2,2021,6,2,2,0,0,1,0,0,0,0,1,1.108333333,70.41666667,18.38333333,0.635,22.97083333,27.1,20.3,0,2.5
2021/6/3,2021,6,3,3,0,0,0,1,0,0,0,1,0.979166667,71.79166667,18.74166667,0.967916667,22.925,26,20.2,0.5,6.4
2021/6/4,2021,6,4,4,0,0,0,0,1,0,0,1,1.8875,96.75,24.04166667,0.114583333,21.475,24.1,20,15.5,0
2021/6/5,2021,6,5,5,0,0,0,0,0,1,0,0,0.520833333,78.29166667,20.60416667,0.76625,22.73333333,25.1,20.9,0,1
2021/6/6,2021,6,6,6,0,0,0,0,0,0,1,0,0.570833333,82.375,21.47916667,0.379166667,22.725,24.7,21.5,0.5,0.6
2021/6/7,2021,6,7,0,1,0,0,0,0,0,0,1,0.770833333,71.75,20.20416667,0.662083333,24.6,28.9,21.3,0,4.4
2021/6/8,2021,6,8,1,0,1,0,0,0,0,0,1,1.029166667,64.70833333,19.55833333,0.93125,26.5875,33.2,21.6,0.5,8.8
2021/6/9,2021,6,9,2,0,0,1,0,0,0,0,1,1.2,55.58333333,16.54583333,1.194583333,26.4,31.7,21.1,0,13.6
2021/6/10,2021,6,10,3,0,0,0,1,0,0,0,1,0.8875,63.41666667,18.40833333,1.19125,25.9875,30,21.5,0,13.8
2021/6/11,2021,6,11,4,0,0,0,0,1,0,0,1,1.1375,68.375,19.65833333,1.007083333,25.0875,30.4,21.9,0,9.9
2021/6/12,2021,6,12,5,0,0,0,0,0,1,0,0,1.345833333,72.91666667,20.65416667,0.781666667,24.63333333,28.8,21.4,0,7.1
2021/6/13,2021,6,13,6,0,0,0,0,0,0,1,0,0.808333333,68.41666667,20.67916667,0.658333333,25.62916667,29.6,22.7,0,2.3
2021/6/14,2021,6,14,0,1,0,0,0,0,0,0,1,0.491666667,90.91666667,22.75,0.385,22.85833333,25.1,21.5,5,0
2021/6/15,2021,6,15,1,0,1,0,0,0,0,0,1,0.8875,80.45833333,22.3625,0.901666667,25.25,29.8,21.4,3.5,5.1
2021/6/16,2021,6,16,2,0,0,1,0,0,0,0,1,0.945833333,87.70833333,23.43333333,0.337916667,22.77916667,25.7,20.7,55,0
2021/6/17,2021,6,17,3,0,0,0,1,0,0,0,1,1.820833333,77.66666667,20.1875,0.67125,22.2875,25.2,19.7,1.5,4.1
2021/6/18,2021,6,18,4,0,0,0,0,1,0,0,1,0.958333333,69.20833333,19.02083333,0.964583333,24.09166667,27.3,19.6,0,8
2021/6/19,2021,6,19,5,0,0,0,0,0,1,0,0,0.904166667,94.45833333,22.6375,0.20375,20.9375,22.8,20.1,8,0
2021/6/20,2021,6,20,6,0,0,0,0,0,0,1,0,1.879166667,86.54166667,23.5125,0.5225,23.65,27.7,19.8,10,1.9
2021/6/21,2021,6,21,0,1,0,0,0,0,0,0,1,1.120833333,72.75,20.2875,0.852916667,23.90416667,27.6,20.8,0,6.2
2021/6/22,2021,6,22,1,0,1,0,0,0,0,0,1,0.5875,76.58333333,21.4125,0.758333333,24.275,28.5,21.6,0,1.3
2021/6/23,2021,6,23,2,0,0,1,0,0,0,0,1,0.85,81.29166667,21.5,0.310416667,23.24583333,26,21.4,26,0.5
2021/6/24,2021,6,24,3,0,0,0,1,0,0,0,1,0.929166667,78,21.47083333,0.65625,23.2625,26.1,20.6,20.5,2.5
2021/6/25,2021,6,25,4,0,0,0,0,1,0,0,1,0.8,79.25,22.55416667,0.636666667,23.98333333,26.9,21.2,4.5,1
2021/6/26,2021,6,26,5,0,0,0,0,0,1,0,0,0.495833333,73.83333333,21.97083333,0.669166667,25.87083333,29,22.7,0,3.8
2021/6/27,2021,6,27,6,0,0,0,0,0,0,1,0,0.825,78.5,22.975,0.40875,24.89166667,27.1,23,0,0.4
2021/6/28,2021,6,28,0,1,0,0,0,0,0,0,1,1.1125,72.16666667,21.72916667,0.864166667,25.70833333,28.9,21.9,0,7.5
2021/6/29,2021,6,29,1,0,1,0,0,0,0,0,1,2,89.33333333,23.32916667,0.498333333,22.85,27.9,19.5,37,1.5
