,ì˙éû,é¿ê—,êÑíË,åé,îN
232,2021-04-10 16:00:00,0.0,0.0,4,2021
233,2021-04-10 17:00:00,0.0,0.0,4,2021
234,2021-04-10 18:00:00,0.0,0.0,4,2021
235,2021-04-10 19:00:00,0.0,0.0,4,2021
236,2021-04-10 20:00:00,0.0,0.0,4,2021
237,2021-04-10 21:00:00,0.0,0.0,4,2021
238,2021-04-10 22:00:00,1.0,0.99,4,2021
239,2021-04-10 23:00:00,0.0,0.0,4,2021
240,2021-04-11 00:00:00,0.0,0.0,4,2021
241,2021-04-11 01:00:00,0.0,0.0,4,2021
242,2021-04-11 02:00:00,0.0,0.0,4,2021
243,2021-04-11 03:00:00,0.0,0.0,4,2021
244,2021-04-11 04:00:00,0.0,0.0,4,2021
245,2021-04-11 05:00:00,0.0,0.0,4,2021
246,2021-04-11 06:00:00,0.0,0.0,4,2021
247,2021-04-11 07:00:00,0.0,0.0,4,2021
248,2021-04-11 08:00:00,0.0,0.0,4,2021
249,2021-04-11 09:00:00,0.0,0.0,4,2021
250,2021-04-11 10:00:00,0.0,0.0,4,2021
251,2021-04-11 11:00:00,0.0,0.0,4,2021
252,2021-04-11 12:00:00,0.0,0.0,4,2021
253,2021-04-11 13:00:00,0.0,0.0,4,2021
254,2021-04-11 14:00:00,0.0,0.0,4,2021
255,2021-04-11 15:00:00,0.0,0.0,4,2021
256,2021-04-11 16:00:00,0.0,0.0,4,2021
257,2021-04-11 17:00:00,0.0,0.0,4,2021
258,2021-04-11 18:00:00,0.0,0.0,4,2021
259,2021-04-11 19:00:00,1.0,1.01,4,2021
260,2021-04-11 20:00:00,0.0,0.0,4,2021
261,2021-04-11 21:00:00,0.0,0.0,4,2021
262,2021-04-11 22:00:00,0.0,0.0,4,2021
263,2021-04-11 23:00:00,0.0,0.0,4,2021
264,2021-04-12 00:00:00,0.0,0.0,4,2021
265,2021-04-12 01:00:00,0.0,0.0,4,2021
266,2021-04-12 02:00:00,0.0,0.0,4,2021
267,2021-04-12 03:00:00,0.0,0.0,4,2021
268,2021-04-12 04:00:00,0.0,0.0,4,2021
269,2021-04-12 05:00:00,0.0,0.0,4,2021
270,2021-04-12 06:00:00,0.0,0.0,4,2021
271,2021-04-12 07:00:00,0.0,0.0,4,2021
272,2021-04-12 08:00:00,1.0,1.06,4,2021
273,2021-04-12 09:00:00,1.0,1.05,4,2021
274,2021-04-12 10:00:00,0.0,0.0,4,2021
275,2021-04-12 11:00:00,0.0,0.0,4,2021
276,2021-04-12 12:00:00,0.0,0.0,4,2021
277,2021-04-12 13:00:00,0.0,0.0,4,2021
278,2021-04-12 14:00:00,0.0,0.0,4,2021
279,2021-04-12 15:00:00,0.0,0.0,4,2021
280,2021-04-12 16:00:00,0.0,0.0,4,2021
281,2021-04-12 17:00:00,0.0,0.0,4,2021
282,2021-04-12 18:00:00,0.0,0.0,4,2021
283,2021-04-12 19:00:00,0.0,0.0,4,2021
284,2021-04-12 20:00:00,0.0,0.0,4,2021
285,2021-04-12 21:00:00,1.0,0.99,4,2021
286,2021-04-12 22:00:00,0.0,0.0,4,2021
287,2021-04-12 23:00:00,0.0,0.0,4,2021
288,2021-04-13 00:00:00,0.0,0.0,4,2021
289,2021-04-13 01:00:00,0.0,0.0,4,2021
290,2021-04-13 02:00:00,0.0,0.0,4,2021
291,2021-04-13 03:00:00,0.0,0.0,4,2021
292,2021-04-13 04:00:00,0.0,0.0,4,2021
293,2021-04-13 05:00:00,0.0,0.0,4,2021
294,2021-04-13 06:00:00,0.0,0.0,4,2021
295,2021-04-13 07:00:00,0.0,0.0,4,2021
296,2021-04-13 08:00:00,0.0,0.0,4,2021
297,2021-04-13 09:00:00,0.0,0.0,4,2021
298,2021-04-13 10:00:00,0.0,0.0,4,2021
299,2021-04-13 11:00:00,0.0,0.0,4,2021
300,2021-04-13 12:00:00,0.0,0.0,4,2021
301,2021-04-13 13:00:00,0.0,0.0,4,2021
302,2021-04-13 14:00:00,0.0,0.0,4,2021
303,2021-04-13 15:00:00,0.0,0.0,4,2021
304,2021-04-13 16:00:00,1.0,1.02,4,2021
305,2021-04-13 17:00:00,0.0,0.0,4,2021
306,2021-04-13 18:00:00,0.0,0.0,4,2021
307,2021-04-13 19:00:00,0.0,0.0,4,2021
308,2021-04-13 20:00:00,0.0,0.0,4,2021
309,2021-04-13 21:00:00,0.0,0.0,4,2021
310,2021-04-13 22:00:00,0.0,0.0,4,2021
311,2021-04-13 23:00:00,0.0,0.0,4,2021
312,2021-04-14 00:00:00,0.0,0.0,4,2021
313,2021-04-14 01:00:00,0.0,0.0,4,2021
314,2021-04-14 02:00:00,0.0,0.0,4,2021
315,2021-04-14 03:00:00,0.0,0.0,4,2021
316,2021-04-14 04:00:00,0.0,0.0,4,2021
317,2021-04-14 05:00:00,0.0,0.0,4,2021
318,2021-04-14 06:00:00,0.0,0.0,4,2021
319,2021-04-14 07:00:00,0.0,0.0,4,2021
320,2021-04-14 08:00:00,0.0,0.0,4,2021
321,2021-04-14 09:00:00,0.0,0.0,4,2021
322,2021-04-14 10:00:00,0.0,0.0,4,2021
323,2021-04-14 11:00:00,0.0,0.0,4,2021
324,2021-04-14 12:00:00,1.0,0.99,4,2021
325,2021-04-14 13:00:00,0.0,0.0,4,2021
326,2021-04-14 14:00:00,0.0,0.0,4,2021
327,2021-04-14 15:00:00,0.0,0.0,4,2021
328,2021-04-14 16:00:00,0.0,0.0,4,2021
329,2021-04-14 17:00:00,0.0,0.0,4,2021
330,2021-04-14 18:00:00,0.0,0.0,4,2021
331,2021-04-14 19:00:00,0.0,0.0,4,2021
332,2021-04-14 20:00:00,0.0,0.0,4,2021
333,2021-04-14 21:00:00,0.0,0.0,4,2021
334,2021-04-14 22:00:00,0.0,0.0,4,2021
335,2021-04-14 23:00:00,0.0,0.0,4,2021
336,2021-04-15 00:00:00,0.0,0.0,4,2021
337,2021-04-15 01:00:00,0.0,0.0,4,2021
338,2021-04-15 02:00:00,0.0,0.0,4,2021
339,2021-04-15 03:00:00,0.0,0.0,4,2021
340,2021-04-15 04:00:00,0.0,0.0,4,2021
341,2021-04-15 05:00:00,0.0,0.0,4,2021
342,2021-04-15 06:00:00,0.0,0.0,4,2021
343,2021-04-15 07:00:00,0.0,0.0,4,2021
344,2021-04-15 08:00:00,2.0,1.31,4,2021
345,2021-04-15 09:00:00,2.0,1.31,4,2021
346,2021-04-15 10:00:00,1.0,1.19,4,2021
347,2021-04-15 11:00:00,1.0,1.12,4,2021
348,2021-04-15 12:00:00,2.0,1.29,4,2021
349,2021-04-15 13:00:00,0.0,0.0,4,2021
350,2021-04-15 14:00:00,0.0,0.0,4,2021
351,2021-04-15 15:00:00,0.0,0.0,4,2021
352,2021-04-15 16:00:00,0.0,0.0,4,2021
353,2021-04-15 17:00:00,0.0,0.0,4,2021
354,2021-04-15 18:00:00,0.0,0.0,4,2021
355,2021-04-15 19:00:00,0.0,0.0,4,2021
356,2021-04-15 20:00:00,0.0,0.0,4,2021
357,2021-04-15 21:00:00,0.0,0.0,4,2021
358,2021-04-15 22:00:00,0.0,0.0,4,2021
359,2021-04-15 23:00:00,1.0,0.99,4,2021
360,2021-04-16 00:00:00,0.0,0.0,4,2021
361,2021-04-16 01:00:00,0.0,0.0,4,2021
362,2021-04-16 02:00:00,0.0,0.0,4,2021
363,2021-04-16 03:00:00,0.0,0.0,4,2021
364,2021-04-16 04:00:00,0.0,0.0,4,2021
365,2021-04-16 05:00:00,0.0,0.0,4,2021
366,2021-04-16 06:00:00,0.0,0.0,4,2021
367,2021-04-16 07:00:00,0.0,0.0,4,2021
368,2021-04-16 08:00:00,1.0,1.09,4,2021
369,2021-04-16 09:00:00,2.0,1.3,4,2021
370,2021-04-16 10:00:00,0.0,0.0,4,2021
371,2021-04-16 11:00:00,0.0,0.0,4,2021
372,2021-04-16 12:00:00,0.0,0.0,4,2021
373,2021-04-16 13:00:00,0.0,0.0,4,2021
374,2021-04-16 14:00:00,0.0,0.0,4,2021
375,2021-04-16 15:00:00,0.0,0.0,4,2021
376,2021-04-16 16:00:00,1.0,1.02,4,2021
377,2021-04-16 17:00:00,0.0,0.0,4,2021
378,2021-04-16 18:00:00,0.0,0.0,4,2021
379,2021-04-16 19:00:00,0.0,0.0,4,2021
380,2021-04-16 20:00:00,0.0,0.0,4,2021
381,2021-04-16 21:00:00,0.0,0.0,4,2021
382,2021-04-16 22:00:00,0.0,0.0,4,2021
383,2021-04-16 23:00:00,0.0,0.0,4,2021
384,2021-04-17 00:00:00,0.0,0.0,4,2021
385,2021-04-17 01:00:00,0.0,0.0,4,2021
386,2021-04-17 02:00:00,0.0,0.0,4,2021
387,2021-04-17 03:00:00,0.0,0.0,4,2021
388,2021-04-17 04:00:00,0.0,0.0,4,2021
389,2021-04-17 05:00:00,0.0,0.0,4,2021
390,2021-04-17 06:00:00,0.0,0.0,4,2021
391,2021-04-17 07:00:00,0.0,0.0,4,2021
392,2021-04-17 08:00:00,0.0,0.0,4,2021
393,2021-04-17 09:00:00,0.0,0.0,4,2021
394,2021-04-17 10:00:00,0.0,0.0,4,2021
395,2021-04-17 11:00:00,0.0,0.0,4,2021
396,2021-04-17 12:00:00,0.0,0.0,4,2021
397,2021-04-17 13:00:00,1.0,0.97,4,2021
398,2021-04-17 14:00:00,0.0,0.0,4,2021
399,2021-04-17 15:00:00,0.0,0.0,4,2021
400,2021-04-17 16:00:00,0.0,0.0,4,2021
401,2021-04-17 17:00:00,0.0,0.0,4,2021
402,2021-04-17 18:00:00,0.0,0.0,4,2021
403,2021-04-17 19:00:00,0.0,0.0,4,2021
404,2021-04-17 20:00:00,0.0,0.0,4,2021
405,2021-04-17 21:00:00,0.0,0.0,4,2021
406,2021-04-17 22:00:00,0.0,0.0,4,2021
407,2021-04-17 23:00:00,0.0,0.0,4,2021
408,2021-04-18 00:00:00,0.0,0.0,4,2021
409,2021-04-18 01:00:00,0.0,0.0,4,2021
410,2021-04-18 02:00:00,0.0,0.0,4,2021
411,2021-04-18 03:00:00,0.0,0.0,4,2021
412,2021-04-18 04:00:00,0.0,0.0,4,2021
413,2021-04-18 05:00:00,0.0,0.0,4,2021
414,2021-04-18 06:00:00,0.0,0.0,4,2021
415,2021-04-18 07:00:00,0.0,0.0,4,2021
416,2021-04-18 08:00:00,0.0,0.0,4,2021
417,2021-04-18 09:00:00,1.0,1.04,4,2021
418,2021-04-18 10:00:00,0.0,0.0,4,2021
419,2021-04-18 11:00:00,0.0,0.0,4,2021
420,2021-04-18 12:00:00,0.0,0.0,4,2021
421,2021-04-18 13:00:00,0.0,0.0,4,2021
422,2021-04-18 14:00:00,0.0,0.0,4,2021
423,2021-04-18 15:00:00,0.0,0.0,4,2021
424,2021-04-18 16:00:00,0.0,0.0,4,2021
425,2021-04-18 17:00:00,0.0,0.0,4,2021
426,2021-04-18 18:00:00,0.0,0.0,4,2021
427,2021-04-18 19:00:00,0.0,0.0,4,2021
428,2021-04-18 20:00:00,0.0,0.0,4,2021
429,2021-04-18 21:00:00,0.0,0.0,4,2021
430,2021-04-18 22:00:00,0.0,0.0,4,2021
431,2021-04-18 23:00:00,0.0,0.0,4,2021
432,2021-04-19 00:00:00,0.0,0.0,4,2021
433,2021-04-19 01:00:00,0.0,0.0,4,2021
434,2021-04-19 02:00:00,0.0,0.0,4,2021
435,2021-04-19 03:00:00,0.0,0.0,4,2021
436,2021-04-19 04:00:00,0.0,0.0,4,2021
437,2021-04-19 05:00:00,1.0,0.98,4,2021
438,2021-04-19 06:00:00,0.0,0.0,4,2021
439,2021-04-19 07:00:00,0.0,0.0,4,2021
440,2021-04-19 08:00:00,0.0,0.0,4,2021
441,2021-04-19 09:00:00,0.0,0.0,4,2021
442,2021-04-19 10:00:00,0.0,0.0,4,2021
443,2021-04-19 11:00:00,0.0,0.0,4,2021
444,2021-04-19 12:00:00,0.0,0.0,4,2021
445,2021-04-19 13:00:00,0.0,0.0,4,2021
446,2021-04-19 14:00:00,0.0,0.0,4,2021
447,2021-04-19 15:00:00,0.0,0.0,4,2021
448,2021-04-19 16:00:00,0.0,0.0,4,2021
449,2021-04-19 17:00:00,0.0,0.0,4,2021
450,2021-04-19 18:00:00,0.0,0.0,4,2021
451,2021-04-19 19:00:00,0.0,0.0,4,2021
452,2021-04-19 20:00:00,0.0,0.0,4,2021
453,2021-04-19 21:00:00,0.0,0.0,4,2021
454,2021-04-19 22:00:00,0.0,0.0,4,2021
455,2021-04-19 23:00:00,0.0,0.0,4,2021
456,2021-04-20 00:00:00,1.0,0.96,4,2021
457,2021-04-20 01:00:00,0.0,0.0,4,2021
458,2021-04-20 02:00:00,0.0,0.0,4,2021
459,2021-04-20 03:00:00,0.0,0.0,4,2021
460,2021-04-20 04:00:00,0.0,0.0,4,2021
461,2021-04-20 05:00:00,0.0,0.0,4,2021
462,2021-04-20 06:00:00,0.0,0.0,4,2021
463,2021-04-20 07:00:00,0.0,0.0,4,2021
464,2021-04-20 08:00:00,0.0,0.0,4,2021
465,2021-04-20 09:00:00,0.0,0.0,4,2021
466,2021-04-20 10:00:00,0.0,0.0,4,2021
467,2021-04-20 11:00:00,0.0,0.0,4,2021
468,2021-04-20 12:00:00,0.0,0.0,4,2021
469,2021-04-20 13:00:00,0.0,0.0,4,2021
470,2021-04-20 14:00:00,0.0,0.0,4,2021
471,2021-04-20 15:00:00,0.0,0.0,4,2021
472,2021-04-20 16:00:00,0.0,0.0,4,2021
473,2021-04-20 17:00:00,0.0,0.0,4,2021
474,2021-04-20 18:00:00,0.0,0.0,4,2021
