リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
23,26.2,0,0,23,26.1,0,0,24,26.8,0,0,24,26.1,0,0,24,25.6,0,0,24,25.8,0,0,23,25.3,0,0,23,25.9,0,0,23,26.2,0,0
23,26.2,0,0,23,26.1,0,0,24,26.8,0,0,24,26.1,0,0,24,25.7,0,0,24,25.8,0,0,23,25.3,0,0,23,26,0,0,23,26.2,0,0
23,26.2,0,0,23,26.2,0,0,24,26.8,0,0,24,26.2,0,0,24,25.7,0,0,24,25.9,0,0,23,25.4,0,0,23,26,0,0,23,26.2,0,0
23,26.2,0,0,23,26.2,0,0,24,26.8,0,0,24,26.2,0,0,24,25.8,0,0,24,25.9,0,0,23,25.5,0,0,23,26,0,0,23,26.2,0,0
23,26.3,0,0,23,26.2,0,0,24,26.9,0,0,24,26.2,0,0,24,25.8,0,0,24,25.9,0,0,23,25.6,0,0,23,26.1,0,0,23,26.2,0,0
23,26.3,0,0,23,26.2,0,0,24,26.9,0,0,24,26.2,0,0,24,25.9,0,0,24,25.9,0,0,23,25.7,0,0,23,26.1,0,0,23,26.2,0,0
23,24.9,49,49,23,24.1,49,49,24,25,49,49,24,24.3,49,29,24,24.6,49,49,24,23.7,49,22,23,23.7,49,49,23,24.5,49,49,23,23.8,49,45
23,24.2,60,60,23,23,60,60,24,24.6,60,60,24,24.1,60,16,24,24.1,60,60,24,23.2,60,0,23,23.2,60,60,23,23.5,60,60,23,23,60,0
23,24.2,60,60,23,22.9,60,60,24,24.9,60,60,24,24,60,19,24,23.9,60,60,24,23.6,60,0,23,22.9,60,60,23,23.5,60,60,23,23,60,27
23,24.3,60,60,23,22.8,60,60,24,25,60,60,24,23.9,60,36,24,23.8,60,60,24,23.7,60,0,23,22.8,60,60,23,23.6,60,60,23,23.3,60,25
23,24.2,60,60,23,22.9,60,60,24,25,60,60,24,23.9,60,31,24,23.7,60,60,24,23.8,60,0,23,22.8,60,60,23,23.6,60,60,23,23.1,60,16
23,24.2,60,60,23,22.9,60,42,24,25.1,60,60,24,24,60,15,24,23.7,60,60,24,23.8,60,0,23,22.8,60,60,23,23.3,60,60,23,22.8,60,16
23,24.1,60,60,23,22.8,60,55,24,25.1,60,60,24,23.9,60,27,24,23.6,60,60,24,23.8,60,0,23,22.8,60,60,23,23,60,60,23,23.2,60,0
23,24.2,60,60,23,23.1,60,50,24,25.2,60,60,24,24,60,25,24,23.6,60,60,24,23.8,60,0,23,22.8,60,60,23,23,60,60,23,23.3,60,0
23,24.2,60,60,23,23.1,60,42,24,25,60,60,24,23.9,60,25,24,23.8,60,60,24,23.8,60,7,23,22.7,60,60,25,23.8,60,9,25,24.2,60,7
23,24.2,60,60,23,22.9,60,60,24,25.2,60,60,24,24,60,19,24,24.1,60,60,24,24.3,60,0,23,22.9,60,60,25,24.5,60,0,25,25.1,60,16
23,24.2,60,60,23,22.9,60,60,24,25.2,60,60,24,23.9,60,28,24,24.3,60,60,24,24.3,60,0,23,22.9,60,60,25,24.6,60,0,25,25.4,60,0
23,24.2,0,0,23,23,0,0,24,25.1,0,0,24,23.6,0,0,24,24.3,0,0,24,24.4,0,0,23,22.9,0,0,25,24.6,0,0,25,25.4,0,0
23,25.1,0,0,23,24.3,0,0,24,25.8,0,0,24,25.1,0,0,24,24.6,0,0,24,25.9,0,0,23,24.4,0,0,25,26.1,0,0,25,26.5,0,0
23,25.5,0,0,23,25,0,0,24,26.3,0,0,24,25.7,0,0,24,25.1,0,0,24,26,0,0,23,24.7,0,0,25,26.2,0,0,25,26.6,0,0
23,25.7,0,0,23,25.3,0,0,24,26.6,0,0,24,25.9,0,0,24,25.4,0,0,24,25.9,0,0,23,24.9,0,0,25,26.2,0,0,25,26.6,0,0
23,25.8,0,0,23,25.4,0,0,24,26.6,0,0,24,25.9,0,0,24,25.4,0,0,24,25.8,0,0,23,25,0,0,25,26.1,0,0,25,26.3,0,0
23,25.9,0,0,23,25.6,0,0,24,26.7,0,0,24,25.9,0,0,24,25.4,0,0,24,25.8,0,0,23,25,0,0,25,26.1,0,0,25,26.2,0,0
23,26,0,0,23,25.8,0,0,24,26.6,0,0,24,26,0,0,24,25.6,0,0,24,25.8,0,0,23,25.2,0,0,25,26,0,0,25,26.1,0,0
23,26,0,0,23,25.8,0,0,24,26.7,0,0,24,26,0,0,24,25.6,0,0,24,25.9,0,0,23,25.3,0,0,25,26,0,0,25,26.1,0,0
23,26,0,0,23,25.9,0,0,24,26.7,0,0,24,26,0,0,24,25.6,0,0,24,25.8,0,0,23,25.3,0,0,25,26.1,0,0,25,26.1,0,0
23,26,0,0,23,25.9,0,0,24,26.7,0,0,24,26,0,0,24,25.7,0,0,24,25.9,0,0,23,25.5,0,0,25,26,0,0,25,26.1,0,0
23,26.1,0,0,23,25.9,0,0,24,26.7,0,0,24,26,0,0,24,25.7,0,0,24,25.9,0,0,23,25.5,0,0,25,26.1,0,0,25,26.2,0,0
23,26.1,0,0,23,26,0,0,24,26.8,0,0,24,26.1,0,0,24,25.8,0,0,24,25.9,0,0,23,25.6,0,0,25,26.1,0,0,25,26.2,0,0
23,26.2,0,0,23,26.1,0,0,24,26.8,0,0,24,26.1,0,0,24,25.8,0,0,24,25.9,0,0,23,25.6,0,0,25,26.1,0,0,25,26.2,0,0
23,26.2,0,0,23,26.1,0,0,24,26.8,0,0,24,26.2,0,0,24,25.8,0,0,24,25.9,0,0,23,25.6,0,0,25,26.1,0,0,25,26.2,0,0
23,24.7,45,45,23,24,45,43,24,25.2,45,44,24,24.3,45,38,24,24.9,45,45,24,24.5,45,45,23,24,45,45,25,25.1,45,35,25,24.9,45,20
23,24.5,60,60,23,23.4,60,60,24,24.9,60,60,24,23.9,60,44,24,24.5,60,60,24,24.3,60,60,23,23.2,60,60,25,25.2,60,0,25,25,60,50
23,24.4,60,60,23,23.2,60,60,24,24.9,60,60,24,24,60,29,24,24.5,60,60,24,24,60,60,23,23.1,60,60,25,25.1,60,0,25,24.9,60,26
23,24.3,60,60,23,23,60,60,24,24.8,60,60,24,23.9,60,21,24,24.3,60,60,24,24,60,60,23,22.9,60,60,25,24.9,60,0,25,25.1,60,24
23,24.3,60,60,23,23,60,60,24,24.9,53,53,24,24,53,15,24,24.3,49,49,24,23.9,49,49,23,22.9,60,60,25,24.9,49,0,25,25,49,27
23,24.6,60,60,23,23.4,60,60,24,24.7,42,40,24,24,42,42,24,24.1,42,30,24,23.9,42,29,23,23.4,60,60,25,24.9,42,8,25,24.6,42,19
23,24.3,60,60,23,23.1,60,60,24,24.8,60,60,24,24,60,15,24,24.4,60,60,24,23.9,60,60,23,23,60,60,25,25,60,0,25,25,60,22
23,24.2,60,60,23,23,60,60,24,24.7,60,60,24,24,60,33,24,24.2,60,60,24,23.9,60,60,23,22.9,60,60,25,24.9,60,0,25,25.1,60,16
23,24.2,60,60,23,23,60,41,24,24.7,60,60,24,23.9,60,14,24,24.2,60,60,24,23.7,60,24,23,23.1,60,31,25,24.8,60,13,25,25.1,60,15
23,24.2,60,60,23,22.9,60,60,24,25,60,60,24,23.9,60,33,24,24.4,60,60,24,24.1,60,0,23,23.1,60,60,25,24.8,60,2,25,24.9,60,21
23,24.1,0,0,23,22.9,0,0,24,24.9,0,0,24,23.8,0,0,24,24.4,0,0,24,24.1,0,0,23,22.9,0,0,25,24.9,0,0,25,24.9,0,0
23,25.3,0,0,23,24.5,0,0,24,25.8,0,0,24,25.8,0,0,24,24.7,0,0,24,25.5,0,0,23,24.6,0,0,25,26.4,0,0,25,26.2,0,0
23,25.6,0,0,23,25,0,0,24,26.3,0,0,24,26.1,0,0,24,25.2,0,0,24,25.4,0,0,23,24.9,0,0,25,26.7,0,0,25,26.5,0,0
23,25.9,0,0,23,25.3,0,0,24,26.7,0,0,24,26.2,0,0,24,25.4,0,0,24,25.4,0,0,23,25,0,0,25,26.8,0,0,25,26.6,0,0
23,25.8,0,0,23,25.4,0,0,24,26.6,0,0,24,26.1,0,0,24,25.4,0,0,24,25.6,0,0,23,25.2,0,0,25,26.7,0,0,25,26.4,0,0
23,25.9,0,0,23,25.6,0,0,24,26.6,0,0,24,26,0,0,24,25.5,0,0,24,25.5,0,0,23,25.3,0,0,25,26.6,0,0,25,26.3,0,0
23,25.9,0,0,23,25.8,0,0,24,26.7,0,0,24,26,0,0,24,25.6,0,0,24,25.6,0,0,23,25.4,0,0,25,26.5,0,0,25,26.3,0,0
23,26,0,0,23,25.8,0,0,24,26.7,0,0,24,26,0,0,24,25.6,0,0,24,25.6,0,0,23,25.5,0,0,25,26.5,0,0,25,26.3,0,0
23,26,0,0,23,25.9,0,0,24,26.7,0,0,24,26.1,0,0,24,25.7,0,0,24,25.6,0,0,23,25.6,0,0,25,26.5,0,0,25,26.3,0,0
23,26.1,0,0,23,25.9,0,0,24,26.7,0,0,24,26.1,0,0,24,25.7,0,0,24,25.7,0,0,23,25.7,0,0,25,26.6,0,0,25,26.3,0,0
23,26.1,0,0,23,26,0,0,24,26.7,0,0,24,26.1,0,0,24,25.7,0,0,24,25.7,0,0,23,25.7,0,0,25,26.5,0,0,25,26.3,0,0
23,26.1,0,0,23,26,0,0,24,26.7,0,0,24,26.1,0,0,24,25.7,0,0,24,25.7,0,0,23,25.8,0,0,25,26.5,0,0,25,26.3,0,0
23,26.2,0,0,23,26.1,0,0,24,26.8,0,0,24,26.2,0,0,24,25.8,0,0,24,25.8,0,0,23,25.8,0,0,25,26.6,0,0,25,26.3,0,0
23,26.2,0,0,23,26.2,0,0,24,26.9,0,0,24,26.2,0,0,24,25.8,0,0,24,25.8,0,0,23,25.9,0,0,25,26.6,0,0,25,26.3,0,0
23,25.5,23,23,23,25.2,23,23,24,25.9,23,23,24,25.3,23,23,24,25.3,23,23,24,25.3,23,23,23,25,23,23,25,26,23,23,25,25.6,23,23
23,25.1,60,60,23,24.2,60,60,24,24.7,60,60,24,24.3,60,60,24,24.6,60,60,24,24.3,60,60,23,23.7,60,60,25,24.9,60,37,25,24.8,60,9
23,24.5,60,60,23,23.3,60,60,24,24.9,60,60,24,23.8,60,37,24,24.4,60,60,24,24.1,60,34,23,23.2,60,60,25,25.1,60,18,25,25,60,30
23,24.2,60,60,23,23.1,60,60,23,24.7,60,60,23,23.6,60,58,23,24,60,60,23,23.5,60,41,23,22.8,60,60,23,24.5,60,41,23,24,60,60
23,24.1,60,60,23,22.8,60,60,23,24.2,60,60,23,23.3,60,60,23,23.5,60,60,23,22.7,60,19,23,22.5,60,60,23,23.5,60,60,23,22.8,60,28
23,24,60,60,23,22.7,60,60,23,24.5,60,60,23,23.2,60,60,23,23.5,60,60,23,23.3,60,21,23,22.9,60,23,23,23.5,60,60,23,22.9,60,0
23,23.8,60,60,23,23,60,33,23,24.1,60,60,23,23.2,60,60,23,23.6,60,60,23,22.8,60,60,23,24.4,60,0,23,24.1,60,60,23,22.9,60,0
23,23.6,60,60,23,23,60,39,23,23.7,60,60,23,23.2,60,60,23,23.7,60,60,23,22.7,60,60,23,24.6,60,0,23,23.9,60,60,23,22.7,60,0
23,23.6,60,60,23,22.9,60,46,23,23.2,60,60,23,23.4,60,60,23,23.5,60,60,23,22.5,60,46,23,24,60,8,23,23.5,60,60,23,22.4,60,7
23,23.8,58,58,23,22.9,58,40,23,23.8,58,58,23,23.6,58,58,23,23.8,58,58,23,22.9,58,0,23,24,58,0,23,23.7,58,58,23,22.8,58,0
23,24.5,0,0,23,23.6,0,0,23,24.7,0,0,23,24.4,0,0,23,24.2,0,0,23,24.5,0,0,23,25,0,0,23,24.5,0,0,23,24.8,0,0
23,25.2,0,0,23,24.5,0,0,23,25.3,0,0,23,25,0,0,23,24.5,0,0,23,25.2,0,0,23,25.7,0,0,23,25.2,0,0,23,25.8,0,0
23,25.4,0,0,23,25,0,0,23,25.7,0,0,23,25.3,0,0,23,24.9,0,0,23,25.3,0,0,23,25.7,0,0,23,25.5,0,0,23,26,0,0
23,25.6,0,0,23,25.3,0,0,23,26.1,0,0,23,25.4,0,0,23,25.1,0,0,23,25.3,0,0,23,25.6,0,0,23,25.8,0,0,23,26,0,0
23,25.6,0,0,23,25.4,0,0,23,26.1,0,0,23,25.4,0,0,23,25.1,0,0,23,25.3,0,0,23,25.6,0,0,23,25.9,0,0,23,26,0,0
23,25.7,0,0,23,25.5,0,0,23,26.2,0,0,23,25.5,0,0,23,25.2,0,0,23,25.3,0,0,23,25.6,0,0,23,26,0,0,23,26,0,0
23,25.7,0,0,23,25.6,0,0,23,26.2,0,0,23,25.6,0,0,23,25.3,0,0,23,25.3,0,0,23,25.6,0,0,23,26.1,0,0,23,26.1,0,0
23,25.8,0,0,23,25.7,0,0,23,26.3,0,0,23,25.6,0,0,23,25.3,0,0,23,25.3,0,0,23,25.6,0,0,23,26.2,0,0,23,26.1,0,0
23,25.8,0,0,23,25.7,0,0,23,26.3,0,0,23,25.7,0,0,23,25.4,0,0,23,25.3,0,0,23,25.7,0,0,23,26.2,0,0,23,26.1,0,0
23,25.9,0,0,23,25.8,0,0,23,26.4,0,0,23,25.7,0,0,23,25.4,0,0,23,25.4,0,0,23,25.7,0,0,23,26.2,0,0,23,26.1,0,0
23,25.9,0,0,23,25.9,0,0,23,26.4,0,0,23,25.7,0,0,23,25.4,0,0,23,25.4,0,0,23,25.8,0,0,23,26.2,0,0,23,26.1,0,0
23,26,0,0,23,25.9,0,0,23,26.4,0,0,23,25.8,0,0,23,25.5,0,0,23,25.5,0,0,23,25.8,0,0,23,26.2,0,0,23,26.1,0,0
23,26,0,0,23,25.9,0,0,23,26.5,0,0,23,25.8,0,0,23,25.5,0,0,23,25.5,0,0,23,25.8,0,0,23,26.2,0,0,23,26.1,0,0
23,26,0,0,23,26.1,0,0,23,26.5,0,0,23,25.9,0,0,23,25.6,0,0,23,25.5,0,0,23,25.9,0,0,23,26.3,0,0,23,26.2,0,0
23,26.1,0,0,23,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,25.7,0,0,23,25.4,0,0,23,25.9,0,0,23,26.3,0,0,23,26.2,0,0
23,26.2,0,0,23,26.2,0,0,23,26.7,0,0,23,26,0,0,23,25.8,0,0,23,25.5,0,0,23,26,0,0,23,26.2,0,0,23,26.2,0,0
23,26.2,0,0,23,26.2,0,0,23,26.6,0,0,23,26.1,0,0,23,25.9,0,0,23,25.5,0,0,23,26.1,0,0,23,26.3,0,0,23,26.5,0,0
23,26.4,0,0,23,26.2,0,0,23,26.5,0,0,23,26.2,0,0,23,26,0,0,23,25.7,0,0,23,26.3,0,0,23,26.4,0,0,23,26.7,0,0
23,26.5,0,0,23,26.2,0,0,23,26.7,0,0,23,26.2,0,0,23,26,0,0,23,25.8,0,0,23,26.3,0,0,23,26.5,0,0,23,26.8,0,0
23,26.5,0,0,23,26.2,0,0,23,26.7,0,0,23,26.3,0,0,23,26,0,0,23,25.9,0,0,23,26.3,0,0,23,26.5,0,0,23,26.8,0,0
23,26.5,0,0,23,26.3,0,0,23,26.8,0,0,23,26.3,0,0,23,26.1,0,0,23,26,0,0,23,26.3,0,0,23,26.6,0,0,23,26.8,0,0
23,26.5,0,0,23,26.3,0,0,23,26.7,0,0,23,26.3,0,0,23,26.1,0,0,23,26,0,0,23,26.3,0,0,23,26.6,0,0,23,26.9,0,0
23,26.5,0,0,23,26.4,0,0,23,26.7,0,0,23,26.3,0,0,23,26.1,0,0,23,26,0,0,23,26.4,0,0,23,26.6,0,0,23,27,0,0
23,26.6,0,0,23,26,0,0,23,25.3,0,0,23,24.2,0,0,23,23.8,0,0,23,25.6,0,0,23,24.9,54,54,23,25.3,55,55,23,25.4,55,55
23,26.1,0,0,23,25.8,0,0,23,26.2,0,0,23,23.7,0,0,23,24.8,0,0,23,25.3,0,0,23,24.4,48,48,23,24.6,48,48,23,24.8,48,48
23,25.9,0,0,23,25.8,0,0,23,26.2,0,0,23,24,0,0,23,24.9,0,0,23,25.3,0,0,23,24.1,36,36,23,24.2,36,36,23,24.4,36,36
23,25.9,0,0,23,26,0,0,23,26.3,0,0,23,25.3,0,0,23,25.4,0,0,23,25.4,0,0,23,24.8,0,0,23,25.1,0,0,23,24.9,0,0
23,26.1,0,0,23,26.2,0,0,23,26.7,0,0,23,25.8,0,0,23,25.7,0,0,23,25.6,0,0,23,25.1,0,0,23,25.6,0,0,23,25.4,0,0
23,26.2,0,0,23,26.3,0,0,23,26.8,0,0,23,26,0,0,23,25.9,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,23,25.7,0,0
23,26.3,0,0,23,26.5,0,0,23,26.9,0,0,23,26.1,0,0,23,26,0,0,23,25.7,0,0,23,25.5,0,0,23,26.2,0,0,23,25.9,0,0
23,26.3,0,0,23,26.6,0,0,23,27,0,0,23,26.2,0,0,23,26.1,0,0,23,25.8,0,0,23,25.6,0,0,23,26.4,0,0,23,25.9,0,0
23,26.4,0,0,23,26.7,0,0,23,27,0,0,23,26.2,0,0,23,26.1,0,0,23,25.8,0,0,23,25.7,0,0,23,26.5,0,0,23,25.9,0,0
23,26.4,0,0,23,26.7,0,0,23,27.1,0,0,23,26.2,0,0,23,26.1,0,0,23,25.8,0,0,23,25.8,0,0,23,26.5,0,0,23,25.9,0,0
23,26.5,0,0,23,26.7,0,0,23,27.1,0,0,23,26.2,0,0,23,26.1,0,0,23,25.9,0,0,23,25.9,0,0,23,26.6,0,0,23,25.9,0,0
23,26.5,0,0,23,26.7,0,0,23,27.1,0,0,23,26.3,0,0,23,26.2,0,0,23,26,0,0,23,26,0,0,23,26.7,0,0,23,25.9,0,0
23,26.5,0,0,23,26.7,0,0,23,27.1,0,0,23,26.3,0,0,23,26.2,0,0,23,26,0,0,23,26.1,0,0,23,26.7,0,0,23,25.9,0,0
23,26.3,3,3,23,26.4,3,3,23,26.8,3,3,23,26,3,3,23,25.9,3,3,23,25.7,3,3,23,25.7,3,3,23,26.4,3,3,23,25.9,3,3
23,24.9,60,60,23,23.9,60,60,23,24.7,60,60,23,23.9,60,60,23,24.5,60,60,23,23.4,60,58,23,23.4,60,60,23,24.2,60,60,23,23.2,60,26
23,23.9,60,60,23,22.9,60,34,23,24.1,60,60,23,23,60,60,23,24.3,60,60,23,23.1,60,12,23,23.7,60,15,23,23.9,60,60,23,22.9,60,0
23,24.1,60,60,23,22.7,60,57,23,24.4,60,60,23,23.2,60,60,23,24.3,60,60,23,23.3,60,60,23,25.2,60,0,23,24.6,60,60,23,23,60,0
23,23.9,60,60,23,22.9,60,42,23,24.1,60,60,23,23.2,60,60,23,24.4,60,60,23,23.4,60,60,23,25.4,60,0,23,24.6,60,60,23,23,60,0
23,23.9,60,60,23,23,60,40,23,24.3,60,60,23,23.3,60,60,23,24.3,60,60,23,23.2,60,60,23,25.4,60,0,23,24.6,60,60,23,23,60,0
23,23.9,60,60,23,22.8,60,40,23,24.3,60,60,23,23.3,60,60,23,24.4,60,60,23,23.4,60,60,23,25.5,60,0,23,24.7,60,60,23,23.2,60,0
23,23.8,60,60,23,23,60,41,23,24.3,60,60,23,23.1,60,60,23,24.2,60,60,23,23.1,60,60,23,25.5,60,0,23,24.6,60,60,23,22.9,60,0
23,23.8,60,60,23,22.7,60,55,23,24.2,60,60,23,23.3,60,60,23,24.4,60,60,23,23.2,60,60,23,25.6,60,1,23,24.7,60,60,23,22.9,60,1
23,23.8,60,60,23,22.9,60,26,23,24.2,60,60,23,23.2,60,60,23,24,60,60,23,22.9,60,19,23,25.1,60,6,23,24.4,60,60,23,22.5,60,6
23,23.7,60,60,23,23.1,60,27,23,24.2,60,60,23,23.2,60,60,23,24.3,60,60,23,23.3,60,49,23,25.5,60,0,23,24.5,60,60,23,22.8,60,0
23,23.7,59,59,23,22.8,59,38,23,24,59,59,23,23.2,59,59,23,24.4,59,59,23,23.2,59,59,23,25.4,59,0,23,24.5,59,59,23,22.9,59,0
23,23.7,0,0,23,23.4,0,0,23,24.3,0,0,23,23.2,0,0,23,24.3,0,0,23,23.3,0,0,23,25.4,0,0,23,24.5,0,0,23,23.1,0,0
23,24.9,0,0,23,25.1,0,0,23,25.4,0,0,23,24.8,0,0,23,24.5,0,0,23,24.2,0,0,23,26.6,0,0,23,25.3,0,0,23,26.1,0,0
23,25.5,0,0,23,25.4,0,0,23,26.1,0,0,23,25.5,0,0,23,25.2,0,0,23,24.7,0,0,23,26.6,0,0,23,26,0,0,23,26.6,0,0
23,25.7,0,0,23,25.7,0,0,23,26.3,0,0,23,25.6,0,0,23,25.4,0,0,23,25,0,0,23,26.4,0,0,23,26.2,0,0,23,26.6,0,0
23,25.8,0,0,23,25.8,0,0,23,26.4,0,0,23,25.6,0,0,23,25.4,0,0,23,25.1,0,0,23,26.3,0,0,23,26.1,0,0,23,26.4,0,0
23,25.8,0,0,23,25.9,0,0,23,26.4,0,0,23,25.7,0,0,23,25.5,0,0,23,25.2,0,0,23,26.3,0,0,23,26,0,0,23,26.3,0,0
23,26,0,0,23,26,0,0,23,26.5,0,0,23,25.7,0,0,23,25.6,0,0,23,25.3,0,0,23,26.3,0,0,23,26,0,0,23,26.2,0,0
23,26,0,0,23,26.1,0,0,23,26.6,0,0,23,25.8,0,0,23,25.6,0,0,23,25.3,0,0,23,26.3,0,0,23,26.2,0,0,23,26.2,0,0
23,26.1,0,0,23,26.1,0,0,23,26.6,0,0,23,25.9,0,0,23,25.7,0,0,23,25.4,0,0,23,26.3,0,0,23,26.2,0,0,23,26.3,0,0
23,26.1,0,0,23,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,25.7,0,0,23,25.4,0,0,23,26.3,0,0,23,26.2,0,0,23,26.2,0,0
23,26.2,0,0,23,26.2,0,0,23,26.7,0,0,23,26,0,0,23,25.8,0,0,23,25.6,0,0,23,26.4,0,0,23,26.3,0,0,23,26.3,0,0
23,26.2,0,0,23,26.2,0,0,23,26.7,0,0,23,26,0,0,23,25.8,0,0,23,25.6,0,0,23,26.4,0,0,23,26.4,0,0,23,26.3,0,0
23,26.2,0,0,23,26.3,0,0,23,26.8,0,0,23,26.1,0,0,23,25.9,0,0,23,25.7,0,0,23,26.5,0,0,23,26.4,0,0,23,26.3,0,0
23,22.6,0,0,23,25.9,0,0,23,23.7,0,0,23,23,0,0,23,22.8,0,0,23,22.7,0,0,23,26.3,0,0,25,25.7,31,31,25,25.1,31,31
23,25,26,26,23,25,26,26,23,25.5,26,26,23,24.3,26,25,23,25,26,25,23,24,26,24,23,25,26,26,25,25.1,60,52,25,24.3,60,0
23,24.4,60,60,23,23.2,60,60,23,24.7,60,60,23,23.5,60,60,23,24.5,60,60,23,24,60,60,23,23.5,60,60,25,25.1,60,0,25,24.9,60,23
23,24,60,60,23,22.8,60,60,23,24.4,60,60,23,23.2,60,60,23,24.2,60,60,23,23.8,60,60,23,23.1,60,60,25,25.1,60,0,25,25.1,60,16
23,23.9,60,60,23,22.9,60,37,23,24.4,60,60,23,23.1,60,60,23,24.1,60,60,23,23.8,60,60,23,23.2,60,30,25,25.1,60,3,25,25.3,60,15
23,23.7,60,60,23,23,60,34,23,24.2,60,60,23,23,60,60,23,24.1,60,60,23,23.3,60,60,23,24.8,60,0,25,24.9,60,31,25,24.2,60,0
23,23.7,60,60,23,22.9,60,35,23,24.2,60,60,23,22.9,60,60,23,24.2,60,60,23,23.3,60,60,23,25.1,60,0,25,25,60,20,25,24.4,60,0
23,23.7,60,60,23,23,60,22,23,24.1,60,60,23,22.9,60,60,23,24.2,60,60,23,23.2,60,60,23,25.3,60,0,25,25,60,35,25,24.2,60,0
23,23.6,60,60,23,22.9,60,31,23,24,60,60,23,22.8,60,60,23,24.1,60,60,23,23.1,60,60,23,24.9,60,7,25,24.8,60,22,25,23.8,60,7
23,23.7,60,60,23,23,60,37,23,24.1,60,60,23,23,60,60,23,24.1,60,60,23,23.2,60,60,23,25.1,60,0,25,24.8,60,40,25,23.9,60,0
23,23.7,59,59,23,22.9,59,43,23,24.2,59,59,23,23.1,59,59,23,24.3,59,59,23,23.4,59,59,23,25.3,59,0,25,24.9,59,47,25,24.2,59,0
23,23.7,0,0,23,23.1,0,0,23,24.1,0,0,23,23,0,0,23,24.4,0,0,23,23.3,0,0,23,25.3,0,0,25,24.5,0,0,25,23.5,0,0
23,25.1,0,0,23,24.9,0,0,23,25.4,0,0,23,24.9,0,0,23,24.8,0,0,23,24.5,0,0,23,26.4,0,0,25,25.6,0,0,25,26.2,0,0
23,25.5,0,0,23,25.3,0,0,23,26.1,0,0,23,25.4,0,0,23,25.3,0,0,23,24.9,0,0,23,26.4,0,0,25,26.2,0,0,25,26.6,0,0
23,25.7,0,0,23,25.6,0,0,23,26.3,0,0,23,25.7,0,0,23,25.5,0,0,23,25.1,0,0,23,26.3,0,0,25,26.4,0,0,25,26.7,0,0
23,25.7,0,0,23,25.7,0,0,23,26.4,0,0,23,25.7,0,0,23,25.5,0,0,23,25.2,0,0,23,26.2,0,0,25,26.4,0,0,25,26.4,0,0
23,25.8,0,0,23,25.8,0,0,23,26.4,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26.2,0,0,25,26.4,0,0,25,26.3,0,0
23,25.9,0,0,23,25.8,0,0,23,26.4,0,0,23,25.7,0,0,23,25.7,0,0,23,25.3,0,0,23,26.2,0,0,25,26.3,0,0,25,26.3,0,0
23,25.9,0,0,23,25.9,0,0,23,26.5,0,0,23,25.7,0,0,23,25.7,0,0,23,25.3,0,0,23,26.2,0,0,25,26.4,0,0,25,26.2,0,0
23,25.9,0,0,23,25.9,0,0,23,26.5,0,0,23,25.8,0,0,23,25.7,0,0,23,25.4,0,0,23,26.3,0,0,25,26.4,0,0,25,26.2,0,0
23,26,0,0,23,25.9,0,0,23,26.5,0,0,23,25.8,0,0,23,25.8,0,0,23,25.4,0,0,23,26.3,0,0,25,26.4,0,0,25,26.2,0,0
23,26,0,0,23,26,0,0,23,26.6,0,0,23,25.8,0,0,23,25.8,0,0,23,25.4,0,0,23,26.3,0,0,25,26.4,0,0,25,26.2,0,0
23,26,0,0,23,26.1,0,0,23,26.5,0,0,23,25.9,0,0,23,25.8,0,0,23,25.5,0,0,23,26.3,0,0,25,26.4,0,0,25,26.2,0,0
23,26.1,0,0,23,26.1,0,0,23,26.6,0,0,23,25.9,0,0,23,25.8,0,0,23,25.6,0,0,23,26.3,0,0,25,26.4,0,0,25,26.2,0,0
23,25.4,11,11,23,25.3,11,11,23,26,11,11,23,25.2,11,11,23,25.4,11,11,23,24.8,11,11,23,25.1,15,15,25,25.5,15,15,25,25,15,9
23,24.5,60,60,23,23.4,60,60,23,24.7,60,60,23,23.7,60,60,23,24.8,60,60,23,24,60,60,23,23.3,60,60,25,24.8,60,5,25,24.8,60,0
23,24,60,60,23,22.8,60,38,23,24.2,60,60,23,23.2,60,60,23,24.3,60,60,23,23.8,60,60,23,22.7,60,60,25,24.7,60,0,25,25.1,60,0
23,24,60,60,23,22.9,60,59,23,24.3,60,60,23,23.3,60,60,23,24.4,60,60,23,23.9,60,60,23,22.9,60,60,25,24.8,60,0,25,25.2,60,0
