リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
22,26.5,0,0,22,26.5,0,0,23,27.6,0,0,23,26.8,0,0,23,26.2,0,0,23,26.1,0,0,23,26.5,0,0,25,26.7,0,0,25,26.7,0,0
22,25.2,57,57,22,24.3,57,57,23,26.2,57,0,23,25.7,57,0,23,24.8,57,57,23,24.1,57,57,23,24.3,57,57,25,25.1,57,26,25,24.9,57,12
22,24.4,60,60,22,23.1,60,60,23,25.8,60,0,23,25.3,60,0,23,24.4,60,60,23,23.7,60,60,23,23.4,60,60,25,25.1,60,0,25,25.1,60,27
22,24.5,60,60,22,23.1,60,60,23,26,60,0,23,25.5,60,0,23,24.4,60,60,23,23.8,60,60,23,23.1,60,60,25,25,60,0,25,25.1,60,27
22,24.5,60,60,22,23.1,60,60,23,26,60,0,23,25.4,60,0,23,24.3,60,60,23,23.7,60,60,23,23,60,60,25,24.9,60,0,25,25.1,60,20
22,24.3,60,60,22,22.9,60,60,23,25.9,60,0,23,25.4,60,0,23,24.1,60,60,23,23.7,60,60,23,22.9,60,60,25,24.8,60,0,25,25.1,60,0
22,24.2,60,60,22,22.8,60,60,23,25.9,60,0,23,25.3,60,0,23,24.1,60,60,23,23.7,60,60,23,22.7,60,60,25,24.8,60,0,25,25.1,60,14
22,24.3,60,60,22,22.8,60,60,23,26,60,0,23,25.4,60,0,23,24.2,60,60,23,23.7,60,60,23,22.9,60,60,25,24.8,60,0,25,25.1,60,22
22,24.3,60,60,22,22.9,60,60,23,26.1,60,0,23,25.4,60,0,23,24.2,60,60,23,23.6,60,60,23,22.8,60,60,25,24.9,60,0,25,24.9,60,23
22,24.2,60,60,22,22.8,60,60,23,26.1,60,0,23,25.3,60,0,23,24.1,60,60,23,23.6,60,60,23,22.6,60,60,25,24.6,60,7,25,24.8,60,23
22,24.3,60,60,22,23,60,60,23,26,60,0,23,25.4,60,0,23,24.1,60,60,23,23.6,60,60,23,22.8,60,60,25,24.9,60,0,25,25,60,14
22,24.3,60,60,22,22.9,60,60,23,25.9,60,0,23,25.3,60,0,23,24.2,60,60,23,23.7,60,60,23,23,60,60,25,25,60,0,25,25.1,60,20
22,24.4,0,0,22,23,0,0,23,26.1,0,0,23,25.3,0,0,23,24.3,0,0,23,23.8,0,0,23,23.2,0,0,25,25.1,0,0,25,25.2,0,0
22,25.3,0,0,22,24.5,0,0,23,27.4,0,0,23,26.9,0,0,23,24.7,0,0,23,24.6,0,0,23,24.8,0,0,25,26.7,0,0,25,26.2,0,0
22,25.7,0,0,22,25.2,0,0,23,27.6,0,0,23,27,0,0,23,25.2,0,0,23,25.1,0,0,23,25.3,0,0,25,27,0,0,25,26.4,0,0
22,25.9,0,0,22,25.4,0,0,23,27.5,0,0,23,26.8,0,0,23,25.4,0,0,23,25.3,0,0,23,25.5,0,0,25,26.9,0,0,25,26.2,0,0
22,26,0,0,22,25.6,0,0,23,27.4,0,0,23,26.7,0,0,23,25.6,0,0,23,25.3,0,0,23,25.5,0,0,25,26.8,0,0,25,26.2,0,0
22,26.1,0,0,22,25.8,0,0,23,27.3,0,0,23,26.6,0,0,23,25.7,0,0,23,25.4,0,0,23,25.6,0,0,25,26.8,0,0,25,26.2,0,0
22,26.2,0,0,22,25.9,0,0,23,27.3,0,0,23,26.6,0,0,23,25.7,0,0,23,25.6,0,0,23,25.7,0,0,25,26.8,0,0,25,26.2,0,0
22,26.2,0,0,22,26,0,0,23,27.3,0,0,23,26.5,0,0,23,25.8,0,0,23,25.7,0,0,23,25.8,0,0,25,26.8,0,0,25,26.2,0,0
22,26.2,0,0,22,26.1,0,0,23,27.3,0,0,23,26.5,0,0,23,25.9,0,0,23,25.7,0,0,23,25.8,0,0,25,26.8,0,0,25,26.1,0,0
22,26.2,0,0,22,26.1,0,0,23,27.3,0,0,23,26.6,0,0,23,26,0,0,23,25.7,0,0,23,25.9,0,0,25,26.8,0,0,25,26.2,0,0
22,26.2,0,0,22,26.2,0,0,23,27.3,0,0,23,26.6,0,0,23,26,0,0,23,25.8,0,0,23,25.9,0,0,25,26.8,0,0,25,26.1,0,0
22,26.3,0,0,22,26.2,0,0,23,27.3,0,0,23,26.6,0,0,23,26.1,0,0,23,25.9,0,0,23,26,0,0,25,26.8,0,0,25,26.1,0,0
22,26.3,0,0,22,26.2,0,0,23,27.3,0,0,23,26.6,0,0,23,26.1,0,0,23,26,0,0,23,26,0,0,25,26.8,0,0,25,26.2,0,0
22,25.1,54,54,22,24.1,54,54,23,26.1,54,0,23,25.6,54,0,23,24.7,54,54,23,24,54,54,23,24,54,54,25,25.2,54,21,25,25,54,18
22,24.7,60,60,22,23.4,60,60,23,26.1,60,0,23,25.5,60,0,23,24.7,60,60,23,23.8,60,60,23,23.6,60,60,25,25,60,27,25,24.6,60,27
22,24.9,60,60,22,23.5,60,60,23,26.5,60,0,23,25.7,60,0,23,24.6,60,60,23,24.1,60,60,23,23.5,60,60,25,24.9,60,38,25,24.7,60,19
22,25,60,60,22,23.6,60,60,23,26.6,60,2,23,25.8,60,2,23,24.7,60,60,23,24.2,60,60,23,23.6,60,60,25,25.1,60,34,25,24.9,60,29
22,24.6,60,60,22,23.2,60,60,23,25.5,60,60,23,24.2,60,60,23,24.5,60,60,23,24.1,60,60,23,23.2,60,60,25,25.1,60,5,25,25,60,41
22,24.4,60,60,22,23,60,60,23,24.9,60,60,23,23.7,60,60,23,24.6,60,60,23,23.9,60,60,23,23.2,60,60,25,25.2,60,9,25,24.9,60,40
22,24.3,60,60,22,22.8,60,60,23,24.5,60,60,23,23.5,60,60,23,24.3,60,60,23,23.8,60,60,23,22.9,60,60,25,25.2,60,0,25,24.7,60,60
22,24.1,60,60,22,22.7,60,60,23,24.5,60,60,23,23.5,60,60,23,24.5,60,60,23,23.7,60,60,23,23.1,60,60,25,25.3,60,0,25,24.6,60,60
22,23.9,60,60,22,22.4,60,60,23,24.2,60,60,23,23.3,60,60,23,24.1,60,60,23,23.4,60,60,23,23.5,60,21,25,24.9,60,20,25,24.4,60,14
22,23.8,60,60,22,22.4,60,60,23,24.3,60,60,23,23.4,60,60,23,24.3,60,60,23,23.4,60,60,23,25.2,60,0,25,25,60,52,25,24,60,0
22,23.9,60,60,22,22.3,60,60,23,24.3,60,60,23,23.3,60,60,23,24.4,60,60,23,23.4,60,60,23,25.5,60,0,25,24.8,60,60,25,23.5,60,0
22,23.8,0,0,22,22.3,0,0,23,24.2,0,0,23,23.1,0,0,23,24.5,0,0,23,23.4,0,0,23,25.5,0,0,25,24.6,0,0,25,23.4,0,0
22,25,0,0,22,24.2,0,0,23,25.9,0,0,23,25.2,0,0,23,25.1,0,0,23,24.7,0,0,23,26.8,0,0,25,25.7,0,0,25,26.3,0,0
22,25.6,0,0,22,25.1,0,0,23,26.6,0,0,23,25.8,0,0,23,25.5,0,0,23,25.3,0,0,23,26.7,0,0,25,26.3,0,0,25,26.9,0,0
22,25.8,0,0,22,25.3,0,0,23,26.9,0,0,23,26.1,0,0,23,25.7,0,0,23,25.3,0,0,23,26.6,0,0,25,26.4,0,0,25,26.8,0,0
22,26,0,0,22,25.6,0,0,23,26.9,0,0,23,26.1,0,0,23,25.8,0,0,23,25.6,0,0,23,26.5,0,0,25,26.5,0,0,25,26.6,0,0
22,26.1,0,0,22,25.9,0,0,23,27,0,0,23,26.2,0,0,23,25.8,0,0,23,25.8,0,0,23,26.4,0,0,25,26.6,0,0,25,26.6,0,0
22,26.1,0,0,22,26,0,0,23,27,0,0,23,26.2,0,0,23,25.9,0,0,23,25.8,0,0,23,26.4,0,0,25,26.6,0,0,25,26.5,0,0
22,26.2,0,0,22,26.1,0,0,23,27,0,0,23,26.2,0,0,23,26,0,0,23,25.9,0,0,23,26.4,0,0,25,26.6,0,0,25,26.5,0,0
22,26.2,0,0,22,26.1,0,0,23,27.1,0,0,23,26.2,0,0,23,26,0,0,23,25.9,0,0,23,26.5,0,0,25,26.6,0,0,25,26.5,0,0
22,26.2,0,0,22,26.2,0,0,23,27.1,0,0,23,26.2,0,0,23,26.1,0,0,23,25.9,0,0,23,26.5,0,0,25,26.7,0,0,25,26.5,0,0
22,26.2,0,0,22,26.2,0,0,23,27.1,0,0,23,26.2,0,0,23,26.1,0,0,23,25.9,0,0,23,26.5,0,0,25,26.7,0,0,25,26.5,0,0
22,26.2,0,0,22,26.2,0,0,23,27.1,0,0,23,26.2,0,0,23,26.1,0,0,23,25.9,0,0,23,26.5,0,0,25,26.7,0,0,25,26.5,0,0
22,26.2,0,0,22,26.2,0,0,23,27.1,0,0,23,26.3,0,0,23,26.1,0,0,23,26,0,0,23,26.5,0,0,25,26.8,0,0,25,26.5,0,0
22,22.8,0,0,22,23,0,0,23,23.7,0,0,23,23.2,0,0,23,22.9,0,0,23,22.7,0,0,23,26.2,0,0,25,25.9,30,30,25,25.2,30,30
22,24.9,28,28,22,24.6,28,28,23,25.7,28,28,23,24.4,28,28,23,24.9,28,27,23,24.3,28,27,23,25.2,28,28,25,25.4,60,60,25,24.6,60,4
22,24.6,60,60,22,23.6,60,60,23,25.1,60,60,23,23.8,60,60,23,24.6,60,60,23,24.1,60,60,23,23.9,60,60,25,24.7,60,60,25,24.3,60,0
22,24.4,60,60,22,23.2,60,60,23,24.8,60,60,23,23.5,60,60,23,24.4,60,60,23,24,60,60,23,23.6,60,60,25,25,60,18,25,24.9,60,23
22,24.1,60,60,22,22.9,60,60,23,24.5,60,60,23,23.3,60,60,23,24.4,60,60,23,24,60,60,23,23.1,60,60,25,25.3,60,0,25,25,60,54
22,23.9,60,60,22,22.7,60,60,23,24.1,60,60,23,23.2,60,60,23,24.2,60,60,23,23.7,60,60,23,23,60,49,25,25.3,60,0,25,24.7,60,60
22,23.8,60,60,22,22.5,60,60,23,24.2,60,60,23,23.1,60,60,23,24.1,60,60,23,23.4,60,60,23,24.6,60,0,25,25,60,42,25,24,60,6
22,23.7,60,60,22,22.4,60,60,23,24.1,60,60,23,23.2,60,60,23,24.1,60,60,23,23.1,60,60,23,25.2,60,0,25,24.6,60,60,25,23.1,60,0
22,23.6,60,60,22,22.3,60,60,23,23.9,60,60,23,23,60,60,23,24.1,60,60,23,23.1,60,60,23,25.1,60,6,25,24.6,60,38,25,23.2,60,6
22,23.7,60,60,22,22.3,60,60,23,24.2,60,60,23,23.1,60,60,23,24.2,60,60,23,23.3,60,60,23,25.5,60,0,25,25,60,59,25,23.7,60,0
22,23.6,59,59,22,22.2,59,59,23,24,59,59,23,23,59,59,23,24.3,59,59,23,23.3,59,59,23,25.6,59,0,25,24.7,60,60,25,23.4,59,0
22,23.6,0,0,22,22.1,0,0,23,23.9,0,0,23,22.9,0,0,23,24.4,0,0,23,23.3,0,0,23,25.5,0,0,25,24.6,0,0,25,23.4,0,0
22,24.9,0,0,22,24.1,0,0,23,25.7,0,0,23,25,0,0,23,24.6,0,0,23,24.5,0,0,23,26.9,0,0,25,25.6,0,0,25,26.4,0,0
22,25.4,0,0,22,24.9,0,0,23,26.3,0,0,23,25.5,0,0,23,25.3,0,0,23,25,0,0,23,26.9,0,0,25,26.2,0,0,25,26.8,0,0
22,25.7,0,0,22,25.3,0,0,23,26.5,0,0,23,25.9,0,0,23,25.5,0,0,23,25.3,0,0,23,26.7,0,0,25,26.5,0,0,25,26.9,0,0
22,25.9,0,0,22,25.4,0,0,23,26.7,0,0,23,25.9,0,0,23,25.6,0,0,23,25.4,0,0,23,26.6,0,0,25,26.5,0,0,25,26.7,0,0
22,26,0,0,22,25.7,0,0,23,26.7,0,0,23,25.9,0,0,23,25.7,0,0,23,25.6,0,0,23,26.6,0,0,25,26.5,0,0,25,26.6,0,0
22,26,0,0,22,25.8,0,0,23,26.8,0,0,23,26,0,0,23,25.8,0,0,23,25.7,0,0,23,26.6,0,0,25,26.6,0,0,25,26.6,0,0
22,26.1,0,0,22,26,0,0,23,26.8,0,0,23,26,0,0,23,25.9,0,0,23,25.8,0,0,23,26.7,0,0,25,26.7,0,0,25,26.6,0,0
22,26.2,0,0,22,26.1,0,0,23,26.9,0,0,23,26.1,0,0,23,26,0,0,23,25.9,0,0,23,26.7,0,0,25,26.8,0,0,25,26.6,0,0
22,26.2,0,0,22,26.1,0,0,23,26.9,0,0,23,26.1,0,0,23,26,0,0,23,25.9,0,0,23,26.7,0,0,25,26.8,0,0,25,26.6,0,0
22,26.2,0,0,22,26.2,0,0,23,26.9,0,0,23,26.2,0,0,23,26,0,0,23,25.9,0,0,23,26.7,0,0,25,26.8,0,0,25,26.7,0,0
22,26.2,0,0,22,26.2,0,0,23,27,0,0,23,26.2,0,0,23,26.1,0,0,23,26,0,0,23,26.7,0,0,25,26.8,0,0,25,26.7,0,0
22,25.9,4,4,22,25.9,4,4,23,26.7,4,4,23,25.8,4,4,23,25.8,4,4,23,25.7,4,4,23,26.3,4,4,25,26.6,4,4,25,26.4,4,4
22,24.4,60,60,22,23.4,60,60,23,24.4,60,60,23,23.5,60,60,23,24.5,60,60,23,23.7,60,60,23,23.9,60,60,25,25,60,17,25,24.8,60,7
22,23.7,60,60,22,22.4,60,60,23,23.9,60,60,23,22.9,60,60,23,24.4,60,60,23,23.5,60,60,23,24.5,60,4,25,25.2,60,45,25,24.5,60,10
22,23.9,60,60,22,22.4,60,60,23,24.6,60,60,23,23.2,60,60,23,24.5,60,60,23,23.8,60,60,23,25.8,60,0,25,25.5,60,60,25,24.1,60,0
22,23.9,60,60,22,22.5,60,60,23,24.8,60,60,23,23.2,60,60,23,24.5,60,60,23,23.9,60,60,23,24.7,60,55,25,25,60,48,25,24.1,60,0
22,24,60,60,22,22.5,60,60,23,24.7,60,60,23,23.3,60,60,23,24.4,60,60,23,24,60,60,23,23.5,60,60,25,25.2,60,9,25,25.2,60,40
22,23.9,60,60,22,22.5,60,60,23,24.7,60,60,23,23.4,60,60,23,24.5,60,60,23,23.8,60,60,23,23.5,60,60,25,25,60,24,25,24.7,60,23
22,24,60,60,22,22.4,60,60,23,24.5,60,60,23,23.4,60,60,23,24.4,60,60,23,23.9,60,60,23,23.1,60,60,25,25.3,60,0,25,25.1,60,58
22,23.8,60,60,22,22.3,60,60,23,24.3,60,60,23,23.3,60,60,23,24.5,60,60,23,23.7,60,60,23,23.3,60,60,25,25.2,60,12,25,24.9,60,35
22,23.8,60,60,22,22,60,60,24,24.5,60,60,24,23.7,60,31,24,24.2,60,60,24,23.5,60,32,23,24.2,60,5,25,24.8,60,39,25,24.2,60,4
22,23.8,60,60,22,22.1,60,60,24,25.2,60,60,24,24,60,17,24,24.5,60,60,24,23.8,60,0,23,25.4,60,0,25,25,60,51,25,24.2,60,0
22,23.9,59,59,22,22.1,59,59,24,25.3,59,59,24,23.9,59,24,24,24.5,59,59,24,24,59,0,23,25.6,59,0,25,24.8,59,59,25,24,59,0
22,23.8,0,0,22,22.2,0,0,24,25.3,0,0,24,24.3,0,0,24,24.5,0,0,24,23.9,0,0,23,25.6,0,0,25,24.7,0,0,25,23.9,0,0
22,25.1,0,0,22,24.3,0,0,24,26,0,0,24,26,0,0,24,24.9,0,0,24,25.8,0,0,23,26.8,0,0,25,25.9,0,0,25,26.8,0,0
22,25.4,0,0,22,24.9,0,0,24,26.4,0,0,24,26.2,0,0,24,25.3,0,0,24,25.7,0,0,23,26.8,0,0,25,26.5,0,0,25,27.2,0,0
22,25.7,0,0,22,25.2,0,0,24,26.7,0,0,24,26.2,0,0,24,25.5,0,0,24,25.8,0,0,23,26.7,0,0,25,26.7,0,0,25,27.2,0,0
22,26,0,0,22,25.7,0,0,24,26.8,0,0,24,26.2,0,0,24,25.8,0,0,24,25.9,0,0,23,26.6,0,0,25,26.8,0,0,25,27,0,0
22,26,0,0,22,25.7,0,0,24,26.8,0,0,24,26.2,0,0,24,25.8,0,0,24,25.9,0,0,23,26.5,0,0,25,26.8,0,0,25,27,0,0
22,26.1,0,0,22,25.9,0,0,24,26.9,0,0,24,26.1,0,0,24,26,0,0,24,25.9,0,0,23,26.6,0,0,25,26.9,0,0,25,26.9,0,0
22,26.1,0,0,22,26,0,0,24,26.9,0,0,24,26.2,0,0,24,26,0,0,24,26,0,0,23,26.6,0,0,25,26.9,0,0,25,26.9,0,0
22,26.2,0,0,22,26.1,0,0,24,27,0,0,24,26.2,0,0,24,26.1,0,0,24,26,0,0,23,26.7,0,0,25,27,0,0,25,26.9,0,0
22,26.2,0,0,22,26.2,0,0,24,27,0,0,24,26.2,0,0,24,26.1,0,0,24,26.1,0,0,23,26.7,0,0,25,27,0,0,25,26.8,0,0
22,26.2,0,0,22,26.1,0,0,24,27,0,0,24,26.2,0,0,24,26.1,0,0,24,26.1,0,0,23,26.7,0,0,25,27,0,0,25,26.9,0,0
22,26.2,0,0,22,26.1,0,0,24,27,0,0,24,26.2,0,0,24,26.1,0,0,24,26.1,0,0,23,26.8,0,0,25,27,0,0,25,26.9,0,0
22,26.2,0,0,22,26.2,0,0,24,27,0,0,24,26.2,0,0,24,26.2,0,0,24,26.1,0,0,23,26.8,0,0,25,27.1,0,0,25,26.9,0,0
22,25.2,36,36,22,25,36,36,24,25.3,36,36,24,25,36,36,24,24.9,36,36,24,24.5,36,36,23,25,36,36,23,25.5,36,36,23,24.9,36,36
22,25,60,60,22,24.2,60,60,24,24.5,60,60,24,24.4,60,60,24,24.3,60,60,24,23.6,60,1,23,23.8,60,60,24,24.4,60,60,24,23.9,60,35
22,24.6,60,60,22,23,60,60,24,25.1,60,60,24,23.9,60,60,24,24.5,60,60,24,24.3,60,16,23,23.5,60,60,24,24.5,60,60,24,24.2,60,17
22,24.4,60,60,22,23,60,60,24,24.9,60,60,24,23.7,60,52,24,24.3,60,60,24,23.9,60,60,23,23.7,60,60,24,24.5,60,60,24,23.7,60,34
22,24.2,60,60,22,22.6,60,60,24,25.2,60,60,24,24,60,32,24,24,60,60,24,23.7,60,44,23,23,60,60,24,24,60,60,24,23.5,60,0
22,24.1,60,60,22,22.4,60,60,24,25.2,60,60,24,23.9,60,25,24,23.9,60,60,24,24,60,0,23,23,60,60,24,23.7,60,57,24,23.5,60,0
22,24,60,60,22,22.3,60,60,24,25.2,60,60,24,23.9,60,35,24,24,60,60,24,24.1,60,0,23,22.9,60,60,24,24,60,27,24,24,60,31
22,23.9,60,60,22,22.2,60,60,24,25.1,60,60,24,24,60,33,24,23.9,60,60,24,24,60,0,23,22.7,60,60,24,23.9,60,31,24,23.7,60,21
22,23.8,60,60,22,22.1,60,60,24,25,60,60,24,24,60,20,24,23.8,60,60,24,23.7,60,7,23,22.9,60,34,24,24.1,60,39,24,23.8,60,26
22,23.7,60,60,22,22,60,60,24,25,60,60,24,24,60,24,24,23.9,60,60,24,23.7,60,0,23,24.6,60,0,24,24.2,60,60,24,23.2,60,0
22,23.7,59,59,22,21.9,59,59,24,24.9,59,59,24,23.9,59,26,24,24,59,59,24,23.7,59,0,23,24.6,59,0,24,24.2,59,59,24,23.2,59,0
22,23.7,0,0,22,21.9,0,0,24,24.6,0,0,24,23.6,0,0,24,24.1,0,0,24,23.7,0,0,23,24.7,0,0,24,24.3,0,0,24,23.1,0,0
22,25,0,0,22,24,0,0,24,25.8,0,0,24,25.3,0,0,24,24.6,0,0,24,25.7,0,0,23,26.5,0,0,24,25.5,0,0,24,26.5,0,0
22,25.5,0,0,22,24.8,0,0,24,26.3,0,0,24,25.7,0,0,24,25.2,0,0,24,25.8,0,0,23,26.6,0,0,24,26.1,0,0,24,26.9,0,0
22,25.6,0,0,22,25.2,0,0,24,26.5,0,0,24,25.8,0,0,24,25.4,0,0,24,25.8,0,0,23,26.6,0,0,24,26.2,0,0,24,26.9,0,0
22,25.8,0,0,22,25.5,0,0,24,26.7,0,0,24,25.8,0,0,24,25.6,0,0,24,25.8,0,0,23,26.6,0,0,24,26.4,0,0,24,26.8,0,0
22,26,0,0,22,25.8,0,0,24,26.8,0,0,24,26,0,0,24,25.7,0,0,24,25.8,0,0,23,26.7,0,0,24,26.6,0,0,24,26.7,0,0
22,26.1,0,0,22,25.9,0,0,24,26.9,0,0,24,26.1,0,0,24,25.8,0,0,24,25.9,0,0,23,26.7,0,0,24,26.7,0,0,24,26.8,0,0
22,26.2,0,0,22,26,0,0,24,26.9,0,0,24,26.1,0,0,24,25.9,0,0,24,26,0,0,23,26.8,0,0,24,26.7,0,0,24,26.8,0,0
22,26.2,0,0,22,26,0,0,24,27,0,0,24,26.1,0,0,24,25.9,0,0,24,26,0,0,23,26.8,0,0,24,26.8,0,0,24,26.8,0,0
22,26.2,0,0,22,26.1,0,0,24,27,0,0,24,26.2,0,0,24,26,0,0,24,26,0,0,23,26.9,0,0,24,26.8,0,0,24,26.8,0,0
22,26.2,0,0,22,26.1,0,0,24,27,0,0,24,26.2,0,0,24,26,0,0,24,26,0,0,23,26.9,0,0,24,26.8,0,0,24,26.8,0,0
22,26.2,0,0,22,26.2,0,0,24,27.1,0,0,24,26.2,0,0,24,26.1,0,0,24,26,0,0,23,27,0,0,24,26.9,0,0,24,26.9,0,0
22,26.2,0,0,22,26.2,0,0,24,27.1,0,0,24,26.2,0,0,24,26.2,0,0,24,26.1,0,0,23,27.1,0,0,24,27,0,0,24,26.9,0,0
22,26.3,0,0,22,26.3,0,0,24,27.2,0,0,24,26.2,0,0,24,26.2,0,0,24,26.2,0,0,23,27.1,0,0,24,27,0,0,24,27,0,0
22,26.3,0,0,22,26.3,0,0,24,27.2,0,0,24,26.3,0,0,24,26.2,0,0,24,26.2,0,0,23,27.1,0,0,24,27,0,0,24,27,0,0
22,26.5,0,0,22,26.3,0,0,24,27.2,0,0,24,26.5,0,0,24,26.3,0,0,24,26.2,0,0,23,27.4,0,0,24,27.2,0,0,24,27.4,0,0
22,26.5,0,0,22,26.4,0,0,24,27.2,0,0,24,26.6,0,0,24,26.4,0,0,24,26.3,0,0,23,27.5,0,0,24,27.1,0,0,24,27.5,0,0
22,26.7,0,0,22,26.3,0,0,24,27.3,0,0,24,26.6,0,0,24,26.5,0,0,24,26.4,0,0,23,27.7,0,0,24,27.2,0,0,24,27.8,0,0
22,26.1,0,0,22,25,0,0,24,24.4,0,0,24,24.6,0,0,24,23.7,0,0,24,26.7,0,0,23,26.8,13,13,24,27.2,13,13,24,27.4,13,13
22,25.9,0,0,22,24.9,0,0,24,24.5,0,0,24,24.2,0,0,24,23.7,0,0,24,27.2,0,0,23,25.5,60,60,24,26,60,60,24,26.2,60,60
22,26.2,0,0,22,25.5,0,0,24,27.2,0,0,24,22.8,0,0,24,25.6,0,0,24,27.3,0,0,23,25.1,60,60,24,25.6,60,60,24,25.8,60,60
22,25.5,39,39,22,24.8,39,39,24,26.2,39,39,24,24.6,39,38,24,24.8,39,39,24,24.6,39,21,23,24.1,60,60,24,24.7,60,60,24,24.3,60,46
22,24.1,60,60,22,22.9,60,60,24,25.1,60,60,24,24,60,14,24,23.7,60,41,24,23.5,60,0,23,22.7,60,60,24,23.3,60,60,24,23.2,60,0
22,23.6,59,59,22,22.3,59,59,24,24.9,59,59,24,24,59,25,24,23.8,59,0,24,24.3,59,3,23,23.1,59,33,24,23.3,59,59,24,23.4,59,0
22,23.5,0,0,22,22.1,0,0,24,24.5,0,0,24,23.4,0,0,24,23.9,0,0,24,24.4,0,0,23,24,0,0,24,23.7,0,0,24,23.3,0,0
22,25.2,0,0,22,24.5,0,0,24,26.2,0,0,24,25.8,0,0,24,25.8,0,0,24,25.3,0,0,23,26.2,0,0,24,25.8,0,0,24,26.9,0,0
22,25.7,0,0,22,25.3,0,0,24,26.7,0,0,24,26.2,0,0,24,26.2,0,0,24,25.7,0,0,23,26.7,0,0,24,26.2,0,0,24,27.1,0,0
22,26,0,0,22,25.8,0,0,24,26.8,0,0,24,26.2,0,0,24,26.3,0,0,24,26.1,0,0,23,26.9,0,0,24,26.4,0,0,24,27.2,0,0
22,26.2,0,0,22,26,0,0,24,27.1,0,0,24,26.3,0,0,24,26.4,0,0,24,26.2,0,0,23,26.9,0,0,24,26.6,0,0,24,27.2,0,0
22,26.3,0,0,22,26.1,0,0,24,27.2,0,0,24,26.4,0,0,24,26.5,0,0,24,26.3,0,0,23,26.9,0,0,24,26.6,0,0,24,27.2,0,0
