リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
25,26.5,60,60,25,26.4,60,60,25,25.4,60,60,25,25.3,60,60
25,26.2,60,60,25,26.1,60,60,25,25.1,60,60,25,24.9,60,60
25,26.1,60,60,25,26,60,60,25,24.9,60,60,25,24.7,60,60
26,26,60,60,26,25.9,60,60,26,25.5,60,2,26,25.6,60,2
24,26,60,60,24,25.9,60,60,26,25.9,60,5,26,26.3,60,12
24,26,60,60,24,25.9,60,60,26,25.7,60,2,26,26,60,2
24,25.8,60,60,24,25.7,60,60,26,25.9,60,0,26,26.4,60,0
24,25.7,59,59,24,25.6,59,59,26,25.8,59,6,26,26.4,59,6
24,25.5,0,0,24,26,0,0,26,25.8,0,0,26,26,0,0
24,24,0,0,24,24.6,0,0,26,23.7,0,0,26,23.8,0,0
24,24.9,0,0,24,25.5,0,0,26,24.9,0,0,26,24.9,0,0
24,25.8,0,0,24,26.3,0,0,26,25.8,0,0,26,26.2,0,0
24,26.2,0,0,24,26.9,0,0,26,26.3,0,0,26,26.6,0,0
24,26.4,0,0,24,27.1,0,0,26,26.6,0,0,26,27,0,0
24,26.6,0,0,24,27.2,0,0,26,26.7,0,0,26,27.1,0,0
24,26.7,0,0,24,27.3,0,0,26,26.8,0,0,26,27.1,0,0
24,26.7,0,0,24,27.4,0,0,26,26.9,0,0,26,27.2,0,0
24,26.8,0,0,24,27.5,0,0,26,26.9,0,0,26,27.2,0,0
24,26.8,0,0,24,27.6,0,0,26,26.9,0,0,26,27.2,0,0
24,26.8,0,0,24,27.6,0,0,26,27.2,0,0,26,27.3,0,0
24,26.8,0,0,24,27.7,0,0,26,27.2,0,0,26,27.4,0,0
24,26.9,0,0,24,27.7,0,0,26,27.3,0,0,26,27.5,0,0
24,27,0,0,24,27.7,0,0,26,27.4,0,0,26,27.5,0,0
24,25.8,0,0,24,26.2,0,0,26,25.7,0,0,26,28.1,0,0
24,25.3,0,0,24,25.8,0,0,26,27,0,0,26,28.4,0,0
24,25.2,0,0,24,25.7,0,0,26,27.2,0,0,26,28.6,0,0
24,25,0,0,24,25.8,0,0,26,27.4,0,0,26,28.9,0,0
24,24.9,0,0,24,26,0,0,26,27.4,0,0,26,28.9,0,0
24,24.9,0,0,24,26.5,0,0,26,27.4,0,0,26,28.9,0,0
24,25.1,0,0,24,27,0,0,26,27.6,0,0,26,29,0,0
24,25.3,0,0,24,27.3,0,0,26,27.6,0,0,26,29,0,0
24,25.4,0,0,24,27.5,0,0,26,27.5,0,0,26,29,0,0
24,25.8,0,0,24,27.9,0,0,26,27.7,0,0,26,28.8,0,0
24,26.6,0,0,24,28.1,0,0,26,27.7,0,0,26,28.7,0,0
24,27,0,0,24,28.2,0,0,26,27.6,0,0,26,28.3,0,0
24,27.4,0,0,24,28.4,0,0,26,27.7,0,0,26,28.4,0,0
24,27.7,0,0,24,28.5,0,0,26,27.8,0,0,26,28.4,0,0
24,27.8,0,0,24,28.6,0,0,26,27.8,0,0,26,28.5,0,0
