リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
24,26.2,0,0,26,26.2,0,0,26,26.2,0,0,24,26.4,0,0
24,26.3,0,0,26,26.3,0,0,26,26.2,0,0,24,26.5,0,0
24,26.4,0,0,26,26.4,0,0,26,26.2,0,0,24,26.5,0,0
24,26.5,0,0,26,26.6,0,0,26,26.3,0,0,24,26.6,0,0
24,27,0,0,26,26.6,0,0,26,26.4,0,0,24,26.6,0,0
24,27.1,0,0,26,26.6,0,0,26,26.5,0,0,24,25.4,0,0
24,26.8,0,0,26,26.6,0,0,26,26.5,0,0,24,24.4,0,0
24,26.9,0,0,26,26.6,0,0,26,26.5,0,0,24,24.5,0,0
24,27.1,0,0,26,26.6,0,0,26,26.5,0,0,24,24.8,0,0
25,27.4,0,0,26,26.8,0,0,26,26.6,0,0,25,25.8,0,0
25,27.5,0,0,26,26.8,0,0,26,26.6,0,0,25,26.4,59,0
25,27.6,0,0,26,27,0,0,26,26.7,0,0,25,26.5,60,0
25,27.7,0,0,26,27.2,0,0,26,26.7,0,0,25,26.6,60,0
25,27.7,0,0,26,27.2,0,0,26,26.9,0,0,25,26.6,60,0
25,27.9,0,0,26,27.2,0,0,26,26.9,0,0,25,26.6,60,0
25,27.9,0,0,26,27.2,0,0,26,26.8,0,0,25,26.5,60,0
25,27.7,0,0,26,27.2,0,0,26,26.9,0,0,25,26.5,60,0
28,27.6,0,0,26,27.2,0,0,26,26.9,0,0,28,26.6,60,0
28,27.6,0,0,26,27.1,0,0,26,26.9,0,0,28,26.6,60,0
28,27.5,0,0,26,27.1,0,0,26,26.9,0,0,28,26.4,59,0
28,27.5,0,0,26,27.1,0,0,26,26.9,0,0,28,27.1,0,0
28,27.7,0,0,26,27,0,0,26,26.9,0,0,28,27.8,0,0
28,27.7,0,0,26,27,0,0,26,26.9,0,0,28,27.6,0,0
28,27.7,0,0,26,27,0,0,26,26.9,0,0,28,27.6,0,0
28,27.7,0,0,26,27.1,0,0,26,26.9,0,0,28,27.5,0,0
28,27.6,0,0,26,27.1,0,0,26,26.9,0,0,28,27.5,0,0
28,27.7,0,0,26,27.1,0,0,26,26.9,0,0,28,27.4,0,0
28,27.7,0,0,26,27.1,0,0,26,26.9,0,0,28,27.4,0,0
28,27.8,0,0,26,27.1,0,0,26,27,0,0,28,27.4,0,0
28,27.8,0,0,26,27.1,0,0,26,27,0,0,28,27.5,0,0
28,27.6,0,0,26,26.9,5,0,26,26.7,5,0,28,27.3,0,0
25,27.2,14,0,26,26.4,60,0,26,26.2,60,0,28,27.3,0,0
23,27.1,60,17,26,26.6,60,0,26,26.4,60,0,28,26,0,0
23,25.8,60,60,26,26.8,60,0,26,26.5,60,0,28,26.8,0,0
25,25.2,60,39,26,26.5,60,0,26,26.3,60,0,28,27.2,0,0
25,26.3,60,0,26,26.3,60,0,26,26.2,60,0,28,27.4,0,0
25,27,60,0,26,26.5,60,0,26,26.4,60,0,28,27.5,0,0
25,27.3,60,0,26,26.5,60,0,26,26.4,60,0,28,27.7,0,0
25,27,60,33,26,26.4,60,0,26,26.3,60,0,28,27.5,0,0
25,26.4,60,1,26,26.4,60,0,26,26.3,60,0,28,27.5,0,0
25,27,60,0,26,26.5,60,0,26,26.4,60,0,28,27.5,0,0
25,26.5,42,35,26,26.6,42,1,26,26.4,42,1,28,27.3,0,0
25,26.1,0,0,26,26.6,0,0,26,26.4,0,0,28,21.8,0,0
25,26.7,0,0,26,26.6,0,0,26,26.6,0,0,28,26.3,0,0
25,26.9,0,0,26,26.7,0,0,26,26.8,0,0,28,27,0,0
25,27.5,0,0,26,26.9,0,0,26,27,0,0,28,26.7,0,0
