リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
23,25.7,60,60,26,26.4,0,0,26,26.2,0,0,24,24.5,60,60
23,25.6,60,60,26,26.6,0,0,26,26.4,0,0,24,24.3,60,60
23,25.4,34,34,26,25.8,0,0,26,25.6,0,0,24,24.5,60,60
23,25.6,0,0,26,25.9,0,0,26,26,0,0,24,24.8,60,60
23,26.2,0,0,26,26.2,0,0,26,26.3,0,0,24,24.6,60,60
23,26.5,0,0,26,26.4,0,0,26,26.4,0,0,24,24.6,20,20
23,26.7,0,0,26,26.6,0,0,26,26.5,0,0,24,26,0,0
23,26.9,0,0,26,26.7,0,0,26,26.6,0,0,24,26.2,0,0
23,27.1,0,0,26,26.8,0,0,26,26.7,0,0,24,26.3,0,0
23,27.2,0,0,26,27,0,0,26,26.9,0,0,24,26.4,0,0
23,27.4,0,0,26,27,0,0,26,26.9,0,0,24,26.5,0,0
23,27.5,0,0,26,27,0,0,26,27,0,0,24,26.6,0,0
23,27.5,0,0,26,27.1,0,0,26,27,0,0,24,26.7,0,0
23,27.6,0,0,26,27.1,0,0,26,27.1,0,0,24,26.7,0,0
23,27.6,0,0,26,27.2,0,0,26,27,0,0,24,26.9,0,0
23,27.8,0,0,26,27.2,0,0,26,27.1,0,0,24,26.9,0,0
23,26.1,47,47,26,24.5,47,25,26,24.6,47,29,24,24.8,39,39
23,25.3,60,53,26,24.2,60,14,26,24.3,60,14,24,24.1,60,60
25,26.3,60,0,26,25.5,60,0,26,25.5,60,0,24,24.1,60,60
24,27.2,60,16,26,26.4,60,1,26,26,60,1,24,24.4,60,60
24,26.1,60,60,26,25.3,60,5,26,25.3,60,5,25,24.5,60,60
24,25.8,60,60,26,25.8,60,0,26,25.8,60,0,25,25.2,60,20
24,25.6,60,60,26,25.9,60,0,26,25.7,60,0,25,26.5,60,0
25,25.7,60,60,26,26.3,60,4,26,26.2,60,5,24,26.6,60,22
25,25.5,60,60,26,26,60,0,26,25.9,60,0,24,24.9,60,41
25,25.5,29,29,26,26.2,60,0,26,26.1,60,0,25,25.9,60,0
25,25.6,0,0,26,26.2,60,0,26,26.2,60,0,25,26.2,60,0
25,26.2,0,0,26,26.5,37,0,26,26.5,37,0,25,26.3,60,0
25,26.4,0,0,26,27.4,0,0,26,27.3,0,0,25,26.2,60,0
25,26.6,0,0,26,27.5,0,0,26,27.4,0,0,25,26.2,18,0
25,26.8,0,0,26,27.3,0,0,26,27.3,0,0,25,27.5,0,0
25,27.1,0,0,26,27.3,0,0,26,27.2,0,0,25,27.4,0,0
25,27.2,0,0,26,27.2,0,0,26,27.2,0,0,25,27.3,0,0
25,27.3,0,0,26,27.2,0,0,26,27.2,0,0,25,27.3,0,0
25,27.5,0,0,26,27.2,0,0,26,27.2,0,0,25,27.2,0,0
25,27.5,0,0,26,27.2,0,0,26,27.2,0,0,25,27.2,0,0
25,27.5,0,0,26,27.2,0,0,26,27.2,0,0,25,27.2,0,0
25,27.6,0,0,26,27.2,0,0,26,27.2,0,0,25,27.2,0,0
25,27.6,0,0,26,27.2,0,0,26,27.2,0,0,25,27.3,0,0
25,27.6,0,0,26,27.2,0,0,26,27.2,0,0,25,27.2,0,0
25,27.2,0,0,26,26.7,0,0,26,26.7,0,0,25,27.3,0,0
25,26.6,34,16,26,26.5,0,0,26,26.5,0,0,25,27.1,0,0
25,26.5,60,12,26,26.2,32,0,26,26.3,32,0,25,27,1,0
25,26.4,60,6,26,26.3,60,0,26,26.3,60,0,23,25.8,60,50
25,26.3,60,13,26,26.3,60,0,26,26.4,60,0,23,25,60,60
25,26.2,60,32,26,25.9,60,7,26,26.1,60,7,23,24.8,60,60
25,25.5,60,60,26,25.5,60,0,26,25.4,60,0,25,24.5,60,60
25,25.3,60,60,26,25.9,60,0,26,25.7,60,0,25,25.1,60,16
25,25.7,60,4,26,25.6,60,0,26,25.8,60,0,25,26.4,60,10
25,25.8,60,60,26,26,60,0,26,26,60,0,23,25.4,60,60
25,25.7,60,9,26,25.3,60,6,26,25.4,60,6,23,24,60,60
25,26,37,35,26,25.8,60,0,26,25.9,60,0,23,24,60,60
25,25.7,0,0,26,25.9,60,0,26,25.9,60,0,23,23.9,60,60
25,25.8,0,0,26,25.9,51,0,26,26,51,0,23,23.7,60,60
25,26,0,0,26,26.3,0,0,26,26.2,0,0,23,23.6,0,0
25,26.4,0,0,26,27.2,0,0,26,27.1,0,0,23,26.2,0,0
25,26.7,0,0,26,27.1,0,0,26,27.1,0,0,23,26.3,0,0
25,26.8,0,0,26,27.1,0,0,26,27.1,0,0,23,26.3,0,0
25,27,0,0,26,27.1,0,0,26,27,0,0,23,26.3,0,0
25,27.1,0,0,26,27,0,0,26,27,0,0,23,26.4,0,0
25,27.2,0,0,26,27,0,0,26,27,0,0,23,26.4,0,0
25,27.2,0,0,26,27,0,0,26,26.9,0,0,23,26.5,0,0
25,27.2,0,0,26,27.1,0,0,26,27,0,0,23,26.6,0,0
25,27.2,0,0,26,27,0,0,26,26.9,0,0,23,26.6,0,0
25,26.8,0,0,26,26.3,0,0,26,26.3,0,0,23,24.5,0,0
25,27,0,0,26,26.2,0,0,26,26.3,0,0,23,25.3,15,15
25,27.1,0,0,26,26.3,0,0,26,26.4,0,0,23,25,37,37
25,27,0,0,26,26.2,0,0,26,26.3,0,0,23,22.4,0,0
25,27.1,0,0,26,26.3,0,0,26,26.4,0,0,23,22.5,0,0
25,27.2,0,0,26,26.4,0,0,26,26.5,0,0,23,25.5,29,29
25,27.1,0,0,26,26.4,0,0,26,26.5,0,0,23,25,60,60
25,26.4,0,0,26,26.3,0,0,26,26.4,0,0,23,24.6,60,60
25,26.1,0,0,26,26.1,26,0,26,26.1,26,0,23,24.5,60,60
25,26.3,0,0,26,26.3,60,0,26,26.2,60,0,23,24.2,60,60
25,26.3,0,0,26,26.3,6,0,26,26.1,6,0,23,23.8,60,60
25,26.3,0,0,26,27.2,0,0,26,27,0,0,23,23.9,60,60
25,26.4,0,0,26,27.1,0,0,26,26.9,0,0,23,23.8,60,60
25,26.3,0,0,26,27,0,0,26,26.8,0,0,23,23.6,60,60
25,26.3,0,0,26,26.9,0,0,26,26.7,0,0,23,23.5,0,0
25,26.6,0,0,26,26.8,0,0,26,26.7,0,0,23,25.9,0,0
25,26.8,0,0,26,26.8,0,0,26,26.7,0,0,23,26.1,0,0
25,26.9,0,0,26,26.8,0,0,26,26.7,0,0,23,26.2,0,0
25,26.9,0,0,26,26.8,0,0,26,26.7,0,0,23,26.2,0,0
25,27,0,0,26,26.8,0,0,26,26.8,0,0,23,26.2,0,0
25,27.1,0,0,26,26.9,0,0,26,26.8,0,0,23,26.2,0,0
25,27.1,0,0,26,26.9,0,0,26,26.8,0,0,23,26.2,0,0
25,27.2,0,0,26,26.9,0,0,26,26.8,0,0,23,26.3,0,0
25,27.2,0,0,26,26.9,0,0,26,26.8,0,0,23,26.3,0,0
25,26.7,0,0,26,26.2,0,0,26,26.3,0,0,23,26.4,0,0
25,26.5,39,0,26,26.8,0,0,26,26.7,0,0,23,24.1,0,0
25,26.6,60,0,26,26,44,0,26,26.1,44,0,23,25.4,14,0
24,26.2,60,21,26,26.2,60,5,26,26,60,5,25,25.9,60,8
24,25.7,60,60,25,27.2,60,0,25,26.9,60,0,23,25.4,60,60
24,25,60,60,25,27.2,60,0,25,27.1,60,0,23,24.9,60,60
24,25,35,35,25,26.5,60,13,25,26.2,60,28,23,24.5,60,60
24,25,0,0,25,25.4,60,3,25,25.2,60,4,23,24.5,60,60
24,26.1,0,0,25,26.1,60,0,25,25.4,60,56,23,24.3,60,60
24,26.5,0,0,25,25.8,60,0,25,24.9,60,60,23,24.1,60,60
24,26,0,0,25,24.8,60,46,25,24.3,60,60,23,24.3,60,60
24,25.2,0,0,25,24.7,60,4,25,24.5,60,5,23,24.3,60,60
24,25.9,0,0,25,25.2,11,0,25,25.1,11,0,23,24.5,60,60
24,26.4,0,0,25,26.8,0,0,25,26.3,0,0,23,24.4,60,60
24,26.5,0,0,25,26.9,0,0,25,26.4,0,0,23,24.4,0,0
24,26.6,0,0,25,26.8,0,0,25,26.3,0,0,23,25.9,0,0
24,26.8,0,0,25,26.8,0,0,25,26.4,0,0,23,26,0,0
24,27,0,0,25,26.8,0,0,25,26.4,0,0,23,26,0,0
24,27.1,0,0,25,26.8,0,0,25,26.4,0,0,23,26.1,0,0
24,27.1,0,0,25,26.8,0,0,25,26.4,0,0,23,26.1,0,0
24,27.2,0,0,25,26.9,0,0,25,26.4,0,0,23,26.1,0,0
24,27.2,0,0,25,26.9,0,0,25,26.5,0,0,23,26.1,0,0
24,27.2,0,0,25,26.9,0,0,25,26.4,0,0,23,26.2,0,0
24,27.2,0,0,25,26.9,0,0,25,26.4,0,0,23,26.2,0,0
24,26.6,0,0,25,26.2,0,0,25,26.2,0,0,23,25.8,0,0
24,26,3,3,25,25.2,3,0,25,24.9,0,0,23,25,0,0
24,25.5,60,60,25,25.3,60,6,25,26.2,0,0,23,24.2,0,0
24,25,20,20,25,24.1,60,36,25,25.1,40,0,23,21.9,0,0
24,26.5,0,0,25,25.9,60,0,25,25.8,60,9,23,23.6,0,0
24,26.5,0,0,25,26,60,0,25,25.7,60,4,23,23.7,0,0
24,27.1,0,0,25,26.5,60,0,25,26.3,60,0,23,24.9,0,0
24,26.7,7,7,25,26.3,60,0,25,25.6,60,54,23,25.4,0,0
24,25.4,60,60,25,25.6,60,0,25,24.9,60,60,23,25.8,6,6
24,24.7,60,60,25,23.7,60,60,25,24,60,60,23,25.1,60,60
24,24.3,60,60,26,24.2,60,1,26,24.4,60,1,23,24.1,60,60
24,24.3,60,60,26,24.8,60,4,26,24.9,60,4,23,24.1,60,60
24,24.4,0,0,26,25.3,0,0,26,25.1,0,0,23,23.7,60,60
24,25,0,0,26,26.2,0,0,26,25.9,0,0,23,23.1,60,60
24,25.3,0,0,26,26.2,0,0,26,26,0,0,23,22.8,0,0
24,25.8,0,0,26,26.2,0,0,26,26,0,0,23,25.5,0,0
24,26.2,0,0,26,26.2,0,0,26,26,0,0,23,25.8,0,0
24,26.3,0,0,26,26.3,0,0,26,26.1,0,0,23,25.8,0,0
24,26.5,0,0,26,26.3,0,0,26,26.1,0,0,23,26,0,0
24,26.6,0,0,26,26.4,0,0,26,26.2,0,0,23,26,0,0
24,26.6,0,0,26,26.5,0,0,26,26.2,0,0,23,26,0,0
24,26.7,0,0,26,26.5,0,0,26,26.2,0,0,23,26.1,0,0
24,26.8,0,0,26,26.6,0,0,26,26.2,0,0,23,26.1,0,0
24,26.8,0,0,26,26.5,0,0,26,26.2,0,0,23,26.1,0,0
24,26.5,0,0,26,26.2,0,0,26,26.2,0,0,23,26.2,0,0
24,26.7,0,0,26,26.5,0,0,26,26.3,0,0,23,25.1,0,0
25,25.8,39,39,26,25.8,39,0,26,25.8,39,0,23,23.6,0,0
25,25.5,60,15,26,25.6,60,0,26,25.8,60,0,23,23.8,0,0
23,25.3,60,60,26,26,60,0,26,25.9,60,0,23,25,0,0
23,24.8,60,60,26,25.6,60,5,26,25.5,60,5,23,21.7,0,0
23,24.6,60,60,26,25.8,60,0,26,25.6,60,0,23,24,0,0
23,24.6,60,60,26,26,60,0,26,25.8,60,0,23,25,0,0
23,24.6,60,60,26,26.1,60,0,26,26,60,0,23,25.8,0,0
23,24.6,60,60,26,26,60,18,26,25.9,60,18,23,19.9,0,0
23,24.2,60,60,26,23.5,60,59,26,23.9,60,60,23,21.9,0,0
24,24.1,60,60,26,23.9,60,0,26,23.8,60,60,23,26.1,0,0
24,24.1,22,22,26,23.8,47,4,26,23.5,47,26,23,26.3,0,0
24,24.1,0,0,26,25.1,0,0,26,24.8,0,0,23,24,0,0
24,24.9,0,0,26,26.1,0,0,26,25.4,0,0,23,26.3,0,0
24,25.3,0,0,26,26.2,0,0,26,25.9,0,0,23,26.7,0,0
24,25.6,0,0,26,26.3,0,0,26,26.1,0,0,23,26.7,0,0
24,25.7,0,0,26,26.3,0,0,26,26.1,0,0,23,26.7,0,0
24,25.9,0,0,26,26.3,0,0,26,26.1,0,0,23,26.6,0,0
24,26,0,0,26,26.2,0,0,26,26.1,0,0,23,26.6,0,0
24,26.1,0,0,26,26.3,0,0,26,26.1,0,0,23,26.7,0,0
24,26.2,0,0,26,26.3,0,0,26,26.1,0,0,23,26.6,0,0
24,26.5,0,0,26,26.3,0,0,26,26.1,0,0,23,26.6,0,0
24,26.4,0,0,26,26.4,0,0,26,26.2,0,0,23,26.7,0,0
24,25.3,26,26,26,26.3,0,0,26,26.1,0,0,23,25.9,0,0
24,24.5,60,60,26,26.2,0,0,26,25.9,0,0,23,25.8,0,0
24,24.8,60,36,26,26.2,0,0,26,25.8,0,0,23,26.1,0,0
24,24.6,60,50,26,26.2,0,0,26,25.9,0,0,23,26.2,0,0
24,25.1,60,30,26,26.3,0,0,26,25.9,0,0,23,26.5,0,0
24,25,60,22,26,26.3,0,0,26,25.9,0,0,23,26.5,0,0
23,25,60,52,26,26.4,0,0,26,26,0,0,23,25.2,32,32
23,24.7,60,57,26,26,0,0,26,25.3,0,0,23,24.2,60,60
25,25.2,60,0,26,25.3,0,0,26,25.1,0,0,23,23.7,60,60
25,25.9,60,0,26,25.8,0,0,26,25.5,0,0,23,23.6,60,60
25,25.9,8,0,26,26.2,0,0,26,25.9,0,0,23,23.8,60,60
25,27.1,0,0,26,26.1,0,0,26,26,0,0,23,23.7,60,60
25,26.7,0,0,26,26.1,0,0,26,26,0,0,23,23.4,60,60
25,25.4,0,0,26,25.7,0,0,26,25.3,0,0,23,23.4,25,25
25,25.2,0,0,26,25.2,0,0,26,24.8,0,0,23,25.6,0,0
25,25.7,0,0,26,25.4,0,0,26,25.4,0,0,23,25.9,0,0
25,26,0,0,26,25.7,0,0,26,25.8,0,0,23,26,0,0
25,26.2,0,0,26,25.9,0,0,26,25.9,0,0,23,26.1,0,0
25,26.4,0,0,26,26.1,0,0,26,25.9,0,0,23,26.2,0,0
25,26.5,0,0,26,26.2,0,0,26,25.9,0,0,23,26.2,0,0
25,26.5,0,0,26,26.2,0,0,26,25.9,0,0,23,26.2,0,0
25,26.6,0,0,26,26.2,0,0,26,26,0,0,23,26.2,0,0
25,26.7,0,0,26,26.2,0,0,26,26,0,0,23,26.3,0,0
25,26.7,0,0,26,26.2,6,0,26,25.9,6,0,23,26.3,0,0
25,25.2,52,44,26,25.2,60,0,26,25.3,60,0,23,22.4,0,0
25,25.2,60,0,26,25.4,60,0,26,25.5,60,0,23,25.3,38,0
25,26,60,0,26,25.9,60,0,26,25.9,60,0,26,25.9,60,0
25,26.3,60,20,26,26.3,60,0,26,26.1,60,0,26,26.1,60,0
25,25.5,60,60,26,26.3,60,0,26,26.2,60,0,26,26.2,60,0
25,25.1,60,60,26,26.3,60,0,26,26.2,60,0,26,26.3,60,0
25,24.9,60,60,26,26,60,7,26,26.2,60,7,26,26.2,60,7
25,24.8,60,60,26,25.8,60,0,26,25.8,60,0,26,26.2,60,0
25,24.8,47,47,26,26.4,60,0,26,26.2,60,0,25,26.5,60,0
25,25.1,0,0,26,26.5,60,0,26,26.4,60,0,25,26.5,60,0
25,25.6,0,0,26,26.3,60,0,26,26.3,60,0,25,26.4,60,0
25,26.1,0,0,26,26.2,7,0,26,26.2,7,0,25,25.8,60,33
25,26.2,0,0,26,27,0,0,26,26.8,0,0,25,24.2,60,60
25,26.2,0,0,26,26.8,0,0,26,26.7,0,0,25,24,13,13
25,26.2,0,0,26,26.6,0,0,26,26.5,0,0,25,26.2,0,0
25,26.2,0,0,26,26.4,0,0,26,26.5,0,0,25,26.3,0,0
25,26.3,0,0,26,26.4,0,0,26,26.4,0,0,25,26.5,0,0
25,26.4,0,0,26,26.4,0,0,26,26.4,0,0,25,26.6,0,0
25,26.5,0,0,26,26.4,0,0,26,26.4,0,0,25,26.7,0,0
25,26.6,0,0,26,26.4,0,0,26,26.5,0,0,25,26.7,0,0
25,26.6,0,0,26,26.4,0,0,26,26.5,0,0,25,26.7,0,0
25,26.7,0,0,26,26.4,0,0,26,26.5,0,0,25,26.7,0,0
25,26.8,0,0,26,26.4,0,0,26,26.5,0,0,25,26.7,0,0
25,26.8,0,0,26,26.4,0,0,26,26.5,0,0,25,26.8,0,0
25,26.3,0,0,26,26.1,0,0,26,26.2,0,0,25,26.4,0,0
24,25.9,20,20,26,26.5,0,0,26,26.5,0,0,25,26.1,0,0
25,24.8,60,60,26,24.9,57,27,26,25.1,57,27,25,24.1,0,0
25,24.1,60,60,26,23.8,60,7,26,23.7,60,60,25,23.7,0,0
25,23.9,60,60,26,24.3,60,4,26,23.8,60,60,25,23.5,0,0
25,24,60,60,26,24.7,60,0,26,24,60,44,25,23.7,0,0
25,24.3,60,60,27,25.9,60,0,27,25.1,60,0,25,24.6,3,3
25,24.3,60,60,27,25.7,60,4,27,25.4,60,4,24,25.4,60,60
25,24.3,60,60,27,26.5,60,0,27,26.1,60,0,24,24.8,60,60
25,24.4,60,40,27,26.6,60,0,27,26.2,60,0,24,24.1,60,60
25,24.8,60,36,27,25.9,60,4,27,25.7,60,4,24,24,60,60
25,24.9,60,4,27,25.9,60,0,27,25.9,60,0,24,24,60,60
25,25.2,3,3,27,25.9,19,0,27,25.9,19,0,24,24,60,60
25,25.5,0,0,27,26.7,0,0,27,26.6,0,0,24,23.7,59,59
25,25.6,0,0,27,26.6,0,0,27,26.5,0,0,24,25.3,0,0
25,25.9,0,0,27,26.4,0,0,27,26.4,0,0,24,26.1,0,0
25,26.1,0,0,27,26.4,0,0,27,26.4,0,0,24,26.2,0,0
25,26.2,0,0,27,26.4,0,0,27,26.4,0,0,24,26.2,0,0
25,26.3,0,0,27,26.5,0,0,27,26.5,0,0,24,26.2,0,0
25,26.4,0,0,27,26.5,0,0,27,26.5,0,0,24,26.3,0,0
25,26.5,0,0,27,26.5,0,0,27,26.4,0,0,24,26.3,0,0
25,26.6,0,0,27,26.5,0,0,27,26.5,0,0,24,26.4,0,0
25,26.7,0,0,27,26.6,0,0,27,26.4,0,0,24,26.5,0,0
25,26.6,0,0,27,26.6,0,0,27,26.4,0,0,24,26.4,0,0
25,26,21,0,27,26.2,0,0,27,26.1,0,0,24,26.4,0,0
25,26,60,0,27,26.2,0,0,27,26.2,0,0,24,23.5,0,0
25,26.1,60,10,27,26.1,0,0,27,26.1,0,0,24,24.4,0,0
25,25.4,60,60,27,26.2,0,0,27,26.2,0,0,24,24.8,0,0
25,24.9,60,60,27,26.2,0,0,27,26.2,0,0,24,25.8,0,0
25,24.7,52,52,27,26.1,0,0,27,26.2,0,0,24,22.1,0,0
25,25.8,0,0,27,26.1,0,0,27,26.2,0,0,24,25.6,0,0
25,26.1,0,0,27,26.1,0,0,27,26.2,0,0,24,26,0,0
25,25.7,0,0,27,25.9,0,0,27,25.9,0,0,24,26,0,0
25,26.2,0,0,27,26.1,0,0,27,26.2,0,0,24,26,0,0
25,26.3,0,0,27,26.7,0,0,27,26.7,0,0,24,26,0,0
25,26.4,0,0,27,26.9,0,0,27,27,0,0,24,26.2,0,0
25,26.6,0,0,25,25.1,29,28,25,25.2,28,28,24,26.2,0,0
25,26.6,0,0,25,23.1,59,59,25,23.5,59,59,24,26,0,0
25,26.6,0,0,25,22.6,0,0,25,23,0,0,24,25.8,0,0
25,26.5,0,0,25,25.3,0,0,25,25.3,0,0,24,26.4,0,0
25,26.4,0,0,25,25.7,0,0,25,25.7,0,0,24,26.4,0,0
25,26.4,0,0,25,26,0,0,25,26,0,0,24,26.4,0,0
25,26.5,0,0,25,26.2,0,0,25,26.2,0,0,24,26.4,0,0
25,26.5,0,0,25,26.2,0,0,25,26.2,0,0,24,26.4,0,0
25,26.5,0,0,25,26.3,0,0,25,26.2,0,0,24,26.5,0,0
25,26.6,0,0,25,26.4,0,0,25,26.3,0,0,24,26.5,0,0
25,26.6,0,0,25,26.4,0,0,25,26.4,0,0,24,26.5,0,0
25,26.6,0,0,25,26.4,0,0,25,26.4,0,0,24,26.5,0,0
25,26.4,0,0,25,26.2,0,0,25,26.3,0,0,24,26.5,0,0
25,25.9,16,0,25,26.2,0,0,25,26.3,0,0,26,25.5,53,0
25,25.3,60,39,25,24.8,58,7,25,24.8,58,38,26,25.7,60,7
25,24.6,60,11,25,24.6,60,0,25,24.4,60,3,26,25.9,60,0
25,25.3,60,19,25,25.3,60,0,25,25.2,60,18,25,26.1,60,0
25,25.1,60,20,25,24.9,60,0,25,24.8,60,37,25,26.2,60,0
25,25.1,60,21,25,25,60,0,25,24.8,60,17,25,26.2,60,0
25,25.2,60,27,25,24.7,60,22,25,24.6,60,27,25,26.5,60,15
25,24.3,60,60,25,22.9,60,60,25,23,60,60,25,25.2,60,60
25,23.8,60,60,25,22.7,60,14,25,22.7,60,60,25,24.6,60,60
25,23.9,60,60,26,24,60,0,26,23.3,60,60,25,23.9,60,60
25,23.7,40,40,26,23.4,60,6,26,23.3,60,19,23,23.4,60,60
25,23.7,0,0,26,23.8,6,0,26,23.7,6,0,23,23.4,60,60
25,24.6,0,0,26,25.6,0,0,26,25.3,0,0,23,23.3,59,59
25,25.1,0,0,26,25.7,0,0,26,25.5,0,0,23,25.2,0,0
25,25.4,0,0,26,25.7,0,0,26,25.8,0,0,23,26,0,0
25,25.7,0,0,26,25.9,0,0,26,25.9,0,0,23,26.1,0,0
25,25.9,0,0,26,26.1,0,0,26,25.9,0,0,23,26.2,0,0
25,26,0,0,26,26.1,0,0,26,26,0,0,23,26.2,0,0
25,26.1,0,0,26,26.1,0,0,26,26.1,0,0,23,26.2,0,0
25,26.2,0,0,26,26.2,0,0,26,26.1,0,0,23,26.2,0,0
25,26.2,0,0,26,26.2,0,0,26,26.1,0,0,23,26.2,0,0
25,26.2,0,0,26,26.2,0,0,26,26.1,0,0,23,26.2,0,0
25,26.3,0,0,26,26.2,0,0,26,26.1,0,0,23,26.2,0,0
25,26.5,0,0,26,26.5,0,0,26,26.6,0,0,23,26.2,0,0
25,26.7,0,0,26,25.6,14,0,26,25.6,14,0,23,26.3,0,0
25,26.8,0,0,26,25.3,60,0,26,25.3,60,0,23,26.3,0,0
25,25.6,48,0,26,25.6,60,0,26,25.7,60,0,25,25.3,44,44
25,25.3,60,27,26,26.1,60,0,26,25.8,60,0,25,24.9,60,60
25,25.1,60,26,26,25.7,60,6,26,25.7,60,6,25,24.7,60,60
25,24.4,36,36,26,24.8,60,0,26,25,60,0,25,24.5,60,60
26,25.9,0,0,26,25.4,60,0,26,25.4,60,0,25,24.2,60,60
26,26.2,0,0,26,25.5,60,0,26,25.7,60,0,25,24,60,60
26,25.6,45,0,26,25.4,60,0,26,25.6,60,0,25,23.8,60,46
26,25.7,60,0,26,25.6,60,0,26,25.7,60,0,25,25.2,60,0
26,25.9,60,0,26,25.6,60,0,26,25.7,60,0,25,25.5,60,0
26,25.9,15,0,26,25.6,15,0,26,25.7,15,0,25,25.5,60,0
26,27.1,0,0,26,26.7,0,0,26,26.6,0,0,25,25.5,59,0
26,27.2,0,0,26,26.8,0,0,26,26.6,0,0,25,26.2,0,0
26,27.1,0,0,26,26.6,0,0,26,26.5,0,0,25,26.7,0,0
26,27.1,0,0,26,26.5,0,0,26,26.4,0,0,25,26.5,0,0
26,27,0,0,26,26.5,0,0,26,26.4,0,0,25,26.4,0,0
26,26.9,0,0,26,26.5,0,0,26,26.4,0,0,25,26.4,0,0
26,27,0,0,26,26.5,0,0,26,26.3,0,0,25,26.4,0,0
26,27,0,0,26,26.5,0,0,26,26.3,0,0,25,26.3,0,0
26,26.9,0,0,26,26.5,0,0,26,26.3,0,0,25,26.3,0,0
26,27,0,0,26,26.5,0,0,26,26.3,0,0,25,26.3,0,0
26,27,0,0,26,26.5,0,0,26,26.3,0,0,25,26.3,0,0
26,26.8,0,0,26,26.5,0,0,26,26.6,0,0,25,26.3,0,0
26,27.1,0,0,26,26.7,0,0,26,26.7,0,0,25,26.4,0,0
26,26,34,0,26,25.4,34,0,26,25.5,34,0,25,26.4,0,0
