リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
25,25.9,0,0,25,26.4,0,0,24,26,0,0,24,26.6,0,0,24,26.4,0,0
25,26,0,0,25,26.4,0,0,24,26.2,0,0,24,26.8,0,0,24,26.5,0,0
24,24.8,43,43,24,25.4,43,43,24,25.3,0,0,24,26.3,0,0,24,26.4,0,0
24,24,60,60,24,25.1,60,60,24,24.2,20,20,24,25.6,20,20,24,24.6,19,19
23,23.4,60,60,23,24.3,60,60,24,22.1,60,60,24,23.8,60,60,24,22.3,60,60
23,23.3,60,60,23,24.2,60,60,23,22.2,60,60,23,24.2,60,60,23,22.5,60,60
24,23.7,60,60,24,24.2,60,60,24,22.3,60,60,25,24.5,60,60,24,22.6,60,60
24,23.8,60,60,24,24.2,60,60,24,22.3,60,60,25,24.6,60,60,24,22.7,60,60
24,23.8,60,60,24,24.3,60,60,24,22.7,60,60,24,24.7,60,60,24,22.7,60,60
24,24.1,60,60,24,24.7,60,60,23,22.7,60,60,24,24.7,60,60,23,22.6,60,60
23,24,60,60,23,24.5,60,60,24,22.4,60,36,25,24.4,60,60,24,22.4,60,60
23,23.6,60,60,23,24.1,60,60,24,22.3,60,60,25,24.3,60,60,24,22.6,60,60
25,23.7,60,60,25,24.2,60,48,24,21.6,60,60,24,23.8,60,60,24,22.1,60,60
25,24,60,60,25,25.1,60,0,24,21.6,60,32,24,23.4,60,60,24,22,60,60
26,24.1,60,60,26,25.4,60,0,24,22,47,0,24,23,47,47,24,21.8,47,47
26,24.3,60,60,26,25.5,60,6,24,25.2,0,0,24,25.2,0,0,24,24.1,0,0
26,24.2,36,36,26,25.3,36,6,24,25.3,0,0,24,25.3,0,0,24,24.5,0,0
26,24.7,0,0,26,26.2,0,0,24,25.4,0,0,24,25.5,0,0,24,24.9,0,0
26,25,0,0,26,26.3,0,0,24,25.6,0,0,24,25.8,0,0,24,25.2,0,0
26,25.2,0,0,26,26.3,0,0,24,25.7,0,0,24,25.9,0,0,24,25.4,0,0
26,25.3,0,0,26,26.3,0,0,24,25.8,0,0,24,26,0,0,24,25.6,0,0
26,25.6,0,0,26,26.3,0,0,24,25.8,0,0,24,26.2,0,0,24,25.7,0,0
26,25.7,0,0,26,26.3,0,0,24,25.9,0,0,24,26.2,0,0,24,25.9,0,0
26,25.8,0,0,26,26.3,0,0,24,26,0,0,24,26.3,0,0,24,26,0,0
26,25.9,0,0,26,26.4,0,0,24,26.1,0,0,24,26.5,0,0,24,26.1,0,0
26,25.9,0,0,26,26.4,0,0,24,26.1,0,0,24,26.5,0,0,24,26.2,0,0
26,26,0,0,26,26.4,0,0,24,26.2,0,0,24,26.6,0,0,24,26.2,0,0
25,24.9,40,31,26,25.7,40,10,24,24.9,12,12,24,26,12,12,24,25.3,12,12
25,24,60,60,26,25.8,60,0,24,22.1,60,60,24,24.3,60,60,24,22.6,60,60
25,23.9,60,60,26,25.9,60,4,24,22,60,60,24,24.7,60,60,24,22.4,60,60
25,23.9,60,60,26,25.8,60,8,24,21.9,60,60,24,24.8,60,60,24,22.4,60,60
25,23.4,60,60,26,25.8,60,4,24,21.7,60,60,24,24.5,60,60,24,22.2,60,60
25,23.7,60,60,25,25.6,60,34,24,22,60,60,24,24.4,60,60,24,22.2,60,60
24,23.6,60,60,24,24.8,60,60,24,22.6,60,60,24,24.6,60,60,24,22.7,60,60
24,23.4,60,60,24,24.8,60,60,24,22.4,60,60,24,24.3,60,60,24,22.4,60,60
24,23.9,60,60,24,24.6,60,60,24,22.5,60,60,24,24.6,60,60,24,22.6,60,60
22,24,60,60,22,24.2,60,60,24,23,60,60,23,24.6,60,60,24,23.2,60,60
22,23.9,60,60,22,24.1,60,60,24,23.1,60,60,23,24.4,60,60,24,23.2,60,60
22,23.7,60,60,22,23.9,60,58,24,22.5,51,51,23,23.7,51,51,24,22.7,50,50
25,24.2,60,60,25,24.7,60,26,24,23.9,0,0,23,24.7,0,0,24,24.4,0,0
25,24.3,59,59,25,24.9,60,60,24,24.7,0,0,23,25.4,0,0,24,24.8,0,0
25,24.1,0,0,25,24.8,0,0,24,25.3,0,0,23,26,0,0,24,25.3,0,0
25,25.3,0,0,25,25.9,0,0,24,25.6,0,0,23,26.2,0,0,24,25.6,0,0
25,25.6,0,0,25,26.2,0,0,24,25.8,0,0,23,26.3,0,0,24,25.8,0,0
25,25.7,0,0,25,26.3,0,0,24,25.8,0,0,23,26.4,0,0,24,25.9,0,0
25,25.8,0,0,25,26.4,0,0,24,25.9,0,0,23,26.4,0,0,24,26,0,0
25,25.8,0,0,25,26.4,0,0,24,26.1,0,0,23,26.6,0,0,24,26.1,0,0
25,25.9,0,0,25,26.5,0,0,24,26.1,0,0,23,26.5,0,0,24,26.2,0,0
25,26,0,0,25,26.5,0,0,24,26.1,0,0,23,26.6,0,0,24,26.2,0,0
25,26.1,0,0,25,26.6,0,0,24,26.2,0,0,23,26.7,0,0,24,26.3,0,0
25,26.2,0,0,25,26.6,0,0,24,26.2,0,0,23,26.7,0,0,24,26.4,0,0
25,24.6,44,44,25,25.3,44,32,24,26.2,0,0,23,26.8,0,0,24,26.3,0,0
25,23.9,60,60,25,25.5,60,0,24,23.3,41,41,23,24.7,41,41,24,23.8,41,41
25,23.6,60,60,25,25.5,60,0,24,22.1,60,36,24,23.4,60,60,24,22.4,60,60
25,23.5,60,60,25,25.4,60,0,25,22.8,60,0,25,23.7,60,60,25,22.5,60,60
25,23.8,60,12,25,25,60,0,25,23.1,60,0,25,23.8,60,60,25,22.7,60,60
25,23.9,60,60,25,25.5,60,0,25,23.3,60,0,25,23.8,60,60,25,22.9,60,60
25,23.8,60,60,25,25.4,60,10,25,23.3,60,0,25,24,60,60,25,23,60,60
25,23.8,60,60,25,25.4,60,0,25,23.1,60,0,25,24.1,60,60,25,22.7,60,60
25,24,60,60,25,25.1,60,33,25,23.3,60,7,25,24.3,60,60,25,23.1,60,60
25,24.1,60,60,25,24.4,60,60,25,23.3,60,0,25,24.1,60,60,25,22.9,60,60
25,23.9,60,60,25,24.2,60,27,25,23,51,0,25,23.6,51,51,25,22.6,51,51
23,24.4,60,60,23,24.9,60,49,25,25.6,0,0,25,23.4,0,0,25,23.7,0,0
23,24.3,60,29,23,25.1,60,23,25,26.5,0,0,25,25.5,0,0,25,25,0,0
25,24.4,59,59,25,25.1,59,58,25,26.9,0,0,25,26.1,0,0,25,25.6,0,0
25,24.1,0,0,25,24.9,0,0,25,26.8,0,0,25,26.1,0,0,25,25.9,0,0
25,25.2,0,0,25,26,0,0,25,26.3,0,0,25,26.1,0,0,25,26,0,0
25,25.4,0,0,25,26.1,0,0,25,26.3,0,0,25,26.1,0,0,25,26,0,0
25,25.5,0,0,25,26.2,0,0,25,26.3,0,0,25,26.1,0,0,25,26.1,0,0
25,25.7,0,0,25,26.2,0,0,25,26.4,0,0,25,26.2,0,0,25,26.2,0,0
25,25.7,0,0,25,26.2,0,0,25,26.3,0,0,25,26.2,0,0,25,26.2,0,0
25,25.8,0,0,25,26.3,0,0,25,26.3,0,0,25,26.2,0,0,25,26.2,0,0
25,25.9,0,0,25,26.3,0,0,25,26.4,0,0,25,26.2,0,0,25,26.3,0,0
25,25.9,0,0,25,26.4,0,0,25,26.4,0,0,25,26.3,0,0,25,26.3,0,0
25,26,0,0,25,26.4,0,0,25,26.4,0,0,25,26.3,0,0,25,26.3,0,0
25,24.7,41,39,25,25.3,40,37,25,25.3,16,16,25,25.9,15,15,25,25.4,15,15
25,24.3,60,45,25,24.9,60,19,25,22.9,60,60,24,24.3,60,60,25,23.1,60,60
25,24.2,60,60,25,25,60,60,22,23.3,60,60,22,24.8,60,60,22,23.3,60,60
25,24.1,60,60,25,24.7,60,44,24,22.9,60,60,23,24.8,60,60,24,23,60,60
25,24.1,60,49,25,24.8,60,25,24,22.5,60,60,23,24.4,60,60,24,22.8,60,60
25,24,60,54,25,24.7,60,29,23,22.8,60,60,23,24.3,60,60,23,22.9,60,60
25,23.9,60,60,25,24.9,60,25,23,22.8,60,60,23,24.3,60,60,23,23,60,60
25,23.9,60,60,25,24.8,60,20,24,22.3,60,60,24,23.8,60,60,24,22.4,60,60
25,24.3,60,60,25,25,60,51,24,23.1,60,60,24,24.1,60,60,24,23.2,60,60
25,24.3,60,60,25,24.5,60,60,23,22.9,60,60,24,23.8,60,60,24,22.9,60,60
25,24.4,60,60,25,24.5,60,60,23,22.9,60,60,24,23.7,60,60,24,22.9,60,60
25,24.1,60,60,25,24.5,60,60,23,22.5,60,60,24,23.2,60,60,24,22.6,60,60
25,24.2,60,60,25,24.6,60,30,23,24,0,0,24,24.5,0,0,24,24.5,0,0
25,24.2,59,59,25,24.7,59,59,23,24.4,0,0,24,24.7,0,0,24,24.6,0,0
25,24.3,0,0,25,24.9,0,0,23,25.1,0,0,24,25.4,0,0,24,25.3,0,0
25,25.3,0,0,25,25.8,0,0,23,25.3,0,0,24,25.7,0,0,24,25.4,0,0
25,25.4,0,0,25,26,0,0,23,25.5,0,0,24,25.8,0,0,24,25.7,0,0
25,25.6,0,0,25,26.1,0,0,23,25.6,0,0,24,25.9,0,0,24,25.8,0,0
25,25.7,0,0,25,26.2,0,0,23,25.7,0,0,24,25.9,0,0,24,25.9,0,0
25,25.8,0,0,25,26.2,0,0,23,25.7,0,0,24,26,0,0,24,26,0,0
25,25.9,0,0,25,26.2,0,0,23,25.8,0,0,24,26.1,0,0,24,26.1,0,0
25,26,0,0,25,26.3,0,0,23,25.9,0,0,24,26.2,0,0,24,26.2,0,0
25,26.1,0,0,25,26.4,0,0,23,26,0,0,24,26.2,0,0,24,26.2,0,0
25,26.1,0,0,25,26.4,0,0,23,26,0,0,24,26.2,0,0,24,26.2,0,0
25,24.7,39,33,25,25.3,39,32,23,25.9,0,0,24,26.2,0,0,24,26.4,0,0
25,24.7,60,31,25,25.4,60,18,23,25.9,0,0,24,26.2,0,0,24,26.5,0,0
25,24.4,60,35,25,25.4,60,30,23,26,0,0,24,26.5,0,0,24,26.7,0,0
25,24.2,60,28,25,25,60,23,24,23.1,59,59,24,25.2,59,59,24,23.6,59,59
25,23.9,60,48,25,24.8,60,23,24,21.4,60,51,24,23.8,60,60,24,21.9,60,60
25,23.5,60,60,25,25,60,22,24,22,60,0,24,23.6,60,60,24,21.9,60,60
25,23.5,60,60,25,24.8,60,19,24,22.1,60,0,24,23.8,60,60,24,21.9,60,60
25,23.9,60,50,25,24.8,60,33,24,22.4,60,0,24,23.9,60,60,24,22.1,60,60
25,23.8,60,60,25,24.2,60,60,24,22.1,60,0,24,23.8,60,60,24,22.1,60,60
24,24,60,60,24,24.2,60,60,24,22.4,60,0,24,23.7,60,60,24,22.4,60,60
24,23.7,60,60,24,24,60,60,24,22.6,60,0,24,23.8,60,60,24,22.4,60,60
24,23.5,60,60,24,24,60,43,24,22.3,35,6,24,23.6,35,35,24,22.2,35,35
24,23.7,60,60,24,24.6,60,28,24,24.8,0,0,24,25,0,0,24,24.2,0,0
25,24.1,59,59,25,25.2,59,26,24,25.4,0,0,24,25.5,0,0,24,25.1,0,0
25,24.2,0,0,25,25.3,0,0,24,25.4,0,0,24,25.6,0,0,24,25.3,0,0
25,25.1,0,0,25,25.9,0,0,24,25.7,0,0,24,25.7,0,0,24,25.4,0,0
25,25.3,0,0,25,26,0,0,24,25.8,0,0,24,25.8,0,0,24,25.5,0,0
25,25.4,0,0,25,26.2,0,0,24,25.8,0,0,24,25.9,0,0,24,25.6,0,0
25,25.5,0,0,25,26.2,0,0,24,25.9,0,0,24,25.9,0,0,24,25.7,0,0
25,25.7,0,0,25,26.2,0,0,24,25.9,0,0,24,25.9,0,0,24,25.8,0,0
25,25.7,0,0,25,26.2,0,0,24,26,0,0,24,26,0,0,24,25.9,0,0
25,25.8,0,0,25,26.2,0,0,24,26,0,0,24,26.1,0,0,24,26,0,0
25,25.8,0,0,25,26.2,0,0,24,26,0,0,24,26.1,0,0,24,26,0,0
25,25.9,0,0,25,26.2,0,0,24,26.1,0,0,24,26.2,0,0,24,26.1,0,0
25,24.5,31,31,25,25,31,31,24,26.1,0,0,24,26.2,0,0,24,26.2,0,0
25,24.2,60,35,25,25.2,60,11,24,26,0,0,24,26.4,0,0,24,26.4,0,0
25,23.8,60,47,25,25.4,60,10,24,24.1,27,27,24,26.3,27,27,24,24.3,27,27
25,24.1,60,32,25,24.9,60,16,24,22.3,60,60,24,24.9,60,60,24,22.7,60,60
25,23.7,60,47,25,24.8,60,9,24,21.4,60,39,24,24.1,60,60,24,21.8,60,60
25,23.7,60,40,25,24.8,60,12,24,22.3,60,0,24,24.1,60,60,24,22,60,60
25,24.1,60,36,25,25.1,60,23,24,22.4,60,0,24,24,60,60,24,22.1,60,60
25,23.9,60,53,25,24.9,60,24,24,22.2,60,0,24,23.7,60,60,24,21.9,60,60
25,23.7,60,60,25,24.5,60,60,24,21.9,60,0,24,23.5,60,60,24,21.8,60,60
22,23.6,60,60,22,23.7,60,60,24,22,60,0,24,23.4,60,60,24,21.8,60,60
22,23.1,60,60,22,24,60,60,24,22.1,9,0,24,23.4,9,9,24,21.9,9,9
22,23.2,60,60,22,24.4,60,60,24,23.4,0,0,24,24.5,0,0,24,23.8,0,0
22,22.6,60,60,22,23.9,60,60,24,24.6,0,0,24,25,0,0,24,24.4,0,0
22,22.3,59,59,22,23.7,59,59,24,25.2,0,0,24,25.3,0,0,24,24.8,0,0
22,22.3,0,0,22,23.7,0,0,24,25.3,0,0,24,25.6,0,0,24,25.2,0,0
22,24.3,0,0,22,25.3,0,0,24,25.5,0,0,24,25.7,0,0,24,25.3,0,0
22,24.6,0,0,22,25.4,0,0,24,25.7,0,0,24,25.7,0,0,24,25.5,0,0
22,24.8,0,0,22,25.5,0,0,24,25.7,0,0,24,25.7,0,0,24,25.6,0,0
22,25,0,0,22,25.7,0,0,24,25.8,0,0,24,25.7,0,0,24,25.7,0,0
22,25.1,0,0,22,25.9,0,0,24,25.8,0,0,24,25.8,0,0,24,25.8,0,0
22,25.3,0,0,22,25.9,0,0,24,25.9,0,0,24,25.8,0,0,24,25.9,0,0
22,25.3,0,0,22,26,0,0,24,25.9,0,0,24,25.9,0,0,24,26,0,0
22,25.5,0,0,22,26.1,0,0,24,26,0,0,24,26,0,0,24,26.1,0,0
24,24,36,36,24,24.7,36,36,24,26,0,0,24,26.1,0,0,24,26.2,0,0
24,23.4,60,60,24,24.4,60,60,24,26,0,0,24,26.1,0,0,24,26.3,0,0
24,23.4,60,60,24,24,60,60,24,23.4,52,52,24,25,52,52,24,23.7,52,52
26,24.5,60,21,26,24.7,60,14,24,21.9,60,60,24,24.5,60,60,24,22.4,60,60
24,24.1,60,60,24,25,60,21,24,21.6,60,60,24,24.4,60,60,24,22.1,60,60
24,24,60,60,24,24.3,60,60,24,21.8,60,60,24,24.6,60,60,24,22.3,60,60
25,24.2,60,60,25,24.5,60,60,24,22.9,60,60,24,25.7,60,60,24,23.4,60,60
24,24.5,60,60,24,24.9,60,60,24,23.2,60,60,23,25.5,60,60,24,23.5,60,60
22,24.3,60,60,22,24.4,60,60,24,22.2,60,60,23,24.6,60,60,24,22.6,60,60
22,23.4,60,60,22,23.6,60,60,24,21.5,60,60,24,23.9,60,60,24,22,60,60
25,24,60,34,25,23.9,60,22,24,21.4,60,29,24,23.4,60,60,24,21.8,60,60
25,23.8,60,60,25,24.5,60,10,24,22.2,44,0,24,23.6,44,44,24,21.9,44,44
25,23.9,60,60,25,24.7,60,31,24,25,0,0,24,25.1,0,0,24,23.8,0,0
25,24,60,60,25,24.5,60,56,24,24.7,0,0,24,25.1,0,0,24,23.9,0,0
25,23.8,37,37,25,24.6,37,7,24,24.5,0,0,24,25.1,0,0,24,24,0,0
25,24.4,0,0,25,25.7,0,0,24,25,0,0,24,25.3,0,0,24,24.4,0,0
25,24.7,0,0,25,25.9,0,0,24,25.2,0,0,24,25.5,0,0,24,24.8,0,0
25,24.9,0,0,25,26,0,0,24,25.3,0,0,24,25.6,0,0,24,25.2,0,0
25,25,0,0,25,26,0,0,24,25.5,0,0,24,25.8,0,0,24,25.3,0,0
25,25.2,0,0,25,26,0,0,24,25.6,0,0,24,25.8,0,0,24,25.4,0,0
25,25.3,0,0,25,26,0,0,24,25.6,0,0,24,25.9,0,0,24,25.6,0,0
25,25.3,0,0,25,26.1,0,0,24,25.7,0,0,24,26,0,0,24,25.7,0,0
25,25.5,0,0,25,26.1,0,0,24,25.9,0,0,24,26.1,0,0,24,25.9,0,0
25,25.5,0,0,25,26.2,0,0,24,25.9,0,0,24,26.2,0,0,24,26,0,0
24,24.1,45,45,24,24.8,45,45,24,25.9,0,0,24,26.2,0,0,24,26.1,0,0
24,23.3,60,60,24,24.4,60,60,24,24.4,17,17,24,25.9,17,17,24,24.7,17,17
24,23.2,60,60,24,24.4,60,11,24,22.3,60,60,24,24.1,60,60,24,22.7,60,60
24,23,60,60,24,24.6,60,26,24,21.9,60,60,24,24.1,60,60,24,22.3,60,60
24,23,60,60,24,24.5,60,21,24,21.8,60,60,24,24.4,60,60,24,22.3,60,60
24,23.6,60,60,24,24.3,60,51,24,22.6,60,60,24,25.3,60,60,24,23,60,60
24,24.1,60,60,24,24.6,60,60,24,23.6,60,60,24,26.1,60,60,24,24,60,60
24,24.3,60,60,24,24.8,60,60,24,23.9,60,60,24,26.2,60,60,24,24.2,60,60
22,24.4,60,60,22,24.8,60,60,24,23.8,60,60,24,26.3,60,60,24,24.3,60,60
22,23.8,60,60,22,24,60,60,24,23.3,60,60,24,25.5,60,60,24,23.6,60,60
22,23.6,60,60,22,23.9,60,60,24,23.1,60,60,24,25.3,60,60,24,23.4,60,60
22,23.2,60,60,22,23.8,60,60,24,23.1,29,29,24,25.1,29,29,24,23.3,29,29
22,22.4,60,60,22,23.7,60,60,24,24.8,0,0,24,26,0,0,24,24.5,0,0
22,22.3,60,60,22,23.7,60,60,24,25.3,0,0,24,26.2,0,0,24,25.2,0,0
22,22.1,31,31,22,23.7,31,31,24,25.5,0,0,24,26.3,0,0,24,25.5,0,0
22,23.2,0,0,22,24.4,0,0,24,25.5,0,0,24,26.3,0,0,24,25.7,0,0
22,24,0,0,22,24.9,0,0,24,25.5,0,0,24,26.3,0,0,24,25.9,0,0
