リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
24,23.9,60,38,25,22.2,0,0,24,24,60,29,26,25.6,60,5,26,27,60,60,26,25.9,60,42
24,24,60,33,25,22.4,0,0,24,24,60,32,25,25.4,60,32,26,26.3,60,60,26,26.1,60,10
24,24,60,40,25,22.3,0,0,24,23.9,60,29,25,24.7,60,36,26,26,60,60,26,25.8,60,1
24,24,60,35,25,21.7,0,0,24,23.9,60,31,25,25.2,60,51,26,25.7,60,35,26,26.2,60,48
24,24.3,60,18,25,22.5,0,0,24,24.1,60,22,25,25.4,60,26,26,25.9,60,14,26,25.9,60,60
25,24.9,60,14,25,23.1,0,0,25,25,60,10,25,25.4,60,34,26,26.1,60,0,26,25.8,60,60
26,25.6,60,4,25,24.1,0,0,26,25.7,60,7,25,25.5,60,18,26,26.2,56,1,26,25.8,56,56
26,25.8,60,0,25,23.5,0,0,26,25.8,60,0,25,25.4,60,25,26,23.2,0,0,26,23.5,0,0
26,27.1,0,0,25,24.7,0,0,26,27.6,0,0,25,27.2,0,0,26,27.1,1,1,26,25.8,1,0
26,27.1,0,0,25,25.1,0,0,26,27.7,0,0,25,27.2,0,0,25,27.5,0,0,25,26.3,0,0
26,26.9,0,0,25,25.5,0,0,26,27.6,0,0,25,27.1,0,0,25,27.9,0,0,25,26.8,0,0
26,26.8,0,0,25,25.7,0,0,26,27.5,0,0,25,27.1,0,0,25,28,0,0,25,27.1,0,0
26,26.8,0,0,25,25.9,0,0,26,27.5,0,0,25,27.1,0,0,25,28.1,0,0,25,27.2,0,0
26,26.8,0,0,25,26,0,0,26,27.5,0,0,25,27.1,0,0,25,28.2,0,0,25,27.4,0,0
26,26.8,0,0,25,26.1,0,0,26,27.5,0,0,25,27.1,0,0,25,28.2,0,0,25,27.5,0,0
26,26.8,0,0,25,26.2,0,0,26,27.5,0,0,25,27.2,0,0,25,28.3,0,0,25,27.6,0,0
26,26.9,0,0,25,26.2,0,0,26,27.6,0,0,25,27.2,0,0,25,28.4,0,0,25,27.8,0,0
26,26,25,8,25,26.2,0,0,26,26.1,25,10,25,27.3,0,0,25,28.4,0,0,25,27.8,0,0
23,25.3,60,48,25,26.2,0,0,23,25.8,60,58,24,26.2,25,25,25,27.8,16,16,25,27.6,16,16
25,24.2,60,60,25,23.7,0,0,25,24.9,60,60,24,25.5,60,60,25,27.1,60,60,25,27,60,60
25,24.6,60,30,25,22.2,0,0,25,24.9,60,45,24,25.3,60,55,25,27.1,60,60,25,27,60,60
24,24.8,60,26,25,22.3,0,0,24,24.8,60,44,25,25.9,60,18,25,26.8,60,60,25,27,60,60
24,24.6,60,60,25,22.7,0,0,24,24,60,48,25,26,60,21,25,26.8,60,60,25,27.1,60,60
24,24.2,60,42,25,22,0,0,24,24.1,60,31,24,25.2,60,60,25,27,60,60,25,27,60,60
23,25.7,60,17,25,22.8,0,0,23,25.4,60,7,24,25.3,60,38,25,27.1,60,60,25,27.1,60,60
23,24.5,60,60,25,22.9,0,0,23,24.4,60,60,24,25.3,60,60,25,27.1,60,60,25,27.2,60,60
23,23.7,60,60,25,22.1,0,0,23,23.4,60,60,24,25,60,48,25,26.8,60,60,25,27.1,60,60
26,24.5,60,9,25,23.1,0,0,26,24.7,60,9,25,26,60,19,25,26.8,60,60,25,27.1,60,60
26,25.5,60,0,25,22.4,0,0,26,25.6,60,0,24,25.5,53,29,25,26.3,34,34,25,27,34,34
23,26.2,60,10,25,24.7,0,0,23,26.2,60,13,24,23.2,0,0,25,27.2,0,0,25,26.9,0,0
23,23.9,60,60,25,24.8,0,0,23,24.8,60,60,24,22.9,0,0,25,27.3,0,0,25,27.1,0,0
23,23.3,20,20,25,25.2,0,0,23,24.2,20,20,24,22.8,0,0,25,27.8,0,0,25,27.6,0,0
23,25.2,0,0,25,24.8,0,0,23,25.3,0,0,24,24.6,0,0,25,26.1,0,0,25,25.3,0,0
23,25.6,0,0,25,25.4,0,0,23,25.7,0,0,24,25.6,0,0,25,26.7,0,0,25,26.3,0,0
23,26.1,0,0,25,25.7,0,0,23,26.2,0,0,24,26.2,0,0,25,27.3,0,0,25,27.2,0,0
23,26.3,0,0,25,26,0,0,23,26.7,0,0,24,26.7,0,0,25,27.8,0,0,25,27.6,0,0
23,26.6,0,0,25,26.2,0,0,23,27,0,0,24,27,0,0,25,28.1,0,0,25,27.9,0,0
23,26.8,0,0,25,26.3,0,0,23,27.2,0,0,24,27.2,0,0,25,28.2,0,0,25,28.1,0,0
23,26.9,0,0,25,26.4,0,0,23,27.3,0,0,24,27.4,0,0,25,28.4,0,0,25,28.2,0,0
23,27,0,0,25,26.5,0,0,23,27.4,0,0,24,27.5,0,0,25,28.5,0,0,25,28.3,0,0
23,27.2,0,0,25,26.5,0,0,23,27.6,0,0,24,27.6,0,0,25,28.6,0,0,25,28.4,0,0
23,25.4,23,23,25,26.3,0,0,23,25.8,23,23,24,27,0,0,25,28.7,0,0,25,28.5,0,0
23,24.2,60,60,25,24.2,38,38,23,25.2,60,60,24,25.8,39,39,25,27.3,51,51,25,27.4,51,51
23,23.5,60,60,25,23.1,60,60,23,25.1,60,60,24,25.3,60,60,25,26.9,60,60,25,27,60,60
23,23.4,60,42,25,22.8,60,60,23,24.7,60,60,25,25.2,60,60,25,27.1,60,60,25,27.1,60,60
25,24.6,60,12,25,23.1,60,18,25,25,60,33,25,25.3,60,31,25,27.2,60,60,25,27,60,60
25,24.6,60,17,25,23.6,60,20,25,25,60,42,25,26.1,60,30,25,27.2,60,60,25,26.7,60,60
25,25.1,60,20,25,24.4,60,1,25,25.3,60,1,25,25,60,60,25,26.9,60,60,25,26.7,60,60
25,24.2,60,10,25,22.7,60,51,25,24.9,60,25,25,24.7,60,57,25,26.4,60,60,25,26.5,60,60
25,24.9,60,23,25,23.7,60,16,25,25.3,60,49,25,26.1,60,8,25,26.9,60,60,25,26.7,60,60
25,24.6,60,18,25,23.2,60,13,25,25.1,60,29,25,25.3,60,60,25,27,60,60,25,26.9,60,60
25,24.6,60,19,25,23.7,60,35,25,24.9,60,29,25,25.2,60,60,25,27,60,60,25,26.9,60,60
27,24.6,60,6,25,22.5,60,29,27,25.3,60,6,25,25.1,48,48,25,26.6,60,60,25,26.8,60,60
27,24.9,60,0,25,23,60,28,27,26.1,60,0,25,21.9,0,0,25,25.5,60,60,25,26.1,60,60
27,25.1,60,0,25,23,60,22,27,26.4,60,0,25,22.6,0,0,25,24.8,60,22,25,25.5,60,60
26,25.3,18,0,25,23.3,18,0,26,26.4,18,1,25,23,0,0,25,25.3,18,13,25,25.5,18,18
26,27.2,0,0,25,25.2,0,0,26,27.4,0,0,25,25.6,0,0,25,26.9,0,0,25,26.1,0,0
26,27.2,0,0,25,25.5,0,0,26,27.6,0,0,25,26.2,0,0,25,27.5,0,0,25,26.9,0,0
26,27.1,0,0,25,25.6,0,0,26,27.7,0,0,25,26.6,0,0,25,28,0,0,25,27.4,0,0
26,27,0,0,25,25.8,0,0,26,27.7,0,0,25,26.8,0,0,25,28.1,0,0,25,27.7,0,0
26,27,0,0,25,25.8,0,0,26,27.7,0,0,25,26.9,0,0,25,28.3,0,0,25,27.9,0,0
26,27,0,0,25,25.8,0,0,26,27.7,0,0,25,27.1,0,0,25,28.4,0,0,25,28,0,0
26,27,0,0,25,25.9,0,0,26,27.8,0,0,25,27.2,0,0,25,28.5,0,0,25,28.1,0,0
26,27,0,0,25,26,0,0,26,27.8,0,0,25,27.2,0,0,25,28.5,0,0,25,28.1,0,0
26,27.1,0,0,25,26,0,0,26,27.8,0,0,25,27.2,0,0,25,28.6,0,0,25,28.2,0,0
26,27.1,0,0,25,26.1,0,0,26,27.9,0,0,25,27,3,3,25,28.7,0,0,25,28.4,0,0
26,27.1,0,0,25,25.6,0,0,26,27.9,0,0,25,25.6,60,29,25,28.7,0,0,25,25.3,0,0
26,25.7,0,0,25,22.8,0,0,26,26.2,0,0,25,25.7,60,18,25,27.1,0,0,25,22.3,0,0
26,26.1,0,0,25,22.8,0,0,26,26.9,0,0,25,25.7,60,11,25,27.6,0,0,25,22.1,0,0
26,26.2,0,0,25,22.7,0,0,26,27.3,0,0,25,25.6,60,6,25,26.7,59,59,25,26,59,57
26,26.7,0,0,25,22.6,0,0,26,27.8,0,0,25,25.7,60,11,25,26.1,60,60,25,25.7,60,60
26,27,0,0,25,22.5,0,0,26,28,0,0,25,25.6,60,11,25,25.9,60,60,25,25.4,60,60
26,25.3,0,0,25,21.8,0,0,26,26.4,0,0,25,25.5,60,25,25,25.9,60,60,25,25,60,60
26,26.4,0,0,25,21.9,0,0,26,27.4,0,0,25,25.2,60,6,25,25.9,60,60,25,24.9,60,60
26,22.1,0,0,25,21.8,0,0,26,22.7,0,0,25,25.3,60,2,25,26,60,60,25,25,60,60
26,27.2,1,1,25,24.3,0,0,26,27.3,1,1,25,25.3,60,57,25,26,60,60,25,25.5,60,60
24,24.4,60,44,25,22,0,0,24,25,60,60,25,25.7,60,8,25,25.3,60,60,25,25.8,60,60
24,23.9,60,23,25,22.8,0,0,24,24.2,60,42,25,25.6,60,28,25,25.2,37,37,25,25.9,37,37
27,25.5,60,0,25,22.7,0,0,27,25.5,60,0,25,26,60,13,25,25.2,0,0,25,24.7,0,0
27,26,60,0,25,23.7,0,0,27,26.1,60,0,25,25.7,60,29,25,25.7,0,0,25,25.5,0,0
27,26.9,0,0,25,24.5,0,0,27,27.2,0,0,25,26.7,0,0,25,26.4,0,0,25,26.2,0,0
27,27.3,0,0,25,25.3,0,0,27,27.8,0,0,25,27.3,0,0,25,26.9,0,0,25,26.6,0,0
27,27.2,0,0,25,25.6,0,0,27,27.7,0,0,25,27.3,0,0,25,27.2,0,0,25,26.9,0,0
27,27.2,0,0,25,25.8,0,0,27,27.6,0,0,25,27.2,0,0,25,27.2,0,0,25,27.1,0,0
27,27.1,0,0,25,25.9,0,0,27,27.6,0,0,25,27.2,0,0,25,27.4,0,0,25,27.2,0,0
27,27.1,0,0,25,26,0,0,27,27.5,0,0,25,27.2,0,0,25,27.4,0,0,25,27.2,0,0
27,27.1,0,0,25,26.1,0,0,27,27.5,0,0,25,27.2,0,0,25,27.5,0,0,25,27.3,0,0
27,27.1,0,0,25,26.2,0,0,27,27.5,0,0,25,27.3,0,0,25,27.7,0,0,25,27.4,0,0
27,27.1,0,0,25,26.2,0,0,27,27.6,0,0,25,27.3,0,0,25,27.7,0,0,25,27.5,0,0
27,27.1,0,0,25,26.2,0,0,27,27.6,0,0,25,26.9,3,3,25,27.8,0,0,25,27.6,0,0
27,27.1,0,0,25,23.7,0,0,27,27.8,0,0,25,25.3,60,32,25,27.9,0,0,25,22.9,0,0
25,26.9,5,5,25,22.8,0,0,25,27.5,5,5,25,25.6,60,0,25,27.9,0,0,25,22.2,0,0
25,25.2,60,36,25,22.8,0,0,25,25.1,60,29,25,25.9,60,19,25,26.9,43,43,25,25.5,43,39
25,25,60,26,25,22.8,0,0,25,24.8,60,23,25,25.1,60,9,25,26.6,7,7,25,25.5,7,7
25,25,60,26,25,22.9,0,0,25,25,60,24,25,25.7,60,0,25,25.8,0,0,25,22.6,0,0
25,25,60,19,25,22.6,0,0,25,25,60,23,25,25.3,60,19,25,26.7,0,0,25,22,0,0
25,25,60,18,25,22.7,0,0,25,24.9,60,17,25,25.9,60,0,25,27.1,0,0,25,22.2,0,0
25,25,60,16,25,22.7,0,0,25,25,60,27,25,25.2,60,58,25,27.2,0,0,25,22.3,0,0
25,24.8,60,11,25,22.5,0,0,25,24.8,60,15,24,25.1,60,22,25,25.7,0,0,25,21.9,0,0
25,25,60,10,25,24,0,0,25,25.3,60,10,24,25.1,60,60,25,26.6,0,0,25,25.3,0,0
24,24.3,60,23,25,24.3,0,0,24,24.4,60,22,24,25,60,60,25,26.8,0,0,25,25.8,0,0
26,24.9,60,4,25,24.9,0,0,26,24.9,60,4,24,24.9,60,60,25,27,0,0,25,26.4,0,0
26,25.6,60,0,25,23.1,0,0,26,25.3,60,0,24,24.8,60,60,25,25.3,0,0,25,25.1,0,0
26,25.7,60,0,25,24.1,0,0,26,25.5,60,0,24,24.7,60,60,25,26.2,0,0,25,26,0,0
26,25.7,0,0,25,24.7,0,0,26,25.5,0,0,24,24.8,0,0,25,26.6,0,0,25,26.4,0,0
26,27.1,0,0,25,25.6,0,0,26,27.4,0,0,24,26.2,0,0,25,27,0,0,25,26.7,0,0
26,27,0,0,25,25.7,0,0,26,27.3,0,0,24,26.5,0,0,25,27.2,0,0,25,26.9,0,0
26,27,0,0,25,25.9,0,0,26,27.2,0,0,24,26.7,0,0,25,27.3,0,0,25,27,0,0
26,27,0,0,25,26.1,0,0,26,27.2,0,0,24,26.8,0,0,25,27.4,0,0,25,27.1,0,0
26,26.9,0,0,25,26.2,0,0,26,27.2,0,0,24,26.8,0,0,25,27.5,0,0,25,27.2,0,0
26,26.9,0,0,25,26.2,0,0,26,27.2,0,0,24,26.9,0,0,25,27.5,0,0,25,27.2,0,0
26,26.8,0,0,25,26.2,0,0,26,27.2,0,0,24,26.9,0,0,25,27.6,0,0,25,27.3,0,0
26,26.9,0,0,25,26.2,0,0,26,27.3,0,0,24,27,0,0,25,27.6,0,0,25,27.4,0,0
26,27,0,0,25,26.3,0,0,26,27.3,0,0,24,26.7,3,3,25,27.6,0,0,25,27.6,0,0
26,27,0,0,25,26.7,0,0,26,27.4,0,0,24,25.3,60,60,25,27.7,0,0,25,27.7,0,0
26,24.6,0,0,25,24.4,0,0,26,25,0,0,24,25.1,60,60,25,25.9,0,0,25,24.7,0,0
26,24.8,0,0,25,22.8,0,0,26,25.6,0,0,24,24.8,60,60,25,26,44,44,25,25.2,44,41
26,25.3,0,0,25,23.7,0,0,26,26.2,0,0,24,25,60,39,25,26.3,60,60,25,25.7,60,60
26,23.5,0,0,25,24.6,0,0,26,23.7,0,0,24,25,60,59,25,26.5,60,60,25,25.5,60,60
23,24.7,57,51,25,23.4,0,0,23,24.8,57,43,24,25,60,39,25,26.6,60,60,25,25.7,60,60
25,24.7,60,12,25,22.9,0,0,25,24.5,60,11,25,25.4,60,26,25,25.9,60,60,25,25.1,60,60
25,25.1,7,0,25,23.9,0,0,25,24.7,7,0,25,25.6,60,3,25,25.8,60,60,25,25.5,60,60
25,26.1,0,0,25,24.5,0,0,25,26.2,0,0,25,25.1,60,56,25,25.8,60,60,25,25,60,60
25,21.5,0,0,25,23.4,0,0,25,22.8,0,0,25,25.1,60,57,25,25.7,60,60,25,25.4,60,60
25,25.1,0,0,25,24.7,0,0,25,26.5,0,0,25,25.7,60,19,25,25.6,60,60,25,25.6,60,60
25,25.4,0,0,25,25,0,0,25,27,0,0,25,25.5,60,20,25,25.3,40,40,25,25.5,40,40
25,23.7,0,0,25,24.7,0,0,25,25.5,0,0,25,25.5,60,45,25,26.2,0,0,25,26,0,0
25,25.3,0,0,25,25.2,0,0,25,26.8,0,0,25,25.1,60,60,25,26.4,0,0,25,26.2,0,0
25,25.8,0,0,25,25.4,0,0,25,27.2,0,0,25,25.1,0,0,25,26.7,0,0,25,26.5,0,0
25,26.4,0,0,25,25.7,0,0,25,27.2,0,0,25,26.4,0,0,25,26.9,0,0,25,26.7,0,0
25,26.5,0,0,25,25.9,0,0,25,27.2,0,0,25,26.6,0,0,25,27,0,0,25,26.9,0,0
25,26.6,0,0,25,26,0,0,25,27.2,0,0,25,26.7,0,0,25,27.1,0,0,25,27,0,0
25,26.7,0,0,25,26.1,0,0,25,27.2,0,0,25,26.7,0,0,25,27.2,0,0,25,27,0,0
25,26.8,0,0,25,26.2,0,0,25,27.2,0,0,25,26.7,0,0,25,27.2,0,0,25,27.1,0,0
25,26.8,0,0,25,26.2,0,0,25,27.3,0,0,25,26.8,0,0,25,27.2,0,0,25,27.2,0,0
25,26.8,0,0,25,26.2,0,0,25,27.3,0,0,25,26.8,0,0,25,27.2,0,0,25,27.2,0,0
25,26.8,0,0,25,26.2,0,0,25,27.3,0,0,25,26.9,0,0,25,27.2,0,0,25,27.2,0,0
25,26.9,0,0,25,26.2,0,0,25,27.3,0,0,25,26.9,0,0,25,27.3,0,0,25,27.2,0,0
25,27,0,0,25,26.7,0,0,25,27.4,0,0,25,25.8,60,21,25,27.4,0,0,25,27.4,0,0
25,26.8,0,0,25,22.8,0,0,25,27.4,0,0,25,25.6,60,0,25,27.4,0,0,25,21.8,0,0
25,26.7,0,0,25,22.4,0,0,25,27.4,0,0,25,25.3,60,23,25,27.4,0,0,25,21.5,0,0
25,26.8,0,0,25,22.2,0,0,25,27.5,0,0,25,25.4,60,22,25,27.3,0,0,25,21.2,0,0
25,26.9,0,0,25,22.3,0,0,25,27.6,0,0,25,25.5,60,11,25,27.4,0,0,25,21.3,0,0
25,26.9,0,0,25,22.4,0,0,25,27.7,0,0,25,25.3,60,13,25,27.4,0,0,25,21.5,0,0
25,25.7,0,0,25,22.3,0,0,25,26.4,0,0,25,25.4,60,25,25,25.7,0,0,25,21.6,0,0
25,25.3,0,0,25,22.2,0,0,25,26.1,0,0,25,25.1,60,55,25,26.2,0,0,25,21.5,0,0
25,25.1,0,0,25,22.1,0,0,25,26.2,0,0,25,24.8,60,60,25,26.7,0,0,25,21.4,0,0
23,24.4,58,58,25,23.7,59,41,23,25.3,58,58,25,25,60,60,25,26.4,59,59,25,25.3,59,55
23,23.2,60,50,25,22.8,60,31,23,24.5,60,60,25,25.1,60,23,25,25.1,60,56,25,25.4,60,60
23,22.9,60,49,25,23.9,60,22,23,24.2,60,60,25,25.9,60,6,25,24.8,60,0,25,25.3,60,60
23,23.1,60,32,25,22.7,60,29,23,23.5,60,60,25,25,60,43,25,26.8,0,0,25,25.2,0,0
23,22.9,60,32,25,24,60,16,23,23.5,60,60,25,25.9,60,15,25,25.4,0,0,25,25.1,0,0
23,23.1,0,0,25,22.8,0,0,23,23.4,0,0,25,25.1,0,0,25,25.7,0,0,25,25.2,0,0
23,25.5,0,0,25,24.7,0,0,23,25.9,0,0,25,26.6,0,0,25,26.4,0,0,25,26,0,0
23,25.8,0,0,25,25.2,0,0,23,26.2,0,0,25,26.7,0,0,25,26.9,0,0,25,26.3,0,0
23,25.9,0,0,25,25.3,0,0,23,26.4,0,0,25,26.8,0,0,25,27,0,0,25,26.6,0,0
23,25.9,0,0,25,25.4,0,0,23,26.5,0,0,25,26.8,0,0,25,27.1,0,0,25,26.7,0,0
23,26,0,0,25,25.5,0,0,23,26.6,0,0,25,26.8,0,0,25,27.2,0,0,25,26.8,0,0
23,26.1,0,0,25,25.6,0,0,23,26.7,0,0,25,26.8,0,0,25,27.2,0,0,25,26.9,0,0
23,26.1,0,0,25,25.7,0,0,23,26.8,0,0,25,26.8,0,0,25,27.2,0,0,25,26.9,0,0
23,26.1,0,0,25,25.7,0,0,23,27,0,0,25,26.8,0,0,25,27.2,0,0,25,27,0,0
23,26.2,0,0,25,25.8,0,0,23,27,0,0,25,26.5,6,6,25,27.3,0,0,25,27.2,0,0
23,26.2,0,0,25,26.2,0,0,23,27.1,0,0,25,25.4,60,17,25,27.4,0,0,25,27.2,0,0
23,25.9,0,0,25,24.8,0,0,23,26.6,0,0,25,25.8,60,18,25,27.4,0,0,25,25.8,0,0
23,25.9,0,0,25,24.8,0,0,23,26.6,0,0,25,25.4,60,0,25,26.9,16,16,25,24.8,16,12
23,25.8,0,0,25,23.2,0,0,23,25.9,0,0,25,25.6,60,18,25,25.7,60,60,25,25.7,60,60
23,24.5,0,0,25,22.2,0,0,23,24.2,0,0,25,25.5,60,14,25,25.1,60,60,25,25.2,60,60
23,25,0,0,25,24.4,0,0,23,24,0,0,25,25.8,60,13,25,25.3,60,60,25,25.3,60,60
23,23.9,0,0,25,22.7,0,0,23,22.9,0,0,25,25.2,60,15,25,25.3,60,60,25,25.2,60,60
26,25.8,59,19,25,23.8,0,0,26,25.8,59,12,27,26,60,0,25,25.6,60,60,25,25.6,60,60
25,25.9,60,24,25,22.5,0,0,25,25.8,60,34,27,25.9,60,4,25,25.4,60,60,25,25.2,60,54
25,24.9,60,37,25,22.9,0,0,25,25,60,60,27,26.4,60,0,25,26.1,60,60,25,25.4,60,42
25,25.1,60,21,25,23.9,0,0,25,25.1,60,29,27,26.7,60,5,25,25.5,60,60,25,25.5,60,60
25,25.5,60,0,25,23.1,0,0,25,25.5,60,0,27,26.5,60,0,25,25,60,60,25,25.4,60,60
26,26.1,60,0,25,23.5,0,0,26,26.2,60,0,27,26.7,60,0,25,25.3,22,22,25,25.4,22,22
26,26.2,60,0,25,24.7,0,0,26,26.2,60,15,27,26.8,60,0,25,26.2,0,0,25,25.7,0,0
26,27.1,0,0,25,25.1,0,0,26,26.7,0,0,27,27.8,0,0,25,26.4,0,0,25,26,0,0
26,27.1,0,0,25,25.4,0,0,26,27.2,0,0,27,27.9,0,0,25,26.7,0,0,25,26.3,0,0
26,27,0,0,25,25.5,0,0,26,27.2,0,0,27,27.8,0,0,25,26.8,0,0,25,26.4,0,0
26,26.9,0,0,25,25.7,0,0,26,27.2,0,0,27,27.6,0,0,25,26.9,0,0,25,26.5,0,0
26,26.8,0,0,25,25.8,0,0,26,27.2,0,0,27,27.5,0,0,25,27,0,0,25,26.7,0,0
26,26.7,0,0,25,25.9,0,0,26,27.2,0,0,27,27.5,0,0,25,27.1,0,0,25,26.7,0,0
26,26.7,0,0,25,26,0,0,26,27.2,0,0,27,27.4,0,0,25,27.1,0,0,25,26.7,0,0
26,26.7,0,0,25,26,0,0,26,27.2,0,0,27,27.4,0,0,25,27.1,0,0,25,26.9,0,0
26,26.7,0,0,25,26.1,0,0,26,27.2,0,0,27,27.4,0,0,25,27.1,0,0,25,26.8,0,0
26,25.6,22,5,25,26.1,0,0,26,25.7,22,5,27,27.4,0,0,25,27.2,0,0,25,26.9,0,0
24,25.6,60,26,25,25.9,0,0,24,25.9,60,26,24,26.1,25,25,25,25.9,26,26,25,26.1,26,26
24,23.8,60,60,25,23.5,0,0,24,24.2,60,60,24,25.2,60,60,25,25.4,60,60,25,25.4,60,60
25,24.7,60,12,25,23.1,0,0,25,24.9,60,15,24,25.3,60,33,25,25.7,60,60,25,25.7,60,60
25,25,60,22,25,23.8,0,0,25,25.1,60,15,24,25.4,60,34,25,25.8,60,60,25,25.9,60,60
25,24.9,60,42,25,22.7,0,0,25,24.6,60,33,24,25.5,60,29,25,25.8,60,60,25,25.9,60,60
25,25,60,38,25,23.8,0,0,25,25,60,22,24,25.4,60,19,25,25.8,60,60,25,25.9,60,60
25,24.9,60,38,25,22.8,0,0,25,25.1,60,39,24,25.4,60,32,25,26.1,60,60,25,26,60,60
25,24.8,60,22,25,22,0,0,25,24.9,60,39,23,24.9,60,60,25,26.2,60,60,25,26,60,60
25,24.9,60,17,25,23,0,0,25,24.7,60,13,23,24.6,60,60,25,26,60,60,25,25.9,60,60
25,25,60,17,25,22.5,0,0,25,25.1,60,13,23,24.7,60,60,25,25.9,60,60,25,25.9,60,60
25,24.8,60,12,25,23.5,0,0,25,24.8,60,20,23,24.8,47,47,25,25.5,60,60,25,25.8,60,60
25,25,60,18,25,23.1,0,0,25,25.1,60,21,24,22,0,0,25,24.7,60,2,25,25,60,60
25,24.9,60,13,25,24.1,0,0,25,24.9,60,12,24,22.4,0,0,25,24.9,60,0,25,24.8,60,60
25,25,25,8,25,24.5,0,0,25,25.3,25,16,24,22.5,0,0,25,24.9,25,0,25,24.7,25,25
25,26.2,0,0,25,25.2,0,0,25,26.2,0,0,24,25.1,0,0,25,26.9,0,0,25,25.2,0,0
25,26.4,0,0,25,25.5,0,0,25,26.5,0,0,24,25.8,0,0,25,27.2,0,0,25,25.9,0,0
25,26.5,0,0,25,25.7,0,0,25,26.7,0,0,24,26.2,0,0,25,27.2,0,0,25,26.2,0,0
25,26.5,0,0,25,25.9,0,0,25,26.8,0,0,24,26.5,0,0,25,27.2,0,0,25,26.5,0,0
25,26.5,0,0,25,26,0,0,25,26.9,0,0,24,26.6,0,0,25,27.2,0,0,25,26.7,0,0
25,26.5,0,0,25,26,0,0,25,27,0,0,24,26.7,0,0,25,27.2,0,0,25,26.8,0,0
25,26.5,0,0,25,26.1,0,0,25,27,0,0,24,26.9,0,0,25,27.2,0,0,25,26.9,0,0
25,26.5,0,0,25,26.1,0,0,25,27,0,0,24,26.9,0,0,25,27.3,0,0,25,27.1,0,0
25,26.6,0,0,25,26.2,0,0,25,27,0,0,24,26.9,0,0,25,27.3,0,0,25,27.1,0,0
25,25.2,31,15,25,26.2,0,0,25,25.2,31,10,24,26.9,0,0,25,27,6,6,25,27,6,6
25,25,60,28,25,24.1,0,0,25,24.9,60,49,24,25.3,26,26,25,25.1,60,40,25,25.6,60,60
24,24.3,60,57,25,23.8,0,0,24,24.2,60,49,24,25.1,60,60,25,25.4,60,60,25,25.7,60,60
24,24.9,60,19,25,22.4,0,0,24,24.5,60,19,24,25.4,60,22,25,25.8,60,60,25,25.9,60,60
26,25.9,60,7,25,23.8,0,0,26,25.7,60,5,25,26.4,60,11,25,26,60,60,25,25.9,60,60
23,25.9,60,29,25,23,0,0,23,25.7,60,29,25,26.2,60,25,25,26.2,60,60,25,26,60,60
