リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
26,30.2,0,0,26,29.5,0,0
26,30.1,0,0,26,29,0,0
26,30.1,0,0,26,28.9,0,0
26,30.7,0,0,26,29.7,0,0
26,30.5,0,0,26,29.4,0,0
26,30.8,0,0,26,29.6,0,0
26,30.8,0,0,26,29.8,0,0
26,30.8,0,0,26,29.7,0,0
26,30.4,0,0,26,29.8,0,0
26,30.2,0,0,26,29.6,0,0
26,30.3,0,0,26,29.6,0,0
26,30.2,0,0,26,29.6,0,0
26,30,0,0,26,29.5,0,0
26,30,0,0,26,29.5,0,0
26,30,0,0,26,29.5,0,0
26,29.8,0,0,26,29.4,0,0
26,29.8,0,0,26,29.5,0,0
26,29.7,0,0,26,29.6,0,0
26,29.7,0,0,26,29.9,0,0
26,29.8,0,0,26,29.8,0,0
26,30,0,0,26,30,0,0
26,30,0,0,26,30,0,0
26,29.8,0,0,26,29.7,0,0
26,30.8,0,0,26,30.3,0,0
26,30.6,0,0,26,30.2,0,0
26,30.4,0,0,26,29.8,0,0
26,30.2,0,0,26,29.8,0,0
26,30.4,0,0,26,30.2,0,0
26,30.6,0,0,26,30.1,0,0
26,30.7,0,0,26,30.4,0,0
26,31,0,0,26,30.9,0,0
26,31.1,0,0,26,30.7,0,0
26,31.1,0,0,26,30.8,0,0
26,31.2,0,0,26,30.9,0,0
26,30.9,0,0,26,30.7,0,0
