リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,24.2,60,60,20,26.1,60,60,20,24.4,60,60,20,25.4,60,60,20,23.3,60,60,20,25.3,60,60,20,22.8,60,60,20,23.4,60,60
20,24.3,60,60,20,26.3,60,60,20,24.6,60,60,20,25.6,60,60,20,23.5,60,60,20,25.5,60,60,20,23,60,60,20,23.5,60,60
20,24.7,60,60,20,26.6,60,60,20,25,60,60,20,25.9,60,60,20,23.8,60,60,20,25.7,60,60,20,23.1,60,60,20,23.4,60,60
20,24.9,60,60,20,26.7,60,60,20,25.2,60,60,20,26.1,60,60,20,23.9,60,60,20,25.8,60,60,20,23.3,60,60,20,23.6,60,60
20,24.9,60,60,20,26.6,60,60,20,25.1,60,60,20,26,60,60,20,24,60,60,20,25.8,60,60,20,23.3,60,60,20,23.6,60,60
20,24.8,59,59,20,26.5,59,59,20,24.8,59,59,20,25.8,59,59,20,23.8,59,59,20,25.6,59,59,20,23.3,59,59,20,23.6,59,59
20,24.5,0,0,20,26.5,0,0,20,24.3,0,0,20,25.8,0,0,20,23.1,0,0,20,25.2,0,0,20,23,0,0,20,23.2,0,0
20,26.5,0,0,20,27.5,0,0,20,25.5,0,0,20,27,0,0,20,24.7,0,0,20,26.9,0,0,20,24.7,0,0,20,25.6,0,0
20,27.2,0,0,20,27.7,0,0,20,26,0,0,20,27.3,0,0,20,25.3,0,0,20,27.2,0,0,20,25.3,0,0,20,26.2,0,0
20,27.4,0,0,20,27.9,0,0,20,26.2,0,0,20,27.4,0,0,20,25.5,0,0,20,27.2,0,0,20,25.4,0,0,20,26.2,0,0
20,27.4,0,0,20,27.8,0,0,20,26.2,0,0,20,27.4,0,0,20,25.7,0,0,20,27.3,0,0,20,25.5,0,0,20,26.2,0,0
20,27.5,0,0,20,27.8,0,0,20,26.2,0,0,20,27.4,0,0,20,25.8,0,0,20,27.3,0,0,20,25.5,0,0,20,26.2,0,0
20,27.5,0,0,20,27.8,0,0,20,26.3,0,0,20,27.4,0,0,20,25.7,0,0,20,27.3,0,0,20,25.5,0,0,20,26.3,0,0
20,27.6,0,0,20,27.9,0,0,20,26.5,0,0,20,27.4,0,0,20,25.8,0,0,20,27.3,0,0,20,25.6,0,0,20,26.3,0,0
20,27.7,0,0,20,27.9,0,0,20,26.5,0,0,20,27.4,0,0,20,25.9,0,0,20,27.4,0,0,20,25.7,0,0,20,26.4,0,0
20,27.7,0,0,20,27.9,0,0,20,26.6,0,0,20,27.4,0,0,20,26.1,0,0,20,27.5,0,0,20,25.9,0,0,20,26.5,0,0
20,27.9,0,0,20,28,0,0,20,26.6,0,0,20,27.5,0,0,20,26.2,0,0,20,27.5,0,0,20,26,0,0,20,26.6,0,0
20,28.1,0,0,20,28.1,0,0,20,26.8,0,0,20,27.6,0,0,20,26.3,0,0,20,27.6,0,0,20,26.1,0,0,20,26.7,0,0
20,28.1,0,0,20,28.1,0,0,20,26.9,0,0,20,27.6,0,0,20,26.3,0,0,20,27.6,0,0,20,26.2,0,0,20,26.8,0,0
20,28.2,0,0,20,28.1,0,0,20,27.1,0,0,20,27.7,0,0,20,26.6,0,0,20,27.8,0,0,20,26.3,0,0,20,26.9,0,0
20,26.5,25,25,20,27.1,25,25,20,26,25,25,20,26.7,25,25,20,25.4,25,25,20,27,25,25,20,25.5,25,25,20,25.6,25,25
20,23.5,60,60,20,25.7,60,60,20,23.2,60,60,20,25.1,60,60,20,22.7,60,60,20,25.4,60,60,20,23.3,60,60,20,22.7,60,60
20,22.4,60,60,20,24.7,60,60,20,22.1,60,60,20,24.2,60,60,20,21.8,60,60,20,24.3,60,60,20,22.4,60,60,20,21.9,60,60
20,22.4,60,60,20,24.8,60,60,20,21.8,60,60,20,23.9,60,60,20,21.4,60,60,20,23.9,60,60,20,22.3,60,60,20,21.7,60,60
20,22.4,60,60,20,24.8,60,60,20,21.6,60,60,20,23.7,60,60,20,21.2,60,60,20,23.7,60,60,20,22.3,60,60,20,21.8,60,60
20,22.2,60,60,20,24.6,60,60,20,21.5,60,60,20,23.6,60,60,20,21,60,60,20,23.6,60,60,20,22.3,60,60,20,22,60,60
20,22.6,60,60,20,24.6,60,60,20,22,60,60,20,24,60,60,20,21,60,60,20,23.8,60,60,20,22.2,60,60,20,22.1,60,60
20,22.7,60,60,20,24.6,60,60,20,21.9,60,60,20,23.9,60,60,20,21,60,60,20,23.6,60,60,20,21.8,60,60,20,21.4,60,60
20,22.8,60,60,20,24.5,60,60,20,21.9,60,60,20,23.7,60,60,20,20.8,60,60,20,23.4,60,60,20,21.4,60,60,20,20.8,60,60
20,22.7,17,17,20,24.5,17,17,20,21.7,17,17,20,23.5,17,17,20,20.6,17,17,20,23.2,17,17,20,21.2,17,17,20,20.4,17,17
20,24.9,0,0,20,25.8,0,0,20,23.7,0,0,20,25.2,0,0,20,22.9,0,0,20,25.3,0,0,20,23.4,0,0,20,23.9,0,0
20,26,0,0,20,26.4,0,0,20,24.5,0,0,20,26.1,0,0,20,23.9,0,0,20,26.1,0,0,20,24.5,0,0,20,24.9,0,0
20,26.5,0,0,20,26.8,0,0,20,25.2,0,0,20,26.3,0,0,20,24.5,0,0,20,26.3,0,0,20,24.8,0,0,20,25.3,0,0
20,26.6,0,0,20,26.8,0,0,20,25.3,0,0,20,26.4,0,0,20,24.7,0,0,20,26.4,0,0,20,25,0,0,20,25.4,0,0
20,26.7,0,0,20,26.9,0,0,20,25.4,0,0,20,26.4,0,0,20,24.9,0,0,20,26.6,0,0,20,25.2,0,0,20,25.5,0,0
20,26.9,0,0,20,27,0,0,20,25.5,0,0,20,26.5,0,0,20,25.1,0,0,20,26.6,0,0,20,25.3,0,0,20,25.7,0,0
20,27,0,0,20,27,0,0,20,25.7,0,0,20,26.5,0,0,20,25.2,0,0,20,26.7,0,0,20,25.4,0,0,20,25.9,0,0
20,27.2,0,0,20,27.1,0,0,20,25.8,0,0,20,26.7,0,0,20,25.3,0,0,20,26.8,0,0,20,25.5,0,0,20,26,0,0
20,27.2,0,0,20,27.2,0,0,20,26,0,0,20,26.7,0,0,20,25.4,0,0,20,26.9,0,0,20,25.6,0,0,20,26.1,0,0
20,27.2,0,0,20,27.2,0,0,20,26.1,0,0,20,26.8,0,0,20,25.5,0,0,20,27,0,0,20,25.8,0,0,20,26.2,0,0
20,27.3,0,0,20,27.2,0,0,20,26.2,0,0,20,26.8,0,0,20,25.6,0,0,20,27,0,0,20,25.9,0,0,20,26.2,0,0
20,27.4,0,0,20,27.4,0,0,20,26.2,0,0,20,26.9,0,0,20,25.7,0,0,20,27.1,0,0,20,26,0,0,20,26.2,0,0
20,27.6,0,0,20,27.4,0,0,20,26.4,0,0,20,27,0,0,20,25.9,0,0,20,27.2,0,0,20,26.1,0,0,20,26.3,0,0
20,27.7,0,0,20,27.5,0,0,20,26.5,0,0,20,27.1,0,0,20,26,0,0,20,27.2,0,0,20,26.2,0,0,20,26.4,0,0
20,27.8,0,0,20,27.6,0,0,20,26.7,0,0,20,27.2,0,0,20,26.2,0,0,20,27.4,0,0,20,26.2,0,0,20,26.5,0,0
20,28,0,0,20,27.7,0,0,20,26.8,0,0,20,27.3,0,0,20,26.3,0,0,20,27.5,0,0,20,26.4,0,0,20,26.7,0,0
20,28,0,0,20,27.9,0,0,20,26.9,0,0,20,27.5,0,0,20,26.4,0,0,20,27.6,0,0,20,26.5,0,0,20,26.9,0,0
20,28.1,0,0,20,27.9,0,0,20,27,0,0,20,27.5,0,0,20,26.5,0,0,20,27.7,0,0,20,26.6,0,0,20,27,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.6,0,0,20,26.5,0,0,20,27.9,0,0,20,26.7,0,0,20,27.1,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.7,0,0,20,26.5,0,0,20,27.9,0,0,20,26.8,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.7,0,0,20,26.5,0,0,20,28,0,0,20,26.9,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.7,0,0,20,26.5,0,0,20,28.1,0,0,20,26.9,0,0,20,27.2,0,0
20,28.1,0,0,20,28.2,0,0,20,27,0,0,20,27.9,0,0,20,26.6,0,0,20,28.1,0,0,20,27,0,0,20,27.2,0,0
20,28,0,0,20,28.1,0,0,20,27,0,0,20,27.9,0,0,20,26.4,0,0,20,28.1,0,0,20,27.1,0,0,20,27.2,0,0
20,28.1,0,0,20,28.2,0,0,20,27.1,0,0,20,27.9,0,0,20,26.3,0,0,20,28.1,0,0,20,27.1,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.9,0,0,20,26.3,0,0,20,28.1,0,0,20,27.1,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.9,0,0,20,26.4,0,0,20,28.1,0,0,20,27.2,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.8,0,0,20,26.4,0,0,20,28.1,0,0,20,27.2,0,0,20,27.2,0,0
20,28.1,0,0,20,28.1,0,0,20,27,0,0,20,27.8,0,0,20,26.4,0,0,20,28.1,0,0,20,27.2,0,0,20,27.2,0,0
20,28.2,0,0,20,28.2,0,0,20,27,0,0,20,27.9,0,0,20,26.4,0,0,20,28.1,0,0,20,27.2,0,0,20,27.3,0,0
