“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2018/5/25,24.75694444,25,24.68923611,24.68923611,24.68923611,24.68923611,24.61666667,25.17708333,26.20833333,25.5,25.75,24.66666667,24.2,20,20,25.66666667,26.41666667,26,26.04166667
2018/5/26,24.66666667,25,24.72539352,24.72539352,24.72539352,24.72539352,24.8,25.15625,26.1875,25.5,25.75,24.66666667,24.2,20,20,25.76388889,27,26,26.45833333
2018/5/27,24.66666667,25,24.71173611,24.71173611,24.71173611,24.71173611,24.71666667,24.96875,26.1875,25.5,25.75,24.66666667,24.2,20,20,26,27,26,26.33333333
2018/5/28,24.78472222,25,24.69609954,24.69609954,24.69609954,24.69609954,24.71666667,24.91666667,26,26.0625,25.75,24.66666667,24.2,20,20,26.18055556,26.6875,26,26.08333333
2018/5/29,24.93055556,25,24.70435185,24.70435185,24.70435185,24.70435185,23.93333333,24.78125,25.47916667,26.14583333,25.75,24.66666667,24.2,20,20,26.33333333,26.3125,26.54166667,26.04166667
2018/5/30,24.91666667,25,24.72423611,24.72423611,24.72423611,24.72423611,23.925,24.59375,25.30208333,26,25.75,24.66666667,24.2,20,20,26.45833333,26.625,27,26.08333333
2018/5/31,24.81944444,25,24.89940972,24.89940972,24.89940972,24.89940972,24.7,24.91666667,25.75,26,25.75,24.66666667,24.2,20,20,26.66666667,27,27,26.54166667
2018/6/1,24.83333333,25,24.8934838,24.8934838,24.8934838,24.8934838,24.675,24.95833333,25.77083333,26,25.75,24.66666667,24.2,20,20,26.52777778,26.8125,27,26
2018/6/2,24.83333333,25,24.79474537,24.79474537,24.79474537,24.79474537,24.46666667,24.73958333,26.02083333,25.6875,25.75,24.66666667,24.2,20,20,25.94444444,27,27,25.66666667
2018/6/3,24.83333333,25,24.82263889,24.82263889,24.82263889,24.82263889,24.64166667,24.71875,25.875,25.5,25.75,24.66666667,24.2,20,20,25.66666667,27,27,26.25
2018/6/4,24.91666667,25,24.80863426,24.80863426,24.80863426,24.80863426,24.3,24.94791667,25.53125,25.5,25.75,24.66666667,24.2,20,20,26.125,27,27,26.41666667
2018/6/5,24.88888889,25,24.80431713,24.80431713,24.80431713,24.80431713,24,24.94791667,25.5,25.5,25.75,24.66666667,24.25833333,20,20,26.33333333,27,27,25.95833333
