,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2020-07-13,11,7,24,13,17,9,13,11,13,13,13,5,8
2020-07-14,16,14,24,13,17,8,12,12,15,17,14,3,5
2020-07-15,16,10,24,11,15,9,12,10,13,14,7,2,8
2020-07-16,14,12,24,12,14,4,11,12,14,13,5,2,6
2020-07-17,10,6,24,10,15,5,12,12,13,12,2,2,3
2020-07-18,12,9,24,4,4,7,11,10,13,5,3,1,5
2020-07-19,17,9,22,3,7,0,4,2,5,5,2,3,8
2020-07-20,17,14,24,15,17,9,12,12,12,17,15,9,11
2020-07-21,16,15,24,15,16,9,13,12,13,16,14,7,10
2020-07-22,16,13,24,15,16,9,12,13,13,17,15,7,10
2020-07-23,17,12,24,4,13,8,10,10,12,3,11,2,12
2020-07-24,17,9,24,5,13,8,12,12,13,11,11,8,11
2020-07-25,18,13,24,6,6,8,12,11,12,3,10,2,13
2020-07-26,18,11,24,4,15,0,4,2,5,10,3,10,7
2020-07-27,16,13,24,13,16,10,12,12,12,16,13,12,10
2020-07-28,17,13,24,15,16,11,13,12,13,14,16,14,14
2020-07-29,14,15,24,13,16,9,12,12,13,16,11,11,10
2020-07-30,16,15,24,13,15,10,12,12,13,14,15,9,9
2020-07-31,15,14,24,15,16,10,12,12,13,16,14,10,11
2020-08-01,16,12,24,11,14,9,11,10,13,11,2,2,6
2020-08-02,15,10,24,2,14,0,11,3,5,13,13,10,11
2020-08-03,14,16,24,15,15,10,12,11,12,15,14,16,12
2020-08-04,16,11,24,15,17,10,12,12,14,17,16,14,11
2020-08-05,11,13,24,14,16,10,12,12,14,14,15,16,12
2020-08-06,16,13,24,13,17,9,12,12,13,15,14,17,9
2020-08-07,17,11,24,17,16,9,12,12,13,16,15,14,6
2020-08-08,17,14,24,7,13,5,12,12,12,8,10,10,9
2020-08-09,16,14,24,10,13,0,8,2,4,10,14,14,9
2020-08-10,17,15,24,13,13,10,12,12,12,7,14,13,7
2020-08-11,16,13,24,15,15,10,14,13,14,16,14,15,11
2020-08-12,16,13,24,14,16,11,15,12,12,16,16,15,11
2020-08-13,15,13,24,13,15,11,14,11,14,16,14,17,10
2020-08-14,15,10,24,12,16,10,16,11,13,18,15,13,13
2020-08-15,17,17,24,12,13,11,13,10,14,15,11,6,11
2020-08-16,16,15,24,2,16,0,11,3,4,12,12,12,9
2020-08-17,13,15,24,15,17,10,13,11,12,16,16,14,7
2020-08-18,23,13,24,15,16,10,14,12,14,17,18,14,11
2020-08-19,13,14,24,14,18,9,15,11,14,17,14,15,11
2020-08-20,16,11,24,15,15,10,15,13,13,14,15,19,11
2020-08-21,15,14,24,16,19,10,15,12,14,17,14,15,10
2020-08-22,16,13,24,10,16,10,13,11,13,12,2,2,12
2020-08-23,16,10,24,12,15,0,4,3,4,13,14,11,8
2020-08-24,14,15,24,16,19,11,14,11,13,13,13,14,14
2020-08-25,13,15,24,14,17,11,13,12,14,16,14,13,9
2020-08-26,16,14,24,16,18,10,13,11,13,16,14,13,10
2020-08-27,13,14,24,15,17,10,13,12,14,18,14,17,12
2020-08-28,14,15,24,15,17,10,15,12,14,16,11,20,14
2020-08-29,16,16,24,10,16,11,15,11,14,13,11,8,9
2020-08-30,17,15,24,3,19,0,3,3,4,9,17,12,12
2020-08-31,14,14,24,13,17,11,14,10,12,15,12,13,14
2020-09-01,15,13,24,15,17,10,13,12,13,16,15,10,10
2020-09-02,14,13,24,15,17,10,13,11,15,17,14,16,13
2020-09-03,17,15,24,16,15,10,15,12,13,16,15,17,12
2020-09-04,12,15,24,14,19,10,13,13,16,15,13,11,8
2020-09-05,16,15,24,8,16,9,11,11,13,11,11,2,9
2020-09-06,17,13,24,11,12,4,10,2,4,3,15,13,11
2020-09-07,12,13,24,14,17,11,14,12,14,16,13,5,10
2020-09-08,13,15,24,13,17,11,13,13,15,16,14,12,10
2020-09-09,12,13,24,14,16,10,14,11,13,17,14,14,12
2020-09-10,15,13,24,13,20,10,14,15,14,17,14,15,12
2020-09-11,13,14,24,13,22,10,14,12,16,16,15,15,9
2020-09-12,16,14,24,13,12,10,13,11,12,11,2,2,6
2020-09-13,16,11,24,11,13,0,4,3,4,13,13,7,4
2020-09-14,13,12,24,11,16,11,13,10,14,15,13,9,8
2020-09-15,12,14,24,13,17,11,11,11,13,17,12,3,10
2020-09-16,11,12,24,14,20,10,13,11,15,16,13,4,9
2020-09-17,13,14,24,15,16,11,13,15,14,15,15,6,11
2020-09-18,14,14,24,16,19,10,15,14,16,16,14,10,11
2020-09-19,16,12,22,10,16,11,13,10,12,3,2,2,3
2020-09-20,17,4,21,3,11,11,12,13,13,12,2,2,1
2020-09-21,12,6,22,3,10,8,11,12,13,5,3,2,2
2020-09-22,15,7,24,3,13,8,11,11,12,13,3,2,6
2020-09-23,12,10,24,9,15,9,13,12,14,14,3,2,8
2020-09-24,11,4,24,8,14,8,11,11,15,11,2,2,4
2020-09-25,4,3,24,7,16,10,12,13,15,4,2,2,10
2020-09-26,9,3,24,3,4,8,13,11,12,3,2,2,0
2020-09-27,11,5,23,3,4,0,4,2,4,3,3,2,0
2020-09-28,10,4,22,6,15,10,11,12,13,12,2,2,3
2020-09-29,12,8,23,8,15,11,13,11,14,6,2,2,2
2020-09-30,11,5,23,10,11,9,12,11,13,3,2,2,8
2020-10-01,9,9,24,11,13,10,9,12,13,9,3,2,3
2020-10-02,13,7,23,12,15,9,10,11,14,9,4,1,0
2020-10-03,15,8,24,4,4,9,10,10,12,10,10,2,1
2020-10-04,14,7,24,5,12,0,0,3,4,3,2,2,1
2020-10-05,12,8,24,14,15,9,10,11,12,13,11,2,2
2020-10-06,10,3,24,10,16,10,10,10,13,3,6,2,4
2020-10-07,5,7,24,9,16,9,9,12,13,3,2,2,2
2020-10-08,10,3,24,4,8,0,8,12,15,3,2,2,2
2020-10-09,10,3,24,3,8,4,8,11,13,3,2,2,0
2020-10-10,5,3,24,2,4,0,5,11,13,3,8,7,1
2020-10-11,10,3,24,3,5,0,0,3,4,3,3,2,1
2020-10-12,9,3,23,4,13,6,9,10,13,3,2,3,4
2020-10-13,9,3,24,8,12,10,9,12,14,11,5,2,9
2020-10-14,11,3,21,7,15,7,9,12,13,3,2,2,3
2020-10-15,4,9,24,7,12,7,9,12,15,3,3,2,5
2020-10-16,7,12,24,2,6,6,8,10,14,3,2,2,0
2020-10-17,13,14,24,3,4,0,8,10,12,3,2,3,0
2020-10-18,8,14,24,2,4,0,0,3,5,5,9,2,0
2020-10-19,7,15,24,3,8,4,0,10,12,3,2,2,0
2020-10-20,5,3,24,2,8,4,7,12,13,3,3,2,1
2020-10-21,5,11,24,3,7,0,9,12,14,3,2,2,0
2020-10-22,9,11,24,3,6,4,5,12,14,4,3,9,1
2020-10-23,10,10,24,2,10,0,9,12,13,3,2,2,0
2020-10-24,9,16,24,3,4,0,5,9,13,3,3,3,0
2020-10-25,11,16,24,2,8,0,1,3,4,3,2,2,2
2020-10-26,4,6,24,3,11,0,5,11,12,3,3,2,8
2020-10-27,6,7,24,2,9,1,9,12,13,4,2,2,0
2020-10-28,10,11,24,3,13,0,9,11,14,3,2,2,0
2020-10-29,9,14,24,3,9,0,9,11,13,3,3,3,0
2020-10-30,8,10,24,3,10,0,9,11,13,3,2,2,0
2020-10-31,10,13,24,2,4,9,0,12,13,3,6,11,0
2020-11-01,15,15,24,3,9,0,0,2,4,4,10,2,0
2020-11-02,14,9,24,2,7,2,9,10,13,3,3,2,0
2020-11-03,5,16,24,3,4,0,0,3,12,3,2,2,0
2020-11-04,6,14,24,2,10,3,9,11,13,3,3,2,2
2020-11-05,5,14,24,3,6,0,8,12,13,4,2,10,0
2020-11-06,8,13,24,2,4,0,8,11,13,3,2,2,0
2020-11-07,14,16,24,3,6,0,0,2,12,8,5,4,0
2020-11-08,12,13,24,2,6,0,0,3,4,3,2,2,0
2020-11-09,4,14,24,3,6,0,7,11,13,3,3,4,0
2020-11-10,8,12,24,2,5,0,0,11,13,4,3,2,0
2020-11-11,9,15,24,3,4,0,5,11,13,3,3,2,0
2020-11-12,11,14,24,2,8,0,0,10,14,3,10,10,0
2020-11-13,11,16,24,3,7,0,0,10,13,3,3,3,0
2020-11-14,13,9,24,2,6,0,0,9,7,3,9,2,0
2020-11-15,14,15,24,3,5,0,0,2,5,4,3,2,0
2020-11-16,12,14,24,2,8,0,0,10,12,3,7,2,0
2020-11-17,10,14,24,3,5,0,0,12,13,3,3,2,0
2020-11-18,4,13,24,2,4,0,0,11,14,3,2,3,2
2020-11-19,4,7,23,3,7,0,0,12,14,3,3,2,1
2020-11-20,5,3,23,9,7,8,8,11,13,4,2,2,1
2020-11-21,5,15,24,2,6,0,4,10,12,5,10,2,1
2020-11-22,17,16,24,3,4,0,0,2,5,3,11,2,2
2020-11-23,10,16,24,2,5,0,0,3,13,6,2,3,1
2020-11-24,13,12,24,7,4,0,0,12,13,3,2,2,1
2020-11-25,16,13,24,9,5,0,0,11,13,3,3,2,1
2020-11-26,15,13,24,7,4,0,0,12,12,3,3,2,1
2020-11-27,17,15,24,5,5,0,0,12,13,3,2,8,1
2020-11-28,12,15,24,3,12,0,0,10,13,4,9,6,1
2020-11-29,16,16,24,14,10,0,0,2,4,5,5,12,1
2020-11-30,9,14,24,10,8,0,0,7,9,3,3,2,1
2020-12-01,11,15,24,10,12,0,0,10,13,4,2,2,2
2020-12-02,12,13,24,9,8,0,6,10,13,3,11,9,5
2020-12-03,11,15,24,10,13,0,6,9,13,3,12,11,2
2020-12-04,6,14,24,8,13,0,0,10,13,3,9,2,3
2020-12-05,17,16,24,11,14,0,0,5,12,8,9,9,13
2020-12-06,17,16,24,3,14,0,0,2,5,4,15,13,6
2020-12-07,6,15,24,12,14,0,1,10,13,3,13,4,3
2020-12-08,11,15,24,13,8,0,1,10,14,3,9,2,3
2020-12-09,10,15,24,13,13,0,3,12,13,3,11,2,11
2020-12-10,10,14,24,13,9,0,3,11,14,3,10,10,2
2020-12-11,6,15,24,12,5,0,2,12,16,4,2,2,2
2020-12-12,16,16,24,11,11,0,0,8,13,3,11,11,9
2020-12-13,17,16,24,3,15,0,0,2,5,3,12,10,6
2020-12-14,10,15,24,13,12,0,5,4,12,3,12,12,9
2020-12-15,11,15,24,11,14,0,9,10,12,4,14,14,5
2020-12-16,16,16,23,14,15,0,8,8,10,3,13,15,7
2020-12-17,13,14,23,14,16,0,10,10,11,5,11,17,1
2020-12-18,10,15,24,13,14,0,5,8,11,3,11,9,2
2020-12-19,17,16,24,11,12,0,0,3,10,14,14,15,6
2020-12-20,17,17,24,3,13,0,0,2,4,3,12,11,13
2020-12-21,10,15,24,14,16,0,10,8,10,3,14,15,4
2020-12-22,16,16,24,19,17,0,10,8,9,3,12,20,4
2020-12-23,11,17,24,14,15,0,4,9,11,4,13,17,11
2020-12-24,12,15,24,12,15,8,5,9,13,3,12,13,11
2020-12-25,11,15,24,14,13,0,4,10,14,3,14,14,10
2020-12-26,17,15,24,10,14,0,0,3,11,3,11,2,10
2020-12-27,17,17,23,14,13,0,0,2,4,3,12,11,9
2020-12-28,13,15,24,12,14,0,7,9,11,4,12,12,2
2020-12-29,4,4,24,3,13,0,6,8,11,12,5,7,1
2020-12-30,4,3,24,3,5,0,0,2,4,5,3,2,1
2020-12-31,5,3,23,2,4,0,0,3,5,5,2,3,1
2021-01-01,4,3,21,3,5,0,0,2,4,3,2,2,2
2021-01-02,4,3,22,2,4,0,0,2,4,3,3,2,1
2021-01-03,5,3,21,3,4,0,0,2,4,7,2,3,1
2021-01-04,10,14,22,14,17,5,11,2,4,13,14,15,10
2021-01-05,15,16,23,14,17,1,10,3,4,12,13,14,2
2021-01-06,15,15,24,14,17,8,11,4,6,11,13,20,15
2021-01-07,16,16,24,13,17,8,9,9,10,3,13,18,8
2021-01-08,16,15,23,13,15,8,11,7,9,13,11,16,3
2021-01-09,19,16,24,11,14,6,9,2,11,3,12,15,13
2021-01-10,17,17,24,12,14,0,0,2,3,10,17,13,15
2021-01-11,19,16,24,10,15,0,9,4,9,13,13,9,16
2021-01-12,17,17,24,13,16,10,9,8,11,13,13,17,3
2021-01-13,15,16,24,14,15,6,4,9,11,10,12,12,13
2021-01-14,10,15,24,13,15,4,10,10,11,14,13,14,8
2021-01-15,11,15,24,13,14,8,9,10,12,7,14,15,12
2021-01-16,15,15,24,10,15,0,1,4,11,8,9,12,9
2021-01-17,16,16,24,2,15,0,0,2,4,6,17,13,12
2021-01-18,9,15,24,13,13,9,11,6,10,13,12,12,5
2021-01-19,14,15,24,13,15,8,9,4,10,7,15,17,14
2021-01-20,12,16,23,13,15,9,9,5,4,12,13,18,12
2021-01-21,10,16,24,12,17,8,9,4,9,7,16,19,13
2021-01-22,11,15,23,13,18,0,9,10,11,3,11,11,10
2021-01-23,20,17,24,11,13,6,9,3,11,13,9,2,8
2021-01-24,16,15,24,3,13,0,0,3,4,9,15,15,12
2021-01-25,10,15,24,12,16,0,9,7,10,3,12,13,10
2021-01-26,15,16,23,12,17,0,9,8,12,8,14,16,9
2021-01-27,16,15,23,14,8,0,5,11,13,9,14,19,10
2021-01-28,10,15,24,13,15,4,11,9,12,7,11,12,8
2021-01-29,13,14,24,13,15,3,11,11,12,5,11,14,15
2021-01-30,21,22,24,12,14,9,2,2,8,12,7,7,13
2021-01-31,22,15,24,3,12,0,0,2,4,10,14,12,19
2021-02-01,10,15,24,11,18,6,9,3,10,11,12,16,4
2021-02-02,14,15,23,12,11,7,0,10,12,8,19,18,14
2021-02-03,10,15,23,11,9,5,9,7,12,3,14,19,12
2021-02-04,14,17,24,14,12,3,9,9,11,3,18,17,1
2021-02-05,12,15,24,12,13,4,6,9,12,3,12,12,2
2021-02-06,16,15,24,10,12,8,4,3,11,4,4,11,10
2021-02-07,17,11,24,3,15,0,0,2,4,4,10,12,10
2021-02-08,9,15,24,13,16,8,8,7,9,3,16,14,10
2021-02-09,12,15,24,12,15,5,9,8,9,7,14,18,11
2021-02-10,12,15,24,13,16,4,9,10,11,4,20,18,6
2021-02-11,23,16,24,9,15,7,0,10,12,3,18,18,9
2021-02-12,9,15,24,12,9,5,11,6,9,9,11,11,1
2021-02-13,17,15,24,11,10,0,9,8,12,6,3,9,10
2021-02-14,15,15,24,2,12,0,0,2,4,3,13,13,9
2021-02-15,11,15,24,12,8,0,4,10,12,4,12,10,1
2021-02-16,9,15,24,12,7,0,0,12,13,3,13,13,3
2021-02-17,11,15,24,3,7,0,5,11,13,4,12,13,10
2021-02-18,10,16,23,13,9,7,10,8,12,15,14,13,10
2021-02-19,10,15,23,13,10,5,10,11,12,5,12,14,8
2021-02-20,22,14,24,10,13,0,9,2,12,3,3,17,11
2021-02-21,18,14,24,3,9,0,0,2,4,5,11,11,1
2021-02-22,7,13,24,3,7,0,0,11,10,4,5,3,2
2021-02-23,18,15,24,2,11,0,0,10,12,5,11,12,1
2021-02-24,10,16,24,14,14,4,10,6,11,3,15,14,9
2021-02-25,11,16,24,13,15,9,9,9,11,12,12,12,2
2021-02-26,15,14,24,13,13,0,0,10,13,3,14,13,2
2021-02-27,16,15,24,10,14,0,0,3,10,7,7,7,10
2021-02-28,17,16,24,3,14,0,0,2,5,6,12,12,5
2021-03-01,13,16,24,14,8,8,1,8,10,3,10,10,10
2021-03-02,14,14,24,13,5,0,0,12,13,8,12,12,1
2021-03-03,11,14,24,14,10,4,8,7,12,3,11,12,13
2021-03-04,14,15,24,13,7,0,6,10,14,3,12,11,9
2021-03-05,12,15,24,14,8,0,0,11,13,6,11,2,5
2021-03-06,18,14,24,2,4,0,1,10,12,4,3,2,10
2021-03-07,18,15,24,3,13,0,0,3,4,3,12,12,1
2021-03-08,16,15,24,12,12,4,9,8,12,8,10,11,9
2021-03-09,11,15,24,14,6,0,4,9,14,3,12,10,11
2021-03-10,13,17,24,14,5,0,0,11,13,3,12,13,7
2021-03-11,7,14,24,13,5,0,3,11,13,3,11,11,2
2021-03-12,11,16,24,3,5,0,0,10,14,4,11,11,1
2021-03-13,24,16,24,3,7,0,0,3,12,7,2,7,8
2021-03-14,20,14,24,2,13,0,0,2,4,3,5,8,8
2021-03-15,6,15,24,13,5,0,0,6,12,3,11,10,1
2021-03-16,10,10,24,13,7,0,4,12,13,3,11,10,1
2021-03-17,9,12,24,14,4,0,0,12,13,4,3,11,2
2021-03-18,12,12,24,13,5,0,2,12,13,5,11,9,9
2021-03-19,9,14,24,13,4,0,2,12,13,3,12,11,1
2021-03-20,20,15,24,10,5,0,0,10,12,5,10,3,10
2021-03-21,14,15,24,3,6,0,0,3,4,3,2,2,1
2021-03-22,10,15,24,3,4,0,0,11,12,4,12,11,1
2021-03-23,13,9,24,13,5,0,0,11,13,3,8,19,1
2021-03-24,12,14,24,13,5,0,0,13,14,3,3,4,1
2021-03-25,10,13,24,13,4,0,1,12,13,3,9,2,2
2021-03-26,8,10,24,2,4,0,4,12,13,3,2,3,1
2021-03-27,12,13,24,3,5,0,0,10,12,4,18,19,1
2021-03-28,13,11,24,3,10,0,0,2,5,3,9,2,6
2021-03-29,4,3,23,12,4,0,7,10,11,3,3,2,1
2021-03-30,7,6,23,7,5,0,8,11,13,3,2,2,1
2021-03-31,7,6,23,5,4,0,9,12,16,3,3,3,3
2021-04-01,5,3,23,3,5,2,8,12,15,3,2,2,0
2021-04-02,4,12,24,6,4,0,8,13,13,4,2,2,0
2021-04-03,16,6,24,3,4,0,7,9,13,3,11,2,0
2021-04-04,13,3,24,2,5,0,0,3,4,3,12,2,0
2021-04-05,13,16,24,3,4,0,7,11,11,3,2,3,0
2021-04-06,13,17,24,3,5,0,0,11,13,3,3,6,0
2021-04-07,12,8,24,13,4,0,5,12,13,3,2,3,0
2021-04-08,12,8,24,3,5,0,7,11,14,4,3,2,1
2021-04-09,13,12,24,12,5,0,2,12,13,3,2,2,0
2021-04-10,14,15,24,3,4,0,5,7,12,3,5,5,0
2021-04-11,14,15,24,3,5,0,0,2,4,4,3,7,0
2021-04-12,4,14,24,12,4,0,0,11,12,3,2,3,0
2021-04-13,9,9,24,3,5,0,0,12,13,3,3,2,0
2021-04-14,4,13,24,14,4,0,8,13,15,3,2,2,8
2021-04-15,11,12,24,8,4,0,2,11,13,3,3,2,0
2021-04-16,4,12,24,6,5,0,0,12,13,4,2,3,3
2021-04-17,14,14,24,3,4,0,0,10,13,6,3,2,0
2021-04-18,15,12,24,3,5,0,0,2,5,3,2,7,0
2021-04-19,5,10,24,9,4,0,4,11,13,3,2,2,4
2021-04-20,4,7,23,7,5,0,9,12,14,3,3,2,2
2021-04-21,4,7,24,8,4,0,9,12,13,3,2,2,3
2021-04-22,5,6,24,8,4,0,9,11,15,3,3,2,5
2021-04-23,4,13,24,2,5,3,9,13,16,4,2,3,2
2021-04-24,6,11,24,3,4,0,9,11,12,3,3,2,0
2021-04-25,5,5,23,2,5,0,0,2,4,3,2,2,0
2021-04-26,4,13,24,3,4,2,0,10,13,3,3,2,0
2021-04-27,5,15,24,2,5,0,7,15,16,3,2,3,0
2021-04-28,4,12,24,3,4,0,9,15,17,3,2,2,5
2021-04-29,5,12,24,2,4,0,9,11,12,4,3,2,0
2021-04-30,4,4,23,3,5,3,9,14,15,3,2,2,1
2021-05-01,4,3,23,2,4,9,9,9,11,3,3,2,0
2021-05-02,4,6,23,3,5,0,0,3,5,3,2,3,0
2021-05-03,4,15,24,2,4,4,8,10,13,3,3,2,0
2021-05-04,4,3,23,3,5,8,7,11,12,3,2,2,0
2021-05-05,4,3,22,2,4,6,6,11,13,3,3,2,0
2021-05-06,4,6,22,4,4,3,9,13,15,4,2,3,1
2021-05-07,5,3,23,9,5,9,9,12,14,3,3,2,3
2021-05-08,4,3,23,2,4,9,8,12,12,3,2,2,0
2021-05-09,7,5,22,3,11,0,0,2,5,3,2,2,0
2021-05-10,4,7,24,10,14,9,9,11,13,3,3,3,5
2021-05-11,4,3,24,11,8,7,8,12,13,3,2,2,0
2021-05-12,4,4,23,9,10,0,9,13,14,4,3,2,2
2021-05-13,4,11,24,9,4,0,9,11,13,3,2,2,5
2021-05-14,4,3,23,11,12,3,9,13,14,10,3,2,6
2021-05-15,12,8,24,5,5,9,8,12,13,3,2,2,0
2021-05-16,5,3,22,2,4,0,0,2,4,3,3,2,0
2021-05-17,8,3,24,14,15,8,9,12,12,11,6,6,2
2021-05-18,8,12,24,13,13,7,9,12,14,12,12,2,8
2021-05-19,6,3,24,11,11,5,9,13,13,13,10,2,9
2021-05-20,4,3,24,9,9,9,9,13,13,10,2,2,3
2021-05-21,9,7,24,13,12,9,9,12,14,12,2,2,5
2021-05-22,10,5,23,3,4,2,9,11,13,3,3,2,0
2021-05-23,9,4,23,2,14,0,0,2,4,3,2,2,0
2021-05-24,4,3,24,13,13,7,9,12,12,10,10,2,6
2021-05-25,10,11,24,13,14,2,9,13,14,13,13,2,8
2021-05-26,4,9,23,11,14,9,9,12,13,13,13,2,9
2021-05-27,10,5,24,13,11,6,9,12,13,13,13,2,4
2021-05-28,4,11,24,10,12,9,9,13,13,11,8,5,8
2021-05-29,13,10,23,10,7,8,9,12,13,3,2,2,0
2021-05-30,12,7,24,3,14,0,0,2,5,3,3,2,0
2021-05-31,7,11,23,13,13,10,9,12,12,13,13,4,11
2021-06-01,10,12,23,11,13,10,12,12,13,12,11,2,6
2021-06-02,12,13,23,13,14,9,11,12,15,11,12,2,14
2021-06-03,10,9,24,12,13,9,13,12,13,11,12,2,7
2021-06-04,11,9,23,11,14,6,11,13,14,11,11,2,7
2021-06-05,11,11,24,5,11,8,12,11,14,4,8,2,3
2021-06-06,12,12,24,2,8,0,4,2,4,3,2,2,0
2021-06-07,10,10,23,11,15,9,12,12,13,13,13,2,8
2021-06-08,11,12,24,14,15,9,12,12,13,13,15,12,13
2021-06-09,16,13,24,12,13,9,12,13,13,13,12,8,12
2021-06-10,14,12,24,12,14,10,11,12,13,13,14,7,10
2021-06-11,5,12,24,14,16,11,12,13,13,12,13,12,11
2021-06-12,16,13,24,9,13,9,13,10,13,8,2,2,11
2021-06-13,17,12,24,3,12,0,4,3,5,3,15,2,11
2021-06-14,10,13,24,15,14,10,12,10,12,13,13,2,9
2021-06-15,13,12,24,14,14,10,11,13,13,13,14,8,9
2021-06-16,15,11,24,11,14,9,12,12,16,11,13,3,9
2021-06-17,10,10,24,10,13,6,12,13,13,13,13,2,10
2021-06-18,8,11,24,13,16,7,12,11,13,13,13,4,10
2021-06-19,10,12,24,4,5,11,13,10,12,3,2,2,3
2021-06-20,12,13,24,3,9,0,4,3,4,3,3,2,6
2021-06-21,12,15,24,11,14,11,13,10,13,13,13,5,11
2021-06-22,9,12,24,10,15,11,11,13,13,13,13,5,12
2021-06-23,14,12,23,9,14,10,12,11,14,12,13,4,13
2021-06-24,10,11,24,8,16,11,13,12,13,12,13,3,6
2021-06-25,10,15,24,10,15,11,12,13,14,12,13,6,12
2021-06-26,17,13,24,7,13,8,13,10,13,11,2,2,6
2021-06-27,16,14,24,2,12,0,4,2,4,8,10,2,8
2021-06-28,13,12,24,11,14,9,12,12,13,14,12,9,9
2021-06-29,12,13,24,9,15,11,13,12,14,14,10,8,8
2021-06-30,9,9,23,7,14,5,12,13,13,12,13,3,10
2021-07-01,10,10,24,6,13,9,12,13,13,11,10,6,12
2021-07-02,13,11,23,6,15,6,12,13,13,17,9,6,5
2021-07-03,15,14,24,5,9,7,13,11,12,9,2,2,9
2021-07-04,12,10,24,2,10,0,4,2,4,4,8,2,7
2021-07-05,11,11,24,14,15,5,12,11,13,12,9,2,12
2021-07-06,14,13,24,13,15,9,13,13,13,13,14,2,10
2021-07-07,16,12,24,15,14,10,12,13,14,13,15,10,10
2021-07-08,11,15,24,14,16,10,12,12,14,13,15,7,11
2021-07-09,8,12,24,15,15,9,12,13,13,15,15,5,9
2021-07-10,17,16,24,11,12,11,15,11,12,3,10,2,15
2021-07-11,17,14,24,3,12,0,4,2,4,8,12,4,9
2021-07-12,11,15,23,14,16,9,11,12,14,15,14,14,10
2021-07-13,14,15,24,15,17,11,13,12,15,13,15,14,14
2021-07-14,16,12,24,15,16,11,11,13,13,13,16,15,11
2021-07-15,13,12,24,15,16,11,12,12,14,16,15,12,14
2021-07-16,21,12,24,15,16,11,12,13,14,14,14,13,14
2021-07-17,17,13,24,11,14,6,14,10,13,3,2,2,13
2021-07-18,16,16,24,2,17,0,6,3,4,8,16,17,9
2021-07-19,16,12,24,16,17,11,14,11,12,12,14,14,15
2021-07-20,14,13,24,15,17,10,12,12,13,13,15,16,15
2021-07-21,16,15,24,15,16,10,12,12,14,13,15,15,16
2021-07-22,16,16,24,11,14,10,13,11,12,12,12,11,15
2021-07-23,16,14,24,10,15,11,15,12,16,4,11,12,14
2021-07-24,16,15,24,10,13,6,13,10,13,9,11,11,11
2021-07-25,17,16,18,4,13,0,5,3,4,10,13,11,12
2021-07-26,14,14,16,14,16,11,12,11,12,12,15,15,15
2021-07-27,16,14,24,15,16,11,13,12,14,12,14,14,13
2021-07-28,15,15,24,15,16,10,13,11,13,13,15,15,15
2021-07-29,14,14,24,15,17,12,14,13,14,12,14,14,17
2021-07-30,13,12,24,15,16,11,12,13,13,16,14,12,14
2021-07-31,15,14,24,11,12,10,13,11,13,11,10,4,9
2021-08-01,17,15,24,11,14,0,10,2,5,11,13,5,9
2021-08-02,14,14,24,14,17,12,14,12,12,13,15,16,13
2021-08-03,16,7,24,16,16,12,12,12,14,13,14,20,13
2021-08-04,15,13,24,14,15,11,12,13,14,13,15,19,11
2021-08-05,15,12,24,16,16,11,14,13,13,13,16,16,14
2021-08-06,15,14,24,14,17,11,14,13,13,14,13,18,14
2021-08-07,20,16,24,11,14,6,12,11,13,12,2,5,10
2021-08-08,17,12,24,2,11,6,7,2,4,8,14,4,9
2021-08-09,15,15,24,11,13,10,12,12,13,8,13,10,10
2021-08-10,15,15,24,15,15,11,14,13,15,13,14,16,14
2021-08-11,14,14,24,14,16,11,13,11,13,13,15,16,11
2021-08-12,15,13,24,15,16,9,13,12,13,13,14,13,8
2021-08-13,14,10,24,14,16,10,12,12,15,13,14,13,10
2021-08-14,15,7,24,3,12,11,14,12,13,4,3,2,8
2021-08-15,14,5,24,2,8,0,7,2,4,3,2,2,8
2021-08-16,9,7,23,13,14,11,14,11,12,15,6,2,4
2021-08-17,13,7,24,14,15,11,15,13,13,12,12,9,11
2021-08-18,14,15,24,15,17,10,14,12,13,14,15,11,11
2021-08-19,16,14,24,15,16,11,13,12,13,13,15,16,13
2021-08-20,13,13,24,15,16,11,13,12,13,15,13,15,10
2021-08-21,17,14,24,7,15,10,13,12,12,12,12,10,7
2021-08-22,16,12,24,3,12,0,9,2,5,15,13,9,10
2021-08-23,16,14,24,16,16,11,13,11,12,16,14,13,13
2021-08-24,14,13,24,15,17,10,13,13,13,15,15,16,11
2021-08-25,13,16,24,21,16,11,13,13,13,14,15,20,13
2021-08-26,17,14,24,15,16,11,13,13,15,16,15,18,10
2021-08-27,12,14,24,14,18,11,13,12,14,15,14,14,14
2021-08-28,16,14,24,11,15,9,13,11,13,11,2,16,10
2021-08-29,17,14,24,2,18,0,9,2,4,3,12,14,11
2021-08-30,14,15,24,14,17,11,13,11,12,15,15,15,13
2021-08-31,16,14,24,16,16,11,13,13,14,14,13,13,14
2021-09-01,11,14,24,14,15,7,12,12,13,15,13,11,6
2021-09-02,12,3,24,14,12,7,11,12,13,12,2,11,4
2021-09-03,9,6,24,13,13,11,11,11,13,13,3,2,2
2021-09-04,15,6,24,5,9,8,13,12,13,3,2,5,0
2021-09-05,12,4,24,3,7,0,4,2,5,3,2,2,0
2021-09-06,8,7,23,11,14,9,13,11,12,13,3,3,1
