,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,休日,風速,相対湿度,蒸気圧,全天日射量,平均気温,最高気温,最低気温,降水量,日照時間,日時
2020-05-21,2020,5,21,3,0,0,0,1,0,0,0,1,1.2208333333333334,88.95833333333333,13.066666666666665,0.17749999999999996,13.0,15.1,11.0,2.0,0.0,2020-05-21
2020-05-22,2020,5,22,4,0,0,0,0,1,0,0,1,1.5291666666666668,88.5,15.320833333333335,0.3658333333333333,15.779166666666669,17.9,13.2,1.5,0.4,2020-05-22
2020-05-23,2020,5,23,5,0,0,0,0,0,1,0,0,1.2333333333333334,86.58333333333333,18.020833333333332,0.5941666666666666,19.158333333333335,22.7,15.5,0.0,2.7,2020-05-23
2020-05-24,2020,5,24,6,0,0,0,0,0,0,1,0,0.9541666666666666,75.5,17.962500000000002,1.10625,21.733333333333334,25.0,18.0,0.0,8.299999999999999,2020-05-24
2020-05-25,2020,5,25,0,1,0,0,0,0,0,0,1,1.1291666666666667,71.5,18.179166666666667,0.8658333333333333,22.7375,27.1,19.4,0.0,7.1,2020-05-25
2020-05-26,2020,5,26,1,0,1,0,0,0,0,0,1,0.6249999999999999,86.625,21.34166666666667,0.37916666666666665,22.212499999999995,25.0,20.3,0.5,0.2,2020-05-26
2020-05-27,2020,5,27,2,0,0,1,0,0,0,0,1,1.0875000000000004,82.125,20.495833333333326,0.6949999999999998,22.316666666666674,26.1,19.0,0.0,3.6999999999999997,2020-05-27
2020-05-28,2020,5,28,3,0,0,0,1,0,0,0,1,1.3458333333333332,69.16666666666667,15.283333333333333,0.7591666666666667,21.691666666666663,27.4,18.5,27.5,4.799999999999999,2020-05-28
2020-05-29,2020,5,29,4,0,0,0,0,1,0,0,1,1.1458333333333333,64.79166666666667,15.091666666666663,1.2083333333333335,22.712500000000002,28.8,16.1,0.0,12.600000000000001,2020-05-29
2020-05-30,2020,5,30,5,0,0,0,0,0,1,0,0,1.1291666666666669,71.54166666666667,18.191666666666666,0.9795833333333333,23.549999999999997,27.3,19.1,0.0,9.5,2020-05-30
2020-05-31,2020,5,31,6,0,0,0,0,0,0,1,0,0.8041666666666666,73.125,18.395833333333332,0.5041666666666667,21.99166666666667,24.1,20.7,1.0,0.0,2020-05-31
2020-06-01,2020,6,1,0,1,0,0,0,0,0,0,1,0.47500000000000014,92.08333333333333,21.016666666666666,0.19416666666666668,20.35833333333333,21.1,19.6,5.0,0.0,2020-06-01
2020-06-02,2020,6,2,1,0,1,0,0,0,0,0,1,0.7708333333333335,87.66666666666667,23.308333333333326,0.66125,23.166666666666668,26.5,19.5,2.0,4.3,2020-06-02
2020-06-03,2020,6,3,2,0,0,1,0,0,0,0,1,1.0375,76.375,22.479166666666668,0.8824999999999998,25.370833333333326,29.2,21.4,0.0,6.8999999999999995,2020-06-03
2020-06-04,2020,6,4,3,0,0,0,1,0,0,0,1,0.9875000000000002,79.0,22.654166666666672,0.6858333333333335,24.57083333333333,27.9,22.0,0.0,4.3999999999999995,2020-06-04
2020-06-05,2020,6,5,4,0,0,0,0,1,0,0,1,1.0916666666666666,74.625,22.895833333333332,0.9558333333333335,26.254166666666666,30.0,22.7,0.0,8.4,2020-06-05
2020-06-06,2020,6,6,5,0,0,0,0,0,1,0,0,1.3708333333333336,76.45833333333333,23.108333333333334,0.5533333333333333,25.275000000000002,29.3,20.3,6.5,2.5,2020-06-06
2020-06-07,2020,6,7,6,0,0,0,0,0,0,1,0,1.2000000000000002,68.125,17.504166666666666,1.0316666666666665,23.137500000000003,26.3,19.9,5.5,8.6,2020-06-07
2020-06-08,2020,6,8,0,1,0,0,0,0,0,0,1,1.0125000000000002,73.04166666666667,20.52916666666667,1.0020833333333334,24.079166666666662,27.8,20.6,0.0,7.7,2020-06-08
2020-06-09,2020,6,9,1,0,1,0,0,0,0,0,1,1.1041666666666667,68.125,21.633333333333336,1.0912499999999998,26.979166666666668,31.3,22.7,0.0,13.0,2020-06-09
2020-06-10,2020,6,10,2,0,0,1,0,0,0,0,1,1.9666666666666666,64.66666666666667,21.412499999999998,1.1766666666666667,27.10833333333333,31.7,23.1,0.0,11.299999999999999,2020-06-10
2020-06-11,2020,6,11,3,0,0,0,1,0,0,0,1,2.283333333333333,83.95833333333333,26.64583333333334,0.6245833333333334,25.641666666666666,30.2,23.5,5.0,3.8,2020-06-11
2020-06-12,2020,6,12,4,0,0,0,0,1,0,0,1,1.0166666666666668,84.0,28.141666666666666,0.79625,27.712500000000006,31.7,23.5,3.5,5.3,2020-06-12
2020-06-13,2020,6,13,5,0,0,0,0,0,1,0,0,1.0999999999999999,99.16666666666667,25.529166666666665,0.09499999999999999,22.191666666666666,24.5,20.3,64.0,0.0,2020-06-13
2020-06-14,2020,6,14,6,0,0,0,0,0,0,1,0,0.49999999999999983,98.875,25.537499999999998,0.23708333333333328,22.354166666666668,23.9,20.5,2.5,0.1,2020-06-14
2020-06-15,2020,6,15,0,1,0,0,0,0,0,0,1,0.9541666666666666,82.0,26.608333333333334,0.9133333333333334,27.816666666666666,33.9,22.3,0.5,8.0,2020-06-15
2020-06-16,2020,6,16,1,0,1,0,0,0,0,0,1,1.5374999999999999,68.79166666666667,22.325,0.9041666666666668,26.824999999999992,30.3,23.2,0.5,8.5,2020-06-16
2020-06-17,2020,6,17,2,0,0,1,0,0,0,0,1,1.1375,62.916666666666664,18.02083333333334,1.1775,25.22916666666666,30.6,21.1,0.0,12.200000000000001,2020-06-17
2020-06-18,2020,6,18,3,0,0,0,1,0,0,0,1,0.625,81.29166666666667,21.541666666666668,0.41083333333333333,23.704166666666662,26.4,21.4,1.0,0.0,2020-06-18
2020-06-19,2020,6,19,4,0,0,0,0,1,0,0,1,1.4791666666666663,99.0,21.454166666666666,0.1445833333333333,19.466666666666665,21.3,18.8,37.5,0.0,2020-06-19
2020-06-20,2020,6,20,5,0,0,0,0,0,1,0,0,1.1041666666666667,76.29166666666667,20.6375,1.0358333333333334,24.650000000000002,30.5,19.0,0.0,7.9,2020-06-20
2020-06-21,2020,6,21,6,0,0,0,0,0,0,1,0,0.9708333333333335,82.41666666666667,21.6125,0.5204166666666666,23.175,26.4,20.1,0.5,1.2,2020-06-21
2020-06-22,2020,6,22,0,1,0,0,0,0,0,0,1,2.641666666666666,95.08333333333333,21.325000000000006,0.135,19.775,21.4,17.9,12.0,0.0,2020-06-22
2020-06-23,2020,6,23,1,0,1,0,0,0,0,0,1,0.7666666666666666,85.66666666666667,22.683333333333334,0.6891666666666666,23.245833333333337,27.4,18.5,3.0,2.4999999999999996,2020-06-23
2020-06-24,2020,6,24,2,0,0,1,0,0,0,0,1,1.1166666666666665,84.29166666666667,23.070833333333336,0.5841666666666668,23.162500000000005,26.4,20.2,0.5,1.9000000000000004,2020-06-24
2020-06-25,2020,6,25,3,0,0,0,1,0,0,0,1,1.0416666666666667,94.20833333333333,22.266666666666666,0.295,21.179166666666667,24.3,18.7,11.5,0.0,2020-06-25
2020-06-26,2020,6,26,4,0,0,0,0,1,0,0,1,0.8333333333333334,85.41666666666667,26.154166666666665,0.7954166666666665,25.875,30.9,20.0,0.0,4.3,2020-06-26
2020-06-27,2020,6,27,5,0,0,0,0,0,1,0,0,0.7333333333333334,83.375,27.133333333333326,0.6195833333333333,26.99166666666667,29.6,23.8,0.0,1.7999999999999998,2020-06-27
2020-06-28,2020,6,28,6,0,0,0,0,0,0,1,0,0.8500000000000002,95.66666666666667,25.879166666666663,0.2579166666666666,23.59583333333333,26.0,21.9,23.5,0.0,2020-06-28
2020-06-29,2020,6,29,0,1,0,0,0,0,0,0,1,1.154166666666667,69.25,21.474999999999998,1.0475,26.558333333333334,31.0,22.4,0.0,7.5,2020-06-29
2020-06-30,2020,6,30,1,0,1,0,0,0,0,0,1,1.425,89.33333333333333,27.40833333333333,0.305,25.19583333333333,27.7,23.4,11.5,0.2,2020-06-30
2020-07-01,2020,7,1,2,0,0,1,0,0,0,0,1,2.3333333333333335,89.125,28.591666666666665,0.2775,25.320833333333336,26.7,22.9,9.5,0.0,2020-07-01
2020-07-02,2020,7,2,3,0,0,0,1,0,0,0,1,1.9208333333333332,72.70833333333333,23.625,1.147916666666667,27.225000000000005,31.3,22.5,5.0,11.899999999999999,2020-07-02
2020-07-03,2020,7,3,4,0,0,0,0,1,0,0,1,0.9791666666666665,79.25,23.29166666666667,0.49,25.05,29.2,21.5,4.5,1.2,2020-07-03
2020-07-04,2020,7,4,5,0,0,0,0,0,1,0,0,1.508333333333333,90.08333333333333,26.10833333333333,0.3125,23.900000000000006,27.8,20.3,37.0,0.0,2020-07-04
2020-07-05,2020,7,5,6,0,0,0,0,0,0,1,0,0.9583333333333334,86.41666666666667,27.320833333333336,0.38125000000000003,25.645833333333332,29.3,23.6,1.5,1.0,2020-07-05
2020-07-06,2020,7,6,0,1,0,0,0,0,0,0,1,1.7250000000000005,92.04166666666667,28.741666666666664,0.3066666666666667,25.233333333333334,27.3,23.5,24.0,0.1,2020-07-06
2020-07-07,2020,7,7,1,0,1,0,0,0,0,0,1,2.270833333333333,84.0,30.129166666666674,0.3495833333333333,27.316666666666666,29.0,25.6,1.0,0.0,2020-07-07
2020-07-08,2020,7,8,2,0,0,1,0,0,0,0,1,2.1791666666666667,82.95833333333333,28.058333333333334,0.36625000000000013,26.262500000000003,28.2,24.5,2.5,0.9,2020-07-08
2020-07-09,2020,7,9,3,0,0,0,1,0,0,0,1,0.9500000000000001,95.41666666666667,27.98333333333333,0.2304166666666667,24.333333333333332,26.7,22.6,17.5,0.0,2020-07-09
2020-07-10,2020,7,10,4,0,0,0,0,1,0,0,1,1.1833333333333336,90.45833333333333,28.97083333333333,0.4054166666666667,25.724999999999998,28.4,23.5,3.0,0.6,2020-07-10
2020-07-11,2020,7,11,5,0,0,0,0,0,1,0,0,2.483333333333334,81.95833333333333,30.004166666666663,0.5549999999999999,27.937499999999996,31.0,25.5,0.0,1.2000000000000002,2020-07-11
2020-07-12,2020,7,12,6,0,0,0,0,0,0,1,0,1.5875000000000001,81.45833333333333,27.770833333333332,0.7625000000000001,27.754166666666663,34.7,20.8,2.0,5.1,2020-07-12
2020-07-13,2020,7,13,0,1,0,0,0,0,0,0,1,0.8916666666666666,90.0,22.299999999999997,0.45749999999999996,21.799999999999997,24.7,19.8,3.0,0.0,2020-07-13
2020-07-14,2020,7,14,1,0,1,0,0,0,0,0,1,0.775,97.54166666666667,26.212500000000002,0.20125,22.77499999999999,24.3,21.5,5.5,0.0,2020-07-14
2020-07-15,2020,7,15,2,0,0,1,0,0,0,0,1,0.9749999999999998,97.20833333333333,23.53333333333333,0.11375,20.96666666666666,22.5,18.2,3.0,0.0,2020-07-15
2020-07-16,2020,7,16,3,0,0,0,1,0,0,0,1,0.9375,86.75,20.975,0.47541666666666665,21.599999999999998,25.5,17.9,0.5,0.5,2020-07-16
2020-07-17,2020,7,17,4,0,0,0,0,1,0,0,1,0.8250000000000001,97.33333333333333,21.816666666666666,0.1708333333333333,20.008333333333336,21.4,18.9,16.5,0.0,2020-07-17
2020-07-18,2020,7,18,5,0,0,0,0,0,1,0,0,0.5291666666666667,99.58333333333333,23.825000000000003,0.145,21.095833333333335,22.5,19.7,14.5,0.0,2020-07-18
2020-07-19,2020,7,19,6,0,0,0,0,0,0,1,0,0.7708333333333335,90.45833333333333,27.10416666666666,0.8737499999999998,25.3625,29.5,21.9,0.0,8.0,2020-07-19
2020-07-20,2020,7,20,0,1,0,0,0,0,0,0,1,0.8833333333333333,80.95833333333333,28.325000000000003,0.8666666666666667,28.425,32.9,24.1,0.0,6.5,2020-07-20
2020-07-21,2020,7,21,1,0,1,0,0,0,0,0,1,0.6916666666666665,87.25,28.33333333333334,0.4320833333333334,26.454166666666666,29.6,23.8,2.0,0.0,2020-07-21
2020-07-22,2020,7,22,2,0,0,1,0,0,0,0,1,0.6208333333333332,88.66666666666667,30.82916666666667,0.4495833333333333,27.65833333333333,31.3,25.4,14.5,2.9,2020-07-22
2020-07-23,2020,7,23,3,0,0,0,1,0,0,0,0,0.8166666666666665,98.79166666666667,28.420833333333334,0.13833333333333334,23.84583333333333,25.1,23.3,40.5,0.0,2020-07-23
2020-07-24,2020,7,24,4,0,0,0,0,1,0,0,0,0.4124999999999999,94.0,28.60833333333333,0.3258333333333333,25.808333333333337,28.1,23.1,0.0,0.6000000000000001,2020-07-24
2020-07-25,2020,7,25,5,0,0,0,0,0,1,0,0,0.7374999999999998,97.875,31.17916666666666,0.31166666666666665,25.72916666666667,27.8,24.1,35.0,0.0,2020-07-25
2020-07-26,2020,7,26,6,0,0,0,0,0,0,1,0,0.9874999999999999,94.95833333333333,31.020833333333332,0.5408333333333333,26.304166666666664,32.2,24.2,15.5,1.6,2020-07-26
2020-07-27,2020,7,27,0,1,0,0,0,0,0,0,1,1.1125,88.375,29.92083333333333,0.46125000000000016,27.333333333333332,30.9,24.6,2.0,0.4,2020-07-27
2020-07-28,2020,7,28,1,0,1,0,0,0,0,0,1,0.5208333333333333,89.91666666666667,31.125,0.5595833333333333,27.79166666666666,32.0,25.1,2.0,0.2,2020-07-28
2020-07-29,2020,7,29,2,0,0,1,0,0,0,0,1,0.9708333333333335,87.83333333333333,24.787499999999998,0.20833333333333334,23.49166666666667,26.2,22.2,0.5,0.0,2020-07-29
2020-07-30,2020,7,30,3,0,0,0,1,0,0,0,1,0.6608695652173913,84.25,23.754166666666663,0.42999999999999994,24.287500000000005,27.3,21.3,0.5,0.4,2020-07-30
2020-07-31,2020,7,31,4,0,0,0,0,1,0,0,1,0.375,89.91666666666667,27.925,0.4904166666666667,26.308333333333334,29.9,24.0,1.0,0.8,2020-07-31
2020-08-01,2020,8,1,5,0,0,0,0,0,1,0,0,1.3541666666666667,77.66666666666667,25.937499999999996,0.8245833333333333,27.183333333333326,31.3,22.8,7.0,5.8999999999999995,2020-08-01
2020-08-02,2020,8,2,6,0,0,0,0,0,0,1,0,0.7875000000000001,75.08333333333333,25.32916666666667,0.8137500000000001,27.45,31.0,23.9,0.0,5.700000000000001,2020-08-02
2020-08-03,2020,8,3,0,1,0,0,0,0,0,0,1,0.7375000000000002,73.83333333333333,25.84166666666667,1.0304166666666665,28.687499999999996,33.5,24.7,0.0,8.7,2020-08-03
2020-08-04,2020,8,4,1,0,1,0,0,0,0,0,1,0.9874999999999999,77.125,29.208333333333332,1.020416666666667,29.49166666666666,33.4,25.9,0.0,8.4,2020-08-04
2020-08-05,2020,8,5,2,0,0,1,0,0,0,0,1,0.9666666666666665,76.0,30.22083333333333,1.0387499999999998,30.216666666666672,34.3,27.1,0.0,7.3,2020-08-05
2020-08-06,2020,8,6,3,0,0,0,1,0,0,0,1,1.3625,79.41666666666667,30.562500000000004,1.0008333333333332,29.7,33.9,27.0,0.0,9.700000000000001,2020-08-06
2020-08-07,2020,8,7,4,0,0,0,0,1,0,0,1,0.8958333333333334,71.04166666666667,28.96250000000001,0.9408333333333333,31.39583333333333,35.5,26.8,0.0,9.299999999999999,2020-08-07
2020-08-08,2020,8,8,5,0,0,0,0,0,1,0,0,1.3,78.54166666666667,29.954166666666662,0.6454166666666666,29.224999999999998,32.8,26.1,0.0,2.5,2020-08-08
2020-08-09,2020,8,9,6,0,0,0,0,0,0,1,0,0.7000000000000001,76.95833333333333,29.85416666666667,0.8316666666666667,30.695833333333336,36.1,25.1,0.0,7.1,2020-08-09
2020-08-10,2020,8,10,0,1,0,0,0,0,0,0,0,0.8958333333333335,73.33333333333333,31.508333333333336,0.8441666666666666,32.43750000000001,37.3,28.4,0.0,6.800000000000001,2020-08-10
2020-08-11,2020,8,11,1,0,1,0,0,0,0,0,1,1.2916666666666667,67.08333333333333,31.029166666666672,1.0624999999999998,32.95416666666668,37.5,29.1,0.0,12.7,2020-08-11
2020-08-12,2020,8,12,2,0,0,1,0,0,0,0,1,0.8249999999999998,78.04166666666667,32.95416666666666,0.7599999999999998,31.379166666666666,35.7,28.5,36.0,4.5,2020-08-12
2020-08-13,2020,8,13,3,0,0,0,1,0,0,0,1,0.7375000000000002,81.33333333333333,32.67499999999999,0.7920833333333333,31.512500000000006,38.2,26.9,12.0,8.8,2020-08-13
2020-08-14,2020,8,14,4,0,0,0,0,1,0,0,1,1.0875000000000001,78.875,31.683333333333334,0.8270833333333334,31.029166666666665,34.4,27.0,0.0,8.2,2020-08-14
2020-08-15,2020,8,15,5,0,0,0,0,0,1,0,0,0.8291666666666666,76.125,33.65416666666666,0.9545833333333332,33.27916666666666,37.2,28.6,0.0,11.9,2020-08-15
2020-08-16,2020,8,16,6,0,0,0,0,0,0,1,0,1.4375,73.45833333333333,33.1,0.9720833333333334,32.7,36.9,30.0,0.0,10.2,2020-08-16
2020-08-17,2020,8,17,0,1,0,0,0,0,0,0,1,1.0958333333333334,76.45833333333333,33.37083333333333,0.8266666666666665,32.449999999999996,37.3,29.7,0.0,6.900000000000001,2020-08-17
2020-08-18,2020,8,18,1,0,1,0,0,0,0,0,1,1.425,71.70833333333333,30.837500000000006,0.6629166666666666,31.591666666666672,35.4,28.9,0.0,7.2,2020-08-18
2020-08-19,2020,8,19,2,0,0,1,0,0,0,0,1,0.9666666666666669,71.58333333333333,28.387500000000003,0.9254166666666669,30.59583333333333,35.3,27.4,0.0,9.600000000000001,2020-08-19
2020-08-20,2020,8,20,3,0,0,0,1,0,0,0,1,0.9916666666666667,73.29166666666667,30.1375,1.0224999999999997,31.075000000000003,36.3,27.2,0.0,11.700000000000001,2020-08-20
2020-08-21,2020,8,21,4,0,0,0,0,1,0,0,1,0.9375,71.66666666666667,29.91250000000001,0.9491666666666667,31.674999999999997,36.2,27.8,0.0,10.9,2020-08-21
2020-08-22,2020,8,22,5,0,0,0,0,0,1,0,0,1.1916666666666667,74.875,30.245833333333323,0.8716666666666667,30.600000000000005,35.1,25.4,0.0,7.1000000000000005,2020-08-22
2020-08-23,2020,8,23,6,0,0,0,0,0,0,1,0,0.9166666666666666,86.70833333333333,28.370833333333334,0.4266666666666667,27.09583333333333,29.6,25.2,0.0,2.2,2020-08-23
2020-08-24,2020,8,24,0,1,0,0,0,0,0,0,1,1.4291666666666665,79.875,28.008333333333336,0.7600000000000001,28.558333333333334,33.4,25.4,0.0,7.800000000000001,2020-08-24
2020-08-25,2020,8,25,1,0,1,0,0,0,0,0,1,0.6583333333333333,74.5,27.675,0.7375000000000002,29.30416666666667,33.9,25.5,0.0,7.6,2020-08-25
2020-08-26,2020,8,26,2,0,0,1,0,0,0,0,1,0.7041666666666666,77.29166666666667,29.82083333333334,0.9274999999999999,30.2375,33.7,26.7,0.0,7.100000000000001,2020-08-26
2020-08-27,2020,8,27,3,0,0,0,1,0,0,0,1,0.9416666666666668,79.5,32.112500000000004,0.7850000000000001,30.837500000000006,33.9,28.5,0.0,5.300000000000001,2020-08-27
2020-08-28,2020,8,28,4,0,0,0,0,1,0,0,1,0.9708333333333331,76.625,32.40416666666667,0.8116666666666669,30.89166666666667,34.8,28.3,5.5,6.800000000000001,2020-08-28
2020-08-29,2020,8,29,5,0,0,0,0,0,1,0,0,1.1125,73.125,31.287499999999994,0.9674999999999998,31.524999999999995,36.2,28.0,0.0,11.100000000000001,2020-08-29
2020-08-30,2020,8,30,6,0,0,0,0,0,0,1,0,1.0666666666666667,72.95833333333333,30.60416666666667,0.9499999999999998,30.962499999999995,35.5,28.2,0.0,7.3,2020-08-30
2020-08-31,2020,8,31,0,1,0,0,0,0,0,0,1,1.3791666666666667,79.625,29.316666666666663,0.5958333333333333,28.508333333333336,33.1,23.7,0.5,3.4999999999999996,2020-08-31
2020-09-01,2020,9,1,1,0,1,0,0,0,0,0,1,1.5166666666666668,85.5,26.708333333333332,0.31625000000000003,25.845833333333342,28.2,22.9,1.0,0.30000000000000004,2020-09-01
2020-09-02,2020,9,2,2,0,0,1,0,0,0,0,1,1.0416666666666667,92.75,32.4125,0.38625,28.04166666666667,32.7,24.5,18.0,1.6,2020-09-02
2020-09-03,2020,9,3,3,0,0,0,1,0,0,0,1,1.2958333333333336,85.5,33.06666666666667,0.6337499999999999,28.879166666666674,32.7,27.3,10.0,5.6,2020-09-03
2020-09-04,2020,9,4,4,0,0,0,0,1,0,0,1,1.0624999999999998,76.625,30.837500000000002,0.9620833333333332,30.5125,36.3,26.7,0.0,10.1,2020-09-04
2020-09-05,2020,9,5,5,0,0,0,0,0,1,0,0,1.6624999999999999,78.20833333333333,30.400000000000002,0.7224999999999998,29.579166666666666,34.1,26.2,22.0,8.799999999999999,2020-09-05
2020-09-06,2020,9,6,6,0,0,0,0,0,0,1,0,1.2125,93.58333333333333,30.933333333333337,0.4233333333333333,26.75,29.2,23.7,19.5,3.2000000000000006,2020-09-06
2020-09-07,2020,9,7,0,1,0,0,0,0,0,0,1,1.275,93.58333333333333,32.4875,0.39875,27.666666666666668,31.4,25.7,13.5,1.9000000000000001,2020-09-07
2020-09-08,2020,9,8,1,0,1,0,0,0,0,0,1,1.8208333333333337,73.16666666666667,29.837499999999995,0.8962500000000001,29.97083333333333,34.5,27.3,0.0,8.700000000000001,2020-09-08
2020-09-09,2020,9,9,2,0,0,1,0,0,0,0,1,1.1875,71.75,28.537499999999994,0.9254166666666667,30.316666666666666,35.7,26.6,0.0,10.899999999999999,2020-09-09
2020-09-10,2020,9,10,3,0,0,0,1,0,0,0,1,1.4874999999999998,80.45833333333333,29.608333333333338,0.545,28.679166666666664,32.6,26.4,0.0,3.1999999999999997,2020-09-10
2020-09-11,2020,9,11,4,0,0,0,0,1,0,0,1,1.0250000000000001,79.0,30.125,0.5558333333333333,29.650000000000006,33.9,26.2,0.0,10.100000000000001,2020-09-11
2020-09-12,2020,9,12,5,0,0,0,0,0,1,0,0,1.3125000000000002,96.45833333333333,28.662500000000005,0.165,24.729166666666668,26.2,22.3,19.0,0.0,2020-09-12
2020-09-13,2020,9,13,6,0,0,0,0,0,0,1,0,0.9125,89.25,25.441666666666666,0.34041666666666665,24.14166666666667,27.4,22.0,0.5,0.8,2020-09-13
2020-09-14,2020,9,14,0,1,0,0,0,0,0,0,1,1.0708333333333333,86.79166666666667,24.749999999999996,0.3620833333333333,24.08333333333333,27.4,21.3,0.5,1.5000000000000002,2020-09-14
2020-09-15,2020,9,15,1,0,1,0,0,0,0,0,1,0.8833333333333333,81.41666666666667,23.891666666666666,0.5145833333333333,24.899999999999995,28.5,21.9,0.5,2.4,2020-09-15
2020-09-16,2020,9,16,2,0,0,1,0,0,0,0,1,0.6958333333333333,81.0,24.02083333333333,0.38666666666666677,24.933333333333334,27.8,22.1,1.0,0.4,2020-09-16
2020-09-17,2020,9,17,3,0,0,0,1,0,0,0,1,0.6291666666666669,88.41666666666667,27.512499999999992,0.3345833333333333,25.987499999999994,28.9,23.4,0.0,1.0999999999999999,2020-09-17
2020-09-18,2020,9,18,4,0,0,0,0,1,0,0,1,2.0749999999999997,74.58333333333333,29.749999999999996,0.5995833333333334,29.362500000000008,32.6,26.8,0.0,2.6,2020-09-18
2020-09-19,2020,9,19,5,0,0,0,0,0,1,0,0,1.7166666666666668,78.33333333333333,24.76666666666667,0.22833333333333336,23.404166666666665,27.1,0.0,0.0,0.1,2020-09-19
2020-09-20,2020,9,20,6,0,0,0,0,0,0,1,0,0.9041666666666669,79.29166666666667,21.270833333333332,0.19833333333333333,19.833333333333332,23.8,0.0,0.0,0.0,2020-09-20
2020-09-21,2020,9,21,0,1,0,0,0,0,0,0,0,0.8458333333333335,78.75,20.59583333333333,0.42875,22.891666666666666,25.5,20.9,0.5,3.6,2020-09-21
2020-09-22,2020,9,22,1,0,1,0,0,0,0,0,0,1.2875,75.66666666666667,20.437499999999996,0.5654166666666668,23.512500000000003,27.9,20.2,0.0,6.4,2020-09-22
2020-09-23,2020,9,23,2,0,0,1,0,0,0,0,1,2.1791666666666667,95.0,22.5125,0.13541666666666666,20.6375,23.0,19.2,8.5,0.0,2020-09-23
2020-09-24,2020,9,24,3,0,0,0,1,0,0,0,1,2.775,92.125,20.14583333333333,0.1775,19.445833333333333,22.0,18.0,7.5,0.0,2020-09-24
2020-09-25,2020,9,25,4,0,0,0,0,1,0,0,1,2.075,94.375,21.250000000000004,0.18416666666666667,19.679166666666664,20.5,18.0,11.5,0.0,2020-09-25
2020-09-26,2020,9,26,5,0,0,0,0,0,1,0,0,1.0541666666666665,96.95833333333333,20.75416666666667,0.10833333333333332,18.91666666666666,20.0,18.4,10.5,0.0,2020-09-26
2020-09-27,2020,9,27,6,0,0,0,0,0,0,1,0,0.40416666666666673,88.04166666666667,20.095833333333335,0.3654166666666667,20.512499999999996,23.4,18.2,2.5,2.3,2020-09-27
2020-09-28,2020,9,28,0,1,0,0,0,0,0,0,1,1.4416666666666667,72.0,17.75,0.83625,22.67916666666667,27.6,17.8,0.0,10.299999999999999,2020-09-28
2020-09-29,2020,9,29,1,0,1,0,0,0,0,0,1,1.6500000000000001,67.375,15.5375,0.4833333333333334,20.40416666666666,23.4,18.0,0.0,1.7000000000000002,2020-09-29
2020-09-30,2020,9,30,2,0,0,1,0,0,0,0,1,1.3583333333333332,64.95833333333333,14.8375,0.8329166666666666,20.925,25.7,15.7,0.0,9.899999999999999,2020-09-30
2020-10-01,2020,10,1,3,0,0,0,1,0,0,0,1,0.6375000000000002,84.20833333333333,19.024999999999995,0.38083333333333336,21.008333333333336,24.3,19.0,0.0,3.0999999999999996,2020-10-01
2020-10-02,2020,10,2,4,0,0,0,0,1,0,0,1,0.6583333333333332,72.45833333333333,17.345833333333335,0.7983333333333333,22.583333333333332,27.2,17.3,0.0,10.200000000000001,2020-10-02
2020-10-03,2020,10,3,5,0,0,0,0,0,1,0,0,0.4166666666666667,74.41666666666667,18.970833333333335,0.5233333333333332,23.737499999999997,27.7,20.3,0.0,3.9,2020-10-03
2020-10-04,2020,10,4,6,0,0,0,0,0,0,1,0,0.5916666666666667,76.91666666666667,20.187499999999996,0.3645833333333333,23.08333333333334,25.8,20.3,0.0,0.4,2020-10-04
2020-10-05,2020,10,5,0,1,0,0,0,0,0,0,1,0.7875,80.91666666666667,21.05,0.19125,22.33333333333333,24.8,20.3,0.0,2.3,2020-10-05
2020-10-06,2020,10,6,1,0,1,0,0,0,0,0,1,1.929166666666667,52.625,13.083333333333334,0.5525,21.979166666666668,25.8,19.1,0.0,2.8000000000000003,2020-10-06
2020-10-07,2020,10,7,2,0,0,1,0,0,0,0,1,0.9791666666666665,71.33333333333333,14.862500000000004,0.42750000000000005,19.4,23.5,15.9,6.0,2.5,2020-10-07
2020-10-08,2020,10,8,3,0,0,0,1,0,0,0,1,1.7666666666666668,98.75,16.570833333333333,0.09666666666666668,15.024999999999999,15.8,14.3,44.0,0.0,2020-10-08
2020-10-09,2020,10,9,4,0,0,0,0,1,0,0,1,1.9333333333333333,99.20833333333333,16.429166666666664,0.06166666666666667,14.816666666666668,15.5,14.0,34.0,0.0,2020-10-09
2020-10-10,2020,10,10,5,0,0,0,0,0,1,0,0,2.125,100.0,18.01666666666667,0.04416666666666666,15.995833333333332,17.2,14.1,72.5,0.0,2020-10-10
2020-10-11,2020,10,11,6,0,0,0,0,0,0,1,0,1.9000000000000004,91.45833333333333,20.94583333333333,0.2533333333333334,20.095833333333335,23.5,17.3,0.5,1.0,2020-10-11
2020-10-12,2020,10,12,0,1,0,0,0,0,0,0,1,1.0791666666666666,86.45833333333333,22.0,0.4204166666666666,21.962500000000002,24.7,18.5,2.5,3.0999999999999996,2020-10-12
2020-10-13,2020,10,13,1,0,1,0,0,0,0,0,1,0.9375,80.29166666666667,21.162499999999998,0.45541666666666664,22.879166666666666,27.5,19.8,0.0,4.199999999999999,2020-10-13
