,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6,日時
2022-01-16,136.0,104.0,85.0,3.0,50.0,0.0,4.0,2.0,4.0,31.0,91.0,26.0,21.0,2022-01-16
2022-01-17,78.0,62.0,122.0,40.0,67.0,7.0,44.0,12.0,15.0,47.0,56.0,77.0,1.0,2022-01-17
2022-01-18,142.0,102.0,90.0,46.0,68.0,1.0,28.0,15.0,27.0,47.0,69.0,89.0,8.0,2022-01-18
2022-01-19,133.0,87.0,100.0,41.0,62.0,1.0,49.0,16.0,28.0,25.0,55.0,128.0,2.0,2022-01-19
2022-01-20,83.0,89.0,124.0,42.0,61.0,2.0,55.0,12.0,25.0,49.0,60.0,86.0,28.0,2022-01-20
2022-01-21,126.0,92.0,123.0,45.0,80.0,4.0,46.0,12.0,29.0,11.0,60.0,90.0,27.0,2022-01-21
2022-01-22,157.0,103.0,96.0,45.0,51.0,0.0,24.0,2.0,10.0,22.0,36.0,3.0,30.0,2022-01-22
2022-01-23,142.0,102.0,88.0,3.0,87.0,0.0,4.0,3.0,5.0,21.0,74.0,81.0,43.0,2022-01-23
2022-01-24,67.0,70.0,112.0,42.0,47.0,7.0,51.0,8.0,13.0,3.0,59.0,86.0,16.0,2022-01-24
2022-01-25,133.0,81.0,102.0,42.0,49.0,4.0,45.0,15.0,35.0,10.0,59.0,86.0,20.0,2022-01-25
2022-01-26,140.0,77.0,83.0,38.0,43.0,8.0,49.0,17.0,41.0,3.0,49.0,73.0,10.0,2022-01-26
2022-01-27,59.0,75.0,101.0,37.0,36.0,1.0,20.0,15.0,40.0,3.0,46.0,51.0,16.0,2022-01-27
2022-01-28,52.0,57.0,113.0,35.0,34.0,1.0,14.0,18.0,40.0,45.0,49.0,78.0,6.0,2022-01-28
2022-01-29,146.0,90.0,41.0,41.0,47.0,4.0,33.0,10.0,20.0,3.0,32.0,9.0,50.0,2022-01-29
2022-01-30,129.0,97.0,81.0,2.0,37.0,0.0,4.0,3.0,4.0,3.0,71.0,80.0,54.0,2022-01-30
2022-01-31,47.0,75.0,86.0,48.0,74.0,5.0,46.0,10.0,23.0,4.0,49.0,82.0,24.0,2022-01-31
2022-02-01,71.0,69.0,93.0,41.0,51.0,4.0,33.0,16.0,32.0,3.0,54.0,70.0,15.0,2022-02-01
2022-02-02,121.0,85.0,79.0,41.0,49.0,3.0,27.0,16.0,34.0,3.0,56.0,104.0,15.0,2022-02-02
2022-02-03,118.0,88.0,110.0,38.0,55.0,0.0,29.0,18.0,34.0,3.0,49.0,55.0,6.0,2022-02-03
2022-02-04,117.0,72.0,104.0,38.0,46.0,0.0,39.0,16.0,25.0,3.0,45.0,80.0,1.0,2022-02-04
2022-02-05,82.0,109.0,66.0,46.0,45.0,0.0,8.0,2.0,12.0,4.0,56.0,126.0,1.0,2022-02-05
2022-02-06,154.0,111.0,101.0,2.0,73.0,0.0,4.0,3.0,4.0,21.0,77.0,97.0,36.0,2022-02-06
2022-02-07,126.0,74.0,118.0,47.0,79.0,0.0,50.0,10.0,14.0,3.0,62.0,113.0,31.0,2022-02-07
2022-02-08,91.0,95.0,117.0,44.0,66.0,0.0,47.0,9.0,23.0,10.0,59.0,102.0,29.0,2022-02-08
2022-02-09,111.0,83.0,103.0,38.0,63.0,0.0,31.0,14.0,28.0,3.0,47.0,85.0,7.0,2022-02-09
2022-02-10,177.0,99.0,136.0,60.0,79.0,3.0,76.0,12.0,34.0,69.0,79.0,106.0,10.0,2022-02-10
2022-02-11,147.0,122.0,114.0,38.0,59.0,6.0,33.0,11.0,13.0,15.0,55.0,29.0,39.0,2022-02-11
2022-02-12,81.0,112.0,56.0,35.0,66.0,14.0,36.0,2.0,12.0,18.0,43.0,77.0,40.0,2022-02-12
2022-02-13,164.0,95.0,127.0,3.0,110.0,0.0,4.0,3.0,4.0,38.0,79.0,93.0,43.0,2022-02-13
2022-02-14,175.0,108.0,118.0,53.0,73.0,14.0,60.0,8.0,12.0,4.0,74.0,104.0,29.0,2022-02-14
2022-02-15,68.0,110.0,121.0,45.0,52.0,9.0,54.0,14.0,29.0,3.0,60.0,108.0,31.0,2022-02-15
2022-02-16,67.0,121.0,96.0,22.0,55.0,4.0,49.0,16.0,29.0,5.0,59.0,95.0,17.0,2022-02-16
2022-02-17,117.0,115.0,107.0,46.0,52.0,3.0,48.0,18.0,33.0,4.0,59.0,95.0,38.0,2022-02-17
2022-02-18,73.0,81.0,87.0,27.0,59.0,0.0,11.0,16.0,25.0,3.0,54.0,99.0,28.0,2022-02-18
2022-02-19,168.0,78.0,80.0,40.0,54.0,0.0,4.0,9.0,13.0,9.0,50.0,75.0,34.0,2022-02-19
2022-02-20,116.0,87.0,61.0,2.0,63.0,0.0,4.0,2.0,4.0,26.0,75.0,82.0,38.0,2022-02-20
2022-02-21,83.0,76.0,99.0,46.0,78.0,11.0,55.0,11.0,14.0,13.0,48.0,88.0,17.0,2022-02-21
2022-02-22,76.0,75.0,127.0,36.0,68.0,3.0,39.0,12.0,24.0,46.0,69.0,103.0,1.0,2022-02-22
2022-02-23,119.0,106.0,110.0,43.0,57.0,23.0,41.0,12.0,4.0,15.0,59.0,101.0,22.0,2022-02-23
2022-02-24,97.0,87.0,110.0,41.0,67.0,5.0,40.0,10.0,20.0,3.0,58.0,92.0,11.0,2022-02-24
2022-02-25,96.0,95.0,95.0,40.0,61.0,8.0,36.0,19.0,38.0,4.0,51.0,86.0,6.0,2022-02-25
2022-02-26,57.0,77.0,62.0,31.0,33.0,10.0,22.0,10.0,26.0,39.0,31.0,98.0,1.0,2022-02-26
2022-02-27,103.0,65.0,95.0,2.0,38.0,0.0,4.0,3.0,5.0,36.0,59.0,67.0,1.0,2022-02-27
2022-02-28,40.0,46.0,73.0,31.0,36.0,0.0,4.0,14.0,31.0,3.0,47.0,61.0,1.0,2022-02-28
2022-03-01,45.0,61.0,72.0,26.0,15.0,0.0,5.0,22.0,51.0,3.0,56.0,49.0,3.0,2022-03-01
2022-03-02,35.0,54.0,56.0,23.0,11.0,0.0,4.0,18.0,53.0,3.0,39.0,43.0,1.0,2022-03-02
2022-03-03,60.0,59.0,71.0,21.0,11.0,0.0,4.0,21.0,60.0,3.0,43.0,54.0,1.0,2022-03-03
2022-03-04,71.0,65.0,89.0,33.0,9.0,1.0,5.0,21.0,47.0,4.0,43.0,56.0,3.0,2022-03-04
2022-03-05,48.0,59.0,49.0,26.0,4.0,0.0,4.0,9.0,27.0,15.0,36.0,40.0,1.0,2022-03-05
2022-03-06,100.0,64.0,73.0,3.0,33.0,0.0,4.0,2.0,5.0,4.0,38.0,54.0,8.0,2022-03-06
2022-03-07,35.0,55.0,77.0,29.0,26.0,0.0,4.0,14.0,29.0,3.0,11.0,74.0,1.0,2022-03-07
2022-03-08,69.0,89.0,97.0,14.0,28.0,3.0,52.0,12.0,33.0,3.0,48.0,67.0,15.0,2022-03-08
2022-03-09,35.0,51.0,71.0,10.0,23.0,0.0,4.0,16.0,35.0,3.0,56.0,73.0,1.0,2022-03-09
2022-03-10,43.0,58.0,83.0,10.0,18.0,0.0,5.0,17.0,45.0,4.0,31.0,64.0,16.0,2022-03-10
2022-03-11,31.0,37.0,63.0,12.0,4.0,0.0,4.0,22.0,52.0,3.0,37.0,48.0,1.0,2022-03-11
2022-03-12,15.0,44.0,51.0,9.0,5.0,0.0,4.0,10.0,45.0,9.0,3.0,2.0,1.0,2022-03-12
2022-03-13,33.0,46.0,60.0,3.0,5.0,0.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,2022-03-13
2022-03-14,7.0,24.0,47.0,7.0,4.0,0.0,4.0,26.0,96.0,3.0,3.0,3.0,1.0,2022-03-14
2022-03-15,31.0,50.0,60.0,9.0,5.0,1.0,8.0,26.0,71.0,4.0,41.0,57.0,1.0,2022-03-15
2022-03-16,17.0,31.0,64.0,6.0,4.0,0.0,15.0,27.0,90.0,3.0,3.0,47.0,1.0,2022-03-16
2022-03-17,11.0,37.0,66.0,5.0,5.0,3.0,20.0,29.0,80.0,3.0,6.0,31.0,1.0,2022-03-17
2022-03-18,77.0,70.0,97.0,6.0,4.0,0.0,3.0,22.0,47.0,3.0,49.0,70.0,37.0,2022-03-18
2022-03-19,16.0,60.0,51.0,8.0,5.0,0.0,4.0,14.0,20.0,10.0,37.0,23.0,1.0,2022-03-19
2022-03-20,83.0,65.0,67.0,3.0,12.0,0.0,4.0,2.0,4.0,6.0,46.0,60.0,1.0,2022-03-20
2022-03-21,85.0,30.0,66.0,18.0,39.0,0.0,4.0,18.0,22.0,10.0,35.0,43.0,2.0,2022-03-21
2022-03-22,72.0,112.0,49.0,22.0,4.0,15.0,4.0,16.0,37.0,3.0,76.0,88.0,6.0,2022-03-22
2022-03-23,49.0,58.0,80.0,28.0,5.0,0.0,4.0,14.0,18.0,3.0,64.0,72.0,1.0,2022-03-23
2022-03-24,85.0,51.0,96.0,22.0,4.0,0.0,4.0,19.0,45.0,4.0,42.0,56.0,1.0,2022-03-24
2022-03-25,44.0,48.0,59.0,15.0,5.0,0.0,4.0,26.0,51.0,3.0,30.0,47.0,1.0,2022-03-25
2022-03-26,43.0,36.0,56.0,16.0,4.0,0.0,4.0,19.0,28.0,3.0,2.0,3.0,1.0,2022-03-26
2022-03-27,26.0,37.0,27.0,2.0,5.0,0.0,3.0,2.0,5.0,8.0,3.0,2.0,1.0,2022-03-27
2022-03-28,25.0,39.0,65.0,12.0,4.0,0.0,6.0,23.0,45.0,3.0,34.0,36.0,1.0,2022-03-28
2022-03-29,15.0,38.0,42.0,12.0,5.0,0.0,4.0,23.0,57.0,3.0,40.0,45.0,1.0,2022-03-29
2022-03-30,21.0,32.0,62.0,12.0,4.0,0.0,15.0,28.0,93.0,3.0,6.0,6.0,1.0,2022-03-30
2022-03-31,26.0,19.0,26.0,5.0,5.0,0.0,19.0,30.0,118.0,4.0,3.0,2.0,1.0,2022-03-31
2022-04-01,33.0,60.0,88.0,12.0,5.0,0.0,8.0,24.0,65.0,3.0,42.0,63.0,2.0,2022-04-01
2022-04-02,20.0,55.0,46.0,26.0,4.0,0.0,7.0,8.0,25.0,3.0,34.0,31.0,11.0,2022-04-02
2022-04-03,91.0,57.0,92.0,2.0,5.0,0.0,4.0,3.0,5.0,37.0,33.0,45.0,25.0,2022-04-03
2022-04-04,67.0,66.0,95.0,25.0,5.0,4.0,4.0,18.0,41.0,3.0,40.0,53.0,15.0,2022-04-04
2022-04-05,37.0,49.0,51.0,21.0,5.0,0.0,15.0,23.0,73.0,4.0,37.0,46.0,16.0,2022-04-05
2022-04-06,32.0,36.0,46.0,3.0,4.0,0.0,21.0,32.0,93.0,3.0,23.0,3.0,1.0,2022-04-06
2022-04-07,38.0,25.0,64.0,9.0,5.0,0.0,20.0,27.0,105.0,3.0,2.0,2.0,1.0,2022-04-07
2022-04-08,11.0,25.0,57.0,5.0,4.0,0.0,20.0,31.0,95.0,3.0,2.0,2.0,1.0,2022-04-08
2022-04-09,7.0,10.0,54.0,3.0,5.0,1.0,21.0,23.0,47.0,3.0,3.0,2.0,2.0,2022-04-09
2022-04-10,11.0,3.0,26.0,3.0,4.0,0.0,20.0,3.0,4.0,3.0,8.0,5.0,11.0,2022-04-10
2022-04-11,4.0,12.0,31.0,2.0,4.0,17.0,27.0,33.0,146.0,4.0,2.0,2.0,5.0,2022-04-11
2022-04-12,11.0,3.0,26.0,3.0,6.0,23.0,47.0,41.0,183.0,15.0,11.0,4.0,7.0,2022-04-12
2022-04-13,13.0,14.0,33.0,8.0,11.0,24.0,56.0,43.0,211.0,23.0,9.0,6.0,1.0,2022-04-13
2022-04-14,26.0,36.0,68.0,9.0,4.0,8.0,13.0,29.0,117.0,3.0,2.0,2.0,0.0,2022-04-14
2022-04-15,35.0,39.0,65.0,2.0,4.0,0.0,13.0,26.0,104.0,3.0,2.0,2.0,0.0,2022-04-15
2022-04-16,5.0,30.0,47.0,3.0,4.0,0.0,8.0,12.0,42.0,3.0,2.0,3.0,6.0,2022-04-16
2022-04-17,13.0,29.0,50.0,2.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,2022-04-17
2022-04-18,47.0,27.0,57.0,3.0,4.0,7.0,19.0,26.0,66.0,3.0,2.0,2.0,0.0,2022-04-18
2022-04-19,12.0,7.0,26.0,2.0,4.0,8.0,22.0,29.0,96.0,3.0,5.0,2.0,2.0,2022-04-19
2022-04-20,46.0,50.0,73.0,3.0,4.0,4.0,18.0,29.0,71.0,3.0,25.0,23.0,0.0,2022-04-20
2022-04-21,15.0,13.0,42.0,2.0,4.0,8.0,20.0,31.0,116.0,4.0,2.0,2.0,1.0,2022-04-21
2022-04-22,5.0,3.0,23.0,16.0,10.0,15.0,39.0,41.0,173.0,12.0,2.0,2.0,3.0,2022-04-22
2022-04-23,8.0,6.0,24.0,3.0,4.0,17.0,41.0,33.0,94.0,3.0,3.0,3.0,0.0,2022-04-23
2022-04-24,4.0,5.0,26.0,2.0,4.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,2022-04-24
2022-04-25,4.0,17.0,25.0,10.0,10.0,17.0,51.0,40.0,201.0,24.0,6.0,2.0,5.0,2022-04-25
2022-04-26,12.0,3.0,40.0,25.0,17.0,17.0,46.0,42.0,210.0,18.0,7.0,3.0,2.0,2022-04-26
2022-04-27,13.0,11.0,23.0,29.0,23.0,13.0,70.0,49.0,239.0,26.0,23.0,2.0,10.0,2022-04-27
2022-04-28,5.0,3.0,27.0,16.0,15.0,8.0,48.0,40.0,178.0,3.0,12.0,2.0,5.0,2022-04-28
2022-04-29,4.0,26.0,25.0,3.0,5.0,18.0,22.0,27.0,86.0,3.0,3.0,2.0,0.0,2022-04-29
2022-04-30,7.0,4.0,35.0,2.0,21.0,1.0,21.0,14.0,53.0,3.0,2.0,3.0,0.0,2022-04-30
2022-05-01,24.0,38.0,70.0,3.0,5.0,0.0,4.0,3.0,5.0,3.0,23.0,19.0,0.0,2022-05-01
2022-05-02,5.0,29.0,56.0,2.0,4.0,13.0,24.0,25.0,66.0,3.0,3.0,2.0,0.0,2022-05-02
2022-05-03,18.0,14.0,61.0,2.0,5.0,10.0,27.0,26.0,53.0,3.0,2.0,2.0,0.0,2022-05-03
2022-05-04,4.0,21.0,25.0,3.0,4.0,10.0,21.0,24.0,53.0,3.0,2.0,3.0,0.0,2022-05-04
2022-05-05,5.0,3.0,25.0,3.0,5.0,25.0,31.0,30.0,66.0,3.0,3.0,2.0,0.0,2022-05-05
2022-05-06,4.0,3.0,25.0,8.0,9.0,20.0,32.0,34.0,119.0,19.0,16.0,2.0,10.0,2022-05-06
2022-05-07,5.0,11.0,27.0,5.0,4.0,4.0,40.0,20.0,95.0,3.0,2.0,2.0,0.0,2022-05-07
2022-05-08,4.0,14.0,27.0,2.0,5.0,0.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2022-05-08
2022-05-09,16.0,39.0,59.0,9.0,4.0,2.0,28.0,28.0,106.0,3.0,3.0,3.0,0.0,2022-05-09
2022-05-10,4.0,6.0,26.0,9.0,6.0,11.0,45.0,35.0,126.0,17.0,2.0,2.0,4.0,2022-05-10
2022-05-11,5.0,8.0,44.0,14.0,11.0,11.0,45.0,36.0,136.0,15.0,4.0,2.0,4.0,2022-05-11
2022-05-12,4.0,4.0,26.0,11.0,17.0,14.0,40.0,40.0,187.0,17.0,10.0,2.0,11.0,2022-05-12
2022-05-13,4.0,3.0,29.0,12.0,18.0,11.0,41.0,38.0,155.0,17.0,2.0,3.0,5.0,2022-05-13
2022-05-14,22.0,5.0,24.0,5.0,5.0,8.0,47.0,28.0,158.0,3.0,3.0,2.0,10.0,2022-05-14
2022-05-15,5.0,6.0,26.0,3.0,4.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,2022-05-15
2022-05-16,19.0,7.0,25.0,5.0,6.0,5.0,31.0,30.0,132.0,3.0,2.0,2.0,2.0,2022-05-16
2022-05-17,4.0,3.0,37.0,8.0,7.0,0.0,32.0,36.0,130.0,4.0,2.0,3.0,0.0,2022-05-17
2022-05-18,9.0,10.0,24.0,8.0,12.0,14.0,45.0,39.0,165.0,18.0,3.0,2.0,2.0,2022-05-18
2022-05-19,4.0,4.0,24.0,15.0,16.0,15.0,46.0,41.0,188.0,16.0,6.0,2.0,8.0,2022-05-19
2022-05-20,6.0,5.0,25.0,20.0,19.0,16.0,50.0,43.0,216.0,14.0,21.0,2.0,12.0,2022-05-20
2022-05-21,6.0,7.0,25.0,14.0,5.0,9.0,42.0,28.0,116.0,9.0,2.0,2.0,2.0,2022-05-21
2022-05-22,6.0,6.0,25.0,2.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,2022-05-22
2022-05-23,5.0,10.0,25.0,13.0,19.0,17.0,45.0,38.0,184.0,18.0,17.0,2.0,9.0,2022-05-23
2022-05-24,14.0,13.0,24.0,14.0,24.0,15.0,48.0,43.0,222.0,22.0,24.0,2.0,11.0,2022-05-24
2022-05-25,26.0,17.0,23.0,5.0,34.0,17.0,49.0,42.0,223.0,3.0,36.0,2.0,23.0,2022-05-25
2022-05-26,4.0,10.0,30.0,14.0,30.0,19.0,51.0,44.0,229.0,25.0,29.0,2.0,8.0,2022-05-26
2022-05-27,6.0,13.0,34.0,11.0,32.0,15.0,52.0,44.0,221.0,17.0,19.0,2.0,12.0,2022-05-27
2022-05-28,18.0,23.0,34.0,12.0,8.0,17.0,38.0,39.0,202.0,5.0,2.0,3.0,7.0,2022-05-28
2022-05-29,42.0,17.0,30.0,3.0,13.0,0.0,11.0,2.0,4.0,11.0,20.0,2.0,10.0,2022-05-29
2022-05-30,11.0,19.0,23.0,18.0,36.0,22.0,64.0,45.0,219.0,32.0,34.0,7.0,10.0,2022-05-30
2022-05-31,4.0,10.0,25.0,11.0,34.0,15.0,37.0,39.0,193.0,19.0,24.0,2.0,9.0,2022-05-31
2022-06-01,10.0,12.0,39.0,10.0,30.0,15.0,46.0,45.0,233.0,20.0,14.0,2.0,5.0,2022-06-01
2022-06-02,18.0,15.0,34.0,6.0,35.0,17.0,58.0,48.0,241.0,22.0,30.0,13.0,7.0,2022-06-02
2022-06-03,10.0,20.0,32.0,17.0,28.0,16.0,53.0,43.0,221.0,21.0,30.0,3.0,10.0,2022-06-03
2022-06-04,23.0,16.0,27.0,14.0,5.0,14.0,54.0,34.0,157.0,12.0,2.0,5.0,0.0,2022-06-04
2022-06-05,14.0,18.0,24.0,3.0,8.0,0.0,4.0,3.0,4.0,5.0,25.0,2.0,0.0,2022-06-05
2022-06-06,4.0,3.0,29.0,7.0,20.0,1.0,45.0,33.0,158.0,4.0,2.0,2.0,6.0,2022-06-06
2022-06-07,4.0,3.0,29.0,6.0,12.0,14.0,38.0,36.0,152.0,14.0,13.0,2.0,2.0,2022-06-07
2022-06-08,4.0,4.0,28.0,8.0,6.0,10.0,33.0,36.0,164.0,3.0,2.0,2.0,12.0,2022-06-08
2022-06-09,4.0,11.0,27.0,7.0,21.0,18.0,40.0,40.0,181.0,13.0,12.0,2.0,3.0,2022-06-09
2022-06-10,10.0,7.0,30.0,10.0,16.0,17.0,46.0,44.0,217.0,15.0,15.0,3.0,8.0,2022-06-10
2022-06-11,23.0,19.0,22.0,12.0,4.0,13.0,53.0,34.0,188.0,3.0,2.0,2.0,14.0,2022-06-11
2022-06-12,25.0,26.0,36.0,3.0,14.0,0.0,4.0,3.0,4.0,4.0,3.0,2.0,11.0,2022-06-12
2022-06-13,5.0,8.0,25.0,11.0,20.0,19.0,47.0,39.0,205.0,19.0,24.0,7.0,7.0,2022-06-13
2022-06-14,4.0,4.0,31.0,8.0,14.0,5.0,36.0,36.0,168.0,3.0,19.0,3.0,1.0,2022-06-14
2022-06-15,5.0,4.0,29.0,7.0,22.0,0.0,49.0,35.0,163.0,3.0,2.0,2.0,4.0,2022-06-15
2022-06-16,4.0,7.0,34.0,9.0,19.0,7.0,48.0,41.0,197.0,15.0,8.0,1.0,2.0,2022-06-16
2022-06-17,9.0,3.0,28.0,18.0,24.0,13.0,49.0,48.0,238.0,18.0,19.0,11.0,9.0,2022-06-17
2022-06-18,30.0,36.0,24.0,21.0,5.0,11.0,45.0,42.0,198.0,7.0,4.0,2.0,14.0,2022-06-18
2022-06-19,65.0,36.0,24.0,3.0,25.0,0.0,4.0,3.0,4.0,8.0,23.0,2.0,28.0,2022-06-19
2022-06-20,26.0,33.0,32.0,32.0,38.0,20.0,86.0,53.0,222.0,33.0,29.0,19.0,32.0,2022-06-20
2022-06-21,20.0,22.0,38.0,32.0,41.0,17.0,72.0,102.0,255.0,31.0,31.0,18.0,16.0,2022-06-21
2022-06-22,23.0,14.0,35.0,26.0,43.0,16.0,64.0,109.0,245.0,8.0,26.0,19.0,26.0,2022-06-22
2022-06-23,16.0,11.0,26.0,24.0,26.0,14.0,42.0,58.0,242.0,30.0,27.0,10.0,0.0,2022-06-23
2022-06-24,35.0,30.0,58.0,36.0,53.0,20.0,78.0,72.0,238.0,45.0,42.0,19.0,8.0,2022-06-24
2022-06-25,121.0,75.0,46.0,36.0,26.0,21.0,152.0,74.0,226.0,22.0,2.0,30.0,44.0,2022-06-25
2022-06-26,92.0,73.0,58.0,2.0,56.0,0.0,4.0,2.0,4.0,9.0,52.0,33.0,53.0,2022-06-26
2022-06-27,26.0,63.0,54.0,46.0,85.0,36.0,172.0,111.0,227.0,57.0,57.0,46.0,45.0,2022-06-27
2022-06-28,39.0,63.0,94.0,45.0,65.0,35.0,181.0,118.0,225.0,68.0,60.0,57.0,40.0,2022-06-28
2022-06-29,126.0,52.0,51.0,48.0,77.0,29.0,160.0,114.0,219.0,60.0,55.0,52.0,45.0,2022-06-29
2022-06-30,56.0,50.0,37.0,52.0,92.0,32.0,157.0,114.0,222.0,86.0,70.0,65.0,27.0,2022-06-30
2022-07-01,58.0,61.0,66.0,47.0,116.0,33.0,162.0,120.0,250.0,55.0,64.0,61.0,51.0,2022-07-01
2022-07-02,118.0,68.0,61.0,48.0,43.0,28.0,119.0,106.0,226.0,7.0,2.0,2.0,58.0,2022-07-02
2022-07-03,83.0,67.0,65.0,3.0,45.0,2.0,17.0,11.0,20.0,49.0,61.0,60.0,13.0,2022-07-03
2022-07-04,46.0,30.0,61.0,34.0,59.0,25.0,89.0,97.0,206.0,41.0,37.0,29.0,15.0,2022-07-04
2022-07-05,76.0,23.0,40.0,32.0,59.0,27.0,73.0,90.0,254.0,32.0,37.0,28.0,24.0,2022-07-05
2022-07-06,49.0,39.0,47.0,30.0,54.0,21.0,79.0,90.0,235.0,36.0,35.0,24.0,26.0,2022-07-06
2022-07-07,35.0,27.0,44.0,29.0,49.0,17.0,69.0,84.0,232.0,33.0,30.0,24.0,21.0,2022-07-07
2022-07-08,31.0,28.0,44.0,28.0,52.0,19.0,67.0,87.0,229.0,29.0,30.0,23.0,9.0,2022-07-08
2022-07-09,63.0,49.0,40.0,23.0,33.0,25.0,66.0,51.0,218.0,3.0,3.0,23.0,32.0,2022-07-09
2022-07-10,66.0,55.0,38.0,4.0,31.0,0.0,14.0,2.0,4.0,33.0,40.0,8.0,11.0,2022-07-10
2022-07-11,55.0,37.0,57.0,34.0,66.0,50.0,100.0,111.0,238.0,37.0,38.0,37.0,22.0,2022-07-11
2022-07-12,59.0,14.0,33.0,24.0,54.0,29.0,65.0,98.0,237.0,24.0,28.0,33.0,19.0,2022-07-12
2022-07-13,36.0,13.0,48.0,19.0,37.0,20.0,53.0,66.0,220.0,23.0,14.0,17.0,13.0,2022-07-13
2022-07-14,18.0,20.0,32.0,24.0,37.0,17.0,50.0,57.0,219.0,23.0,18.0,16.0,11.0,2022-07-14
2022-07-15,21.0,18.0,23.0,22.0,38.0,16.0,48.0,40.0,219.0,23.0,10.0,5.0,10.0,2022-07-15
2022-07-16,37.0,20.0,25.0,11.0,17.0,11.0,51.0,33.0,186.0,6.0,8.0,2.0,16.0,2022-07-16
2022-07-17,79.0,56.0,34.0,2.0,24.0,0.0,8.0,2.0,5.0,4.0,16.0,8.0,25.0,2022-07-17
2022-07-18,76.0,44.0,52.0,39.0,38.0,23.0,91.0,109.0,230.0,27.0,42.0,26.0,25.0,2022-07-18
2022-07-19,65.0,38.0,27.0,36.0,54.0,22.0,84.0,116.0,256.0,34.0,37.0,19.0,21.0,2022-07-19
2022-07-20,72.0,44.0,60.0,38.0,60.0,30.0,85.0,117.0,238.0,40.0,49.0,35.0,21.0,2022-07-20
2022-07-21,38.0,35.0,43.0,40.0,55.0,28.0,79.0,91.0,225.0,41.0,52.0,31.0,24.0,2022-07-21
2022-07-22,40.0,38.0,45.0,39.0,75.0,35.0,89.0,94.0,225.0,56.0,46.0,30.0,12.0,2022-07-22
2022-07-23,90.0,74.0,66.0,17.0,45.0,30.0,90.0,81.0,223.0,23.0,2.0,27.0,40.0,2022-07-23
2022-07-24,89.0,63.0,58.0,2.0,52.0,0.0,12.0,2.0,4.0,3.0,55.0,42.0,48.0,2022-07-24
2022-07-25,103.0,58.0,62.0,31.0,72.0,48.0,111.0,108.0,226.0,47.0,61.0,43.0,39.0,2022-07-25
2022-07-26,63.0,38.0,47.0,24.0,52.0,24.0,72.0,77.0,244.0,28.0,47.0,22.0,25.0,2022-07-26
2022-07-27,99.0,55.0,72.0,30.0,77.0,31.0,107.0,85.0,236.0,44.0,54.0,35.0,28.0,2022-07-27
2022-07-28,73.0,36.0,58.0,26.0,83.0,35.0,97.0,103.0,226.0,45.0,53.0,46.0,36.0,2022-07-28
2022-07-29,82.0,45.0,52.0,32.0,86.0,37.0,111.0,98.0,234.0,74.0,52.0,36.0,19.0,2022-07-29
2022-07-30,107.0,49.0,27.0,37.0,47.0,35.0,106.0,96.0,191.0,41.0,2.0,47.0,61.0,2022-07-30
2022-07-31,124.0,81.0,37.0,3.0,65.0,11.0,51.0,3.0,4.0,25.0,67.0,41.0,49.0,2022-07-31
