,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6,日時
2019-05-26,46.0,26.0,59.0,4.0,13.0,0.0,4.0,2.0,35.0,24.0,15.0,2.0,6.0,2019-05-26
2019-05-27,37.0,3.0,71.0,28.0,47.0,21.0,85.0,66.0,232.0,52.0,43.0,22.0,16.0,2019-05-27
2019-05-28,24.0,20.0,47.0,17.0,45.0,12.0,78.0,53.0,216.0,40.0,40.0,2.0,3.0,2019-05-28
2019-05-29,22.0,9.0,41.0,12.0,40.0,7.0,67.0,49.0,199.0,28.0,30.0,1.0,9.0,2019-05-29
2019-05-30,12.0,4.0,47.0,11.0,35.0,19.0,51.0,46.0,199.0,29.0,33.0,6.0,7.0,2019-05-30
2019-05-31,12.0,7.0,39.0,12.0,34.0,17.0,64.0,46.0,199.0,29.0,25.0,6.0,10.0,2019-05-31
2019-06-01,30.0,21.0,34.0,6.0,18.0,10.0,45.0,38.0,167.0,18.0,2.0,3.0,0.0,2019-06-01
2019-06-02,26.0,21.0,50.0,3.0,19.0,0.0,11.0,2.0,4.0,21.0,2.0,1.0,0.0,2019-06-02
2019-06-03,27.0,12.0,43.0,13.0,41.0,15.0,77.0,52.0,211.0,38.0,24.0,5.0,4.0,2019-06-03
2019-06-04,15.0,13.0,49.0,18.0,43.0,13.0,75.0,56.0,210.0,37.0,34.0,6.0,4.0,2019-06-04
2019-06-05,37.0,4.0,59.0,17.0,36.0,7.0,70.0,51.0,202.0,21.0,29.0,7.0,17.0,2019-06-05
2019-06-06,18.0,21.0,69.0,24.0,51.0,18.0,99.0,64.0,230.0,46.0,36.0,13.0,9.0,2019-06-06
2019-06-07,15.0,10.0,51.0,18.0,39.0,9.0,54.0,45.0,179.0,34.0,27.0,13.0,6.0,2019-06-07
2019-06-08,31.0,21.0,41.0,3.0,14.0,4.0,32.0,42.0,156.0,18.0,2.0,24.0,0.0,2019-06-08
2019-06-09,15.0,7.0,38.0,10.0,14.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2019-06-09
2019-06-10,7.0,3.0,35.0,8.0,26.0,0.0,47.0,38.0,144.0,15.0,2.0,2.0,1.0,2019-06-10
2019-06-11,13.0,7.0,32.0,9.0,26.0,10.0,44.0,42.0,153.0,18.0,2.0,2.0,3.0,2019-06-11
2019-06-12,16.0,3.0,33.0,11.0,21.0,0.0,38.0,40.0,139.0,22.0,8.0,3.0,3.0,2019-06-12
2019-06-13,12.0,3.0,41.0,13.0,35.0,2.0,50.0,50.0,193.0,30.0,22.0,2.0,6.0,2019-06-13
2019-06-14,10.0,11.0,39.0,16.0,45.0,9.0,52.0,53.0,208.0,27.0,32.0,7.0,7.0,2019-06-14
2019-06-15,15.0,3.0,36.0,2.0,10.0,4.0,16.0,32.0,125.0,5.0,2.0,1.0,1.0,2019-06-15
2019-06-16,38.0,20.0,43.0,3.0,30.0,0.0,4.0,3.0,4.0,23.0,2.0,2.0,10.0,2019-06-16
2019-06-17,17.0,11.0,44.0,12.0,41.0,4.0,67.0,47.0,186.0,36.0,22.0,4.0,3.0,2019-06-17
2019-06-18,28.0,11.0,43.0,15.0,41.0,0.0,62.0,54.0,215.0,26.0,37.0,9.0,10.0,2019-06-18
2019-06-19,56.0,19.0,46.0,14.0,54.0,0.0,64.0,55.0,218.0,27.0,37.0,12.0,20.0,2019-06-19
2019-06-20,23.0,15.0,53.0,19.0,46.0,7.0,77.0,56.0,215.0,39.0,44.0,13.0,13.0,2019-06-20
2019-06-21,16.0,17.0,51.0,21.0,44.0,0.0,81.0,56.0,211.0,44.0,38.0,14.0,9.0,2019-06-21
2019-06-22,33.0,24.0,48.0,13.0,12.0,14.0,37.0,40.0,167.0,17.0,13.0,2.0,14.0,2019-06-22
2019-06-23,33.0,12.0,50.0,3.0,25.0,0.0,4.0,2.0,4.0,20.0,9.0,2.0,4.0,2019-06-23
2019-06-24,17.0,12.0,36.0,10.0,32.0,1.0,47.0,40.0,150.0,32.0,5.0,2.0,4.0,2019-06-24
2019-06-25,20.0,11.0,48.0,17.0,50.0,13.0,51.0,51.0,203.0,35.0,15.0,7.0,11.0,2019-06-25
2019-06-26,55.0,20.0,52.0,22.0,54.0,12.0,65.0,59.0,222.0,32.0,34.0,8.0,14.0,2019-06-26
2019-06-27,21.0,21.0,49.0,23.0,55.0,0.0,68.0,61.0,223.0,43.0,35.0,8.0,5.0,2019-06-27
2019-06-28,24.0,32.0,47.0,24.0,60.0,16.0,69.0,61.0,230.0,49.0,33.0,14.0,14.0,2019-06-28
2019-06-29,28.0,10.0,42.0,13.0,18.0,0.0,45.0,36.0,128.0,21.0,12.0,11.0,5.0,2019-06-29
2019-06-30,29.0,12.0,47.0,2.0,34.0,0.0,4.0,2.0,4.0,17.0,3.0,3.0,7.0,2019-06-30
2019-07-01,22.0,8.0,54.0,17.0,43.0,0.0,51.0,52.0,167.0,30.0,19.0,4.0,8.0,2019-07-01
2019-07-02,18.0,13.0,52.0,20.0,52.0,12.0,74.0,57.0,194.0,31.0,20.0,7.0,13.0,2019-07-02
2019-07-03,23.0,12.0,62.0,19.0,63.0,13.0,55.0,57.0,213.0,39.0,30.0,7.0,16.0,2019-07-03
2019-07-04,20.0,12.0,50.0,19.0,42.0,3.0,59.0,45.0,191.0,40.0,28.0,4.0,8.0,2019-07-04
2019-07-05,16.0,14.0,43.0,15.0,56.0,20.0,53.0,51.0,190.0,36.0,25.0,2.0,8.0,2019-07-05
2019-07-06,23.0,23.0,42.0,12.0,18.0,0.0,33.0,40.0,156.0,7.0,3.0,2.0,11.0,2019-07-06
2019-07-07,33.0,10.0,40.0,3.0,21.0,0.0,10.0,3.0,4.0,3.0,10.0,8.0,9.0,2019-07-07
2019-07-08,20.0,9.0,39.0,14.0,34.0,10.0,56.0,44.0,160.0,28.0,14.0,3.0,5.0,2019-07-08
2019-07-09,14.0,8.0,35.0,11.0,42.0,3.0,42.0,40.0,141.0,32.0,13.0,2.0,6.0,2019-07-09
2019-07-10,16.0,13.0,45.0,16.0,38.0,13.0,42.0,44.0,157.0,26.0,21.0,8.0,3.0,2019-07-10
2019-07-11,15.0,9.0,37.0,22.0,25.0,0.0,51.0,44.0,167.0,26.0,15.0,4.0,5.0,2019-07-11
2019-07-12,14.0,6.0,38.0,18.0,29.0,13.0,39.0,41.0,140.0,29.0,12.0,9.0,8.0,2019-07-12
2019-07-13,18.0,21.0,50.0,13.0,25.0,4.0,33.0,38.0,146.0,4.0,17.0,3.0,11.0,2019-07-13
2019-07-14,47.0,8.0,32.0,7.0,4.0,0.0,4.0,3.0,4.0,7.0,3.0,2.0,9.0,2019-07-14
2019-07-15,6.0,3.0,48.0,3.0,31.0,0.0,31.0,37.0,146.0,11.0,7.0,2.0,8.0,2019-07-15
2019-07-16,19.0,8.0,35.0,11.0,32.0,19.0,48.0,37.0,150.0,27.0,4.0,4.0,3.0,2019-07-16
2019-07-17,30.0,14.0,46.0,18.0,43.0,14.0,58.0,45.0,192.0,31.0,19.0,5.0,12.0,2019-07-17
2019-07-18,43.0,14.0,56.0,19.0,54.0,0.0,84.0,51.0,220.0,39.0,38.0,20.0,11.0,2019-07-18
2019-07-19,56.0,37.0,87.0,26.0,54.0,17.0,74.0,60.0,224.0,52.0,38.0,26.0,26.0,2019-07-19
2019-07-20,37.0,33.0,63.0,6.0,21.0,18.0,42.0,46.0,200.0,18.0,25.0,7.0,16.0,2019-07-20
2019-07-21,27.0,31.0,39.0,3.0,49.0,0.0,4.0,2.0,4.0,3.0,25.0,2.0,26.0,2019-07-21
2019-07-22,28.0,14.0,51.0,19.0,51.0,15.0,58.0,51.0,182.0,25.0,26.0,6.0,10.0,2019-07-22
2019-07-23,44.0,22.0,43.0,26.0,46.0,11.0,72.0,51.0,214.0,35.0,18.0,7.0,19.0,2019-07-23
2019-07-24,62.0,21.0,76.0,32.0,46.0,19.0,75.0,70.0,232.0,43.0,39.0,14.0,23.0,2019-07-24
2019-07-25,61.0,28.0,99.0,36.0,52.0,0.0,108.0,79.0,238.0,46.0,39.0,22.0,29.0,2019-07-25
2019-07-26,70.0,35.0,95.0,41.0,54.0,26.0,97.0,80.0,236.0,58.0,56.0,23.0,27.0,2019-07-26
2019-07-27,65.0,42.0,79.0,25.0,38.0,16.0,87.0,56.0,219.0,19.0,34.0,20.0,28.0,2019-07-27
2019-07-28,78.0,31.0,95.0,3.0,34.0,0.0,4.0,2.0,5.0,27.0,54.0,6.0,48.0,2019-07-28
2019-07-29,69.0,44.0,102.0,41.0,59.0,28.0,119.0,82.0,229.0,63.0,50.0,20.0,30.0,2019-07-29
2019-07-30,81.0,54.0,72.0,35.0,76.0,33.0,124.0,64.0,243.0,82.0,59.0,30.0,28.0,2019-07-30
2019-07-31,55.0,22.0,109.0,39.0,71.0,33.0,128.0,86.0,239.0,65.0,61.0,55.0,42.0,2019-07-31
2019-08-01,55.0,51.0,112.0,42.0,79.0,32.0,131.0,89.0,242.0,67.0,65.0,64.0,30.0,2019-08-01
2019-08-02,22.0,30.0,105.0,43.0,70.0,30.0,136.0,87.0,242.0,81.0,57.0,48.0,20.0,2019-08-02
2019-08-03,85.0,53.0,85.0,29.0,54.0,26.0,134.0,68.0,230.0,48.0,41.0,34.0,34.0,2019-08-03
2019-08-04,64.0,35.0,96.0,21.0,52.0,0.0,4.0,2.0,5.0,45.0,39.0,31.0,41.0,2019-08-04
2019-08-05,49.0,40.0,107.0,32.0,80.0,45.0,131.0,84.0,231.0,66.0,59.0,42.0,33.0,2019-08-05
2019-08-06,60.0,19.0,80.0,46.0,69.0,44.0,151.0,88.0,241.0,76.0,67.0,54.0,32.0,2019-08-06
2019-08-07,57.0,21.0,107.0,47.0,72.0,44.0,147.0,86.0,239.0,68.0,64.0,47.0,33.0,2019-08-07
2019-08-08,64.0,22.0,100.0,50.0,70.0,38.0,131.0,84.0,238.0,72.0,67.0,42.0,23.0,2019-08-08
2019-08-09,58.0,25.0,93.0,49.0,76.0,39.0,156.0,87.0,240.0,76.0,60.0,62.0,20.0,2019-08-09
2019-08-10,36.0,22.0,56.0,33.0,53.0,25.0,136.0,78.0,226.0,61.0,45.0,37.0,0.0,2019-08-10
2019-08-11,63.0,35.0,101.0,2.0,46.0,0.0,3.0,2.0,5.0,45.0,36.0,30.0,31.0,2019-08-11
2019-08-12,48.0,35.0,70.0,12.0,41.0,0.0,18.0,2.0,4.0,42.0,46.0,37.0,24.0,2019-08-12
2019-08-13,29.0,38.0,84.0,43.0,67.0,41.0,123.0,79.0,242.0,70.0,46.0,39.0,19.0,2019-08-13
2019-08-14,49.0,22.0,77.0,39.0,59.0,36.0,102.0,76.0,237.0,69.0,42.0,38.0,18.0,2019-08-14
2019-08-15,44.0,30.0,84.0,36.0,48.0,36.0,103.0,74.0,233.0,71.0,41.0,19.0,20.0,2019-08-15
2019-08-16,45.0,32.0,82.0,24.0,59.0,32.0,96.0,74.0,241.0,64.0,38.0,33.0,16.0,2019-08-16
2019-08-17,44.0,64.0,94.0,33.0,40.0,21.0,103.0,73.0,232.0,34.0,36.0,35.0,24.0,2019-08-17
2019-08-18,64.0,53.0,109.0,10.0,43.0,0.0,29.0,2.0,4.0,32.0,58.0,17.0,31.0,2019-08-18
2019-08-19,33.0,37.0,82.0,36.0,57.0,0.0,128.0,74.0,229.0,66.0,57.0,23.0,18.0,2019-08-19
2019-08-20,38.0,35.0,70.0,17.0,60.0,31.0,79.0,68.0,230.0,51.0,42.0,27.0,16.0,2019-08-20
2019-08-21,46.0,18.0,80.0,23.0,51.0,32.0,84.0,62.0,235.0,57.0,50.0,15.0,17.0,2019-08-21
2019-08-22,46.0,24.0,82.0,14.0,49.0,25.0,74.0,55.0,229.0,45.0,44.0,18.0,15.0,2019-08-22
2019-08-23,30.0,32.0,76.0,14.0,44.0,25.0,61.0,54.0,223.0,36.0,38.0,20.0,22.0,2019-08-23
2019-08-24,49.0,19.0,64.0,3.0,40.0,23.0,86.0,45.0,209.0,27.0,27.0,17.0,5.0,2019-08-24
2019-08-25,45.0,29.0,73.0,3.0,24.0,0.0,4.0,2.0,4.0,51.0,27.0,3.0,16.0,2019-08-25
2019-08-26,25.0,20.0,68.0,20.0,37.0,24.0,82.0,53.0,226.0,58.0,42.0,21.0,10.0,2019-08-26
2019-08-27,23.0,20.0,64.0,16.0,48.0,28.0,70.0,58.0,228.0,51.0,39.0,28.0,15.0,2019-08-27
2019-08-28,31.0,15.0,58.0,16.0,39.0,24.0,73.0,56.0,222.0,36.0,34.0,21.0,13.0,2019-08-28
2019-08-29,61.0,23.0,91.0,25.0,54.0,34.0,85.0,77.0,236.0,50.0,47.0,34.0,19.0,2019-08-29
2019-08-30,32.0,10.0,65.0,17.0,48.0,20.0,60.0,57.0,224.0,44.0,33.0,18.0,15.0,2019-08-30
2019-08-31,61.0,41.0,65.0,6.0,41.0,19.0,73.0,48.0,215.0,34.0,22.0,20.0,20.0,2019-08-31
2019-09-01,39.0,37.0,76.0,2.0,45.0,0.0,16.0,2.0,5.0,3.0,41.0,14.0,34.0,2019-09-01
2019-09-02,39.0,31.0,84.0,32.0,63.0,30.0,106.0,74.0,230.0,51.0,50.0,29.0,27.0,2019-09-02
2019-09-03,33.0,24.0,50.0,24.0,45.0,2.0,82.0,68.0,230.0,35.0,51.0,19.0,11.0,2019-09-03
2019-09-04,27.0,14.0,74.0,21.0,46.0,11.0,61.0,48.0,208.0,31.0,33.0,18.0,11.0,2019-09-04
2019-09-05,34.0,17.0,62.0,19.0,49.0,19.0,61.0,53.0,228.0,42.0,41.0,11.0,14.0,2019-09-05
2019-09-06,46.0,32.0,60.0,24.0,73.0,27.0,96.0,63.0,237.0,62.0,44.0,18.0,18.0,2019-09-06
2019-09-07,52.0,54.0,95.0,9.0,33.0,14.0,81.0,57.0,223.0,41.0,29.0,15.0,1.0,2019-09-07
2019-09-08,47.0,33.0,83.0,19.0,35.0,0.0,4.0,2.0,4.0,11.0,36.0,15.0,46.0,2019-09-08
2019-09-09,37.0,41.0,57.0,35.0,67.0,45.0,145.0,81.0,233.0,74.0,57.0,19.0,27.0,2019-09-09
2019-09-10,32.0,29.0,54.0,30.0,74.0,46.0,146.0,63.0,241.0,78.0,64.0,28.0,33.0,2019-09-10
2019-09-11,42.0,25.0,70.0,32.0,65.0,30.0,103.0,58.0,233.0,65.0,55.0,39.0,4.0,2019-09-11
2019-09-12,40.0,23.0,56.0,25.0,58.0,29.0,78.0,62.0,227.0,52.0,36.0,22.0,13.0,2019-09-12
2019-09-13,19.0,13.0,45.0,22.0,43.0,22.0,55.0,35.0,221.0,36.0,29.0,22.0,12.0,2019-09-13
2019-09-14,30.0,15.0,33.0,3.0,22.0,10.0,48.0,35.0,147.0,5.0,12.0,9.0,7.0,2019-09-14
2019-09-15,40.0,19.0,63.0,15.0,20.0,0.0,4.0,2.0,4.0,19.0,23.0,6.0,18.0,2019-09-15
2019-09-16,30.0,20.0,30.0,2.0,20.0,0.0,73.0,38.0,187.0,8.0,17.0,3.0,13.0,2019-09-16
2019-09-17,41.0,17.0,58.0,21.0,51.0,33.0,81.0,55.0,256.0,61.0,35.0,8.0,15.0,2019-09-17
2019-09-18,19.0,23.0,37.0,14.0,40.0,24.0,50.0,40.0,218.0,32.0,27.0,7.0,11.0,2019-09-18
2019-09-19,32.0,13.0,30.0,14.0,34.0,24.0,60.0,49.0,230.0,41.0,23.0,8.0,7.0,2019-09-19
2019-09-20,29.0,16.0,31.0,13.0,38.0,0.0,72.0,42.0,193.0,39.0,30.0,11.0,10.0,2019-09-20
2019-09-21,24.0,10.0,30.0,3.0,13.0,18.0,31.0,34.0,160.0,17.0,2.0,2.0,2.0,2019-09-21
2019-09-22,36.0,11.0,43.0,11.0,6.0,0.0,4.0,3.0,4.0,6.0,2.0,2.0,16.0,2019-09-22
2019-09-23,39.0,7.0,59.0,3.0,31.0,31.0,77.0,46.0,219.0,16.0,19.0,10.0,25.0,2019-09-23
2019-09-24,27.0,37.0,33.0,22.0,39.0,27.0,67.0,45.0,227.0,52.0,34.0,8.0,3.0,2019-09-24
2019-09-25,23.0,21.0,33.0,19.0,42.0,22.0,72.0,45.0,221.0,45.0,31.0,12.0,15.0,2019-09-25
2019-09-26,35.0,17.0,31.0,22.0,40.0,19.0,66.0,54.0,271.0,46.0,34.0,7.0,6.0,2019-09-26
2019-09-27,33.0,17.0,31.0,26.0,43.0,20.0,69.0,48.0,278.0,38.0,33.0,7.0,10.0,2019-09-27
2019-09-28,27.0,12.0,37.0,6.0,18.0,19.0,58.0,39.0,198.0,30.0,2.0,2.0,10.0,2019-09-28
2019-09-29,40.0,23.0,39.0,12.0,28.0,0.0,4.0,3.0,4.0,5.0,34.0,3.0,20.0,2019-09-29
2019-09-30,26.0,17.0,31.0,33.0,47.0,15.0,78.0,45.0,222.0,53.0,37.0,13.0,6.0,2019-09-30
2019-10-01,31.0,23.0,32.0,25.0,47.0,24.0,77.0,46.0,229.0,56.0,35.0,18.0,8.0,2019-10-01
2019-10-02,27.0,14.0,34.0,16.0,45.0,21.0,80.0,46.0,222.0,45.0,29.0,10.0,15.0,2019-10-02
2019-10-03,36.0,31.0,33.0,17.0,44.0,7.0,69.0,51.0,258.0,45.0,22.0,8.0,8.0,2019-10-03
2019-10-04,35.0,29.0,33.0,25.0,46.0,27.0,69.0,50.0,226.0,46.0,28.0,10.0,16.0,2019-10-04
2019-10-05,50.0,38.0,54.0,16.0,21.0,33.0,71.0,46.0,201.0,36.0,2.0,3.0,28.0,2019-10-05
2019-10-06,24.0,11.0,46.0,2.0,21.0,0.0,4.0,2.0,4.0,4.0,15.0,2.0,5.0,2019-10-06
2019-10-07,23.0,24.0,32.0,14.0,31.0,17.0,51.0,40.0,189.0,23.0,17.0,8.0,4.0,2019-10-07
2019-10-08,25.0,14.0,36.0,11.0,47.0,17.0,53.0,44.0,196.0,33.0,28.0,5.0,6.0,2019-10-08
2019-10-09,19.0,9.0,33.0,16.0,19.0,18.0,57.0,39.0,176.0,31.0,10.0,3.0,6.0,2019-10-09
2019-10-10,17.0,17.0,31.0,14.0,31.0,13.0,46.0,40.0,178.0,35.0,12.0,3.0,7.0,2019-10-10
2019-10-11,20.0,20.0,30.0,13.0,36.0,15.0,47.0,37.0,176.0,17.0,22.0,2.0,7.0,2019-10-11
2019-10-12,4.0,3.0,29.0,2.0,4.0,0.0,4.0,3.0,5.0,3.0,2.0,2.0,0.0,2019-10-12
2019-10-13,4.0,8.0,29.0,3.0,25.0,0.0,4.0,2.0,4.0,46.0,2.0,2.0,0.0,2019-10-13
2019-10-14,14.0,3.0,32.0,3.0,4.0,13.0,24.0,31.0,133.0,6.0,3.0,2.0,5.0,2019-10-14
2019-10-15,17.0,16.0,31.0,4.0,29.0,2.0,52.0,34.0,147.0,19.0,2.0,1.0,11.0,2019-10-15
2019-10-16,12.0,9.0,32.0,4.0,16.0,2.0,35.0,30.0,120.0,10.0,2.0,2.0,1.0,2019-10-16
2019-10-17,8.0,6.0,30.0,2.0,21.0,3.0,35.0,32.0,84.0,12.0,3.0,2.0,2.0,2019-10-17
2019-10-18,12.0,6.0,32.0,3.0,17.0,0.0,44.0,33.0,79.0,11.0,2.0,2.0,1.0,2019-10-18
2019-10-19,13.0,7.0,28.0,2.0,4.0,7.0,19.0,33.0,55.0,4.0,2.0,2.0,0.0,2019-10-19
2019-10-20,20.0,19.0,28.0,3.0,7.0,0.0,4.0,2.0,4.0,11.0,2.0,2.0,6.0,2019-10-20
2019-10-21,12.0,12.0,31.0,2.0,16.0,10.0,31.0,35.0,76.0,3.0,3.0,2.0,8.0,2019-10-21
2019-10-22,22.0,3.0,29.0,3.0,20.0,0.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,2019-10-22
2019-10-23,16.0,6.0,29.0,2.0,31.0,5.0,52.0,40.0,90.0,15.0,2.0,2.0,9.0,2019-10-23
2019-10-24,10.0,5.0,30.0,3.0,21.0,0.0,41.0,35.0,80.0,11.0,2.0,2.0,2.0,2019-10-24
2019-10-25,8.0,18.0,31.0,2.0,11.0,0.0,31.0,33.0,74.0,12.0,3.0,2.0,0.0,2019-10-25
2019-10-26,30.0,5.0,28.0,3.0,4.0,13.0,38.0,29.0,60.0,14.0,2.0,2.0,0.0,2019-10-26
2019-10-27,15.0,7.0,29.0,2.0,12.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2019-10-27
2019-10-28,11.0,5.0,30.0,3.0,16.0,0.0,47.0,33.0,72.0,3.0,2.0,2.0,10.0,2019-10-28
2019-10-29,18.0,9.0,30.0,2.0,13.0,0.0,34.0,30.0,75.0,3.0,3.0,2.0,5.0,2019-10-29
2019-10-30,6.0,4.0,27.0,3.0,11.0,7.0,48.0,34.0,115.0,9.0,2.0,2.0,5.0,2019-10-30
2019-10-31,4.0,3.0,29.0,2.0,17.0,0.0,39.0,34.0,113.0,3.0,2.0,1.0,0.0,2019-10-31
2019-11-01,4.0,4.0,29.0,2.0,15.0,0.0,56.0,35.0,140.0,3.0,3.0,2.0,5.0,2019-11-01
2019-11-02,4.0,8.0,30.0,3.0,4.0,10.0,34.0,22.0,72.0,6.0,2.0,2.0,0.0,2019-11-02
2019-11-03,13.0,3.0,29.0,2.0,12.0,0.0,4.0,2.0,4.0,8.0,2.0,2.0,0.0,2019-11-03
2019-11-04,4.0,5.0,41.0,3.0,4.0,0.0,23.0,28.0,85.0,15.0,2.0,2.0,3.0,2019-11-04
2019-11-05,8.0,3.0,50.0,2.0,11.0,0.0,37.0,29.0,81.0,2.0,3.0,6.0,10.0,2019-11-05
2019-11-06,20.0,3.0,55.0,3.0,18.0,0.0,44.0,30.0,73.0,3.0,3.0,2.0,4.0,2019-11-06
2019-11-07,11.0,4.0,30.0,2.0,10.0,0.0,42.0,33.0,106.0,3.0,2.0,3.0,1.0,2019-11-07
2019-11-08,11.0,5.0,41.0,3.0,12.0,0.0,38.0,30.0,98.0,3.0,2.0,2.0,0.0,2019-11-08
2019-11-09,9.0,5.0,27.0,2.0,4.0,16.0,22.0,19.0,31.0,3.0,2.0,16.0,0.0,2019-11-09
2019-11-10,5.0,3.0,57.0,2.0,14.0,0.0,4.0,2.0,4.0,17.0,3.0,11.0,0.0,2019-11-10
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-11
2019-11-12,4.0,3.0,39.0,2.0,7.0,0.0,39.0,30.0,56.0,3.0,2.0,2.0,0.0,2019-11-12
2019-11-13,17.0,29.0,66.0,3.0,5.0,0.0,24.0,28.0,58.0,3.0,2.0,2.0,0.0,2019-11-13
2019-11-14,8.0,3.0,53.0,2.0,4.0,0.0,29.0,30.0,65.0,3.0,3.0,3.0,0.0,2019-11-14
2019-11-15,16.0,3.0,55.0,3.0,5.0,0.0,26.0,27.0,61.0,3.0,2.0,30.0,0.0,2019-11-15
2019-11-16,5.0,21.0,30.0,2.0,4.0,0.0,4.0,14.0,44.0,3.0,2.0,24.0,0.0,2019-11-16
2019-11-17,36.0,4.0,47.0,2.0,4.0,0.0,4.0,3.0,4.0,3.0,2.0,20.0,16.0,2019-11-17
2019-11-18,12.0,22.0,51.0,3.0,5.0,0.0,34.0,27.0,58.0,3.0,2.0,2.0,1.0,2019-11-18
2019-11-19,4.0,3.0,31.0,2.0,4.0,0.0,42.0,32.0,65.0,3.0,3.0,2.0,1.0,2019-11-19
2019-11-20,40.0,11.0,53.0,3.0,5.0,0.0,28.0,26.0,56.0,3.0,2.0,9.0,1.0,2019-11-20
2019-11-21,39.0,3.0,58.0,14.0,4.0,0.0,16.0,26.0,53.0,3.0,2.0,18.0,1.0,2019-11-21
2019-11-22,54.0,23.0,80.0,29.0,5.0,0.0,4.0,24.0,50.0,3.0,13.0,42.0,1.0,2019-11-22
2019-11-23,15.0,7.0,27.0,34.0,7.0,0.0,7.0,6.0,24.0,5.0,36.0,37.0,18.0,2019-11-23
2019-11-24,27.0,12.0,57.0,26.0,4.0,2.0,10.0,5.0,6.0,3.0,2.0,9.0,1.0,2019-11-24
2019-11-25,7.0,24.0,49.0,2.0,5.0,0.0,27.0,32.0,66.0,4.0,3.0,9.0,1.0,2019-11-25
2019-11-26,11.0,3.0,53.0,30.0,4.0,0.0,4.0,26.0,52.0,3.0,2.0,25.0,1.0,2019-11-26
2019-11-27,54.0,3.0,78.0,2.0,5.0,0.0,8.0,27.0,45.0,3.0,3.0,21.0,4.0,2019-11-27
2019-11-28,60.0,7.0,82.0,19.0,4.0,0.0,5.0,27.0,52.0,3.0,2.0,26.0,1.0,2019-11-28
2019-11-29,54.0,58.0,79.0,15.0,5.0,0.0,9.0,25.0,45.0,4.0,3.0,44.0,1.0,2019-11-29
2019-11-30,8.0,63.0,63.0,32.0,5.0,0.0,4.0,15.0,27.0,7.0,2.0,33.0,1.0,2019-11-30
2019-12-01,55.0,34.0,78.0,31.0,4.0,0.0,4.0,2.0,4.0,3.0,57.0,37.0,1.0,2019-12-01
2019-12-02,30.0,22.0,68.0,18.0,6.0,0.0,3.0,22.0,42.0,3.0,20.0,42.0,20.0,2019-12-02
2019-12-03,4.0,41.0,34.0,3.0,6.0,0.0,4.0,25.0,47.0,3.0,24.0,21.0,2.0,2019-12-03
2019-12-04,56.0,39.0,76.0,2.0,6.0,0.0,13.0,24.0,49.0,4.0,24.0,28.0,9.0,2019-12-04
2019-12-05,44.0,33.0,90.0,3.0,9.0,0.0,10.0,25.0,49.0,3.0,3.0,32.0,1.0,2019-12-05
2019-12-06,53.0,51.0,95.0,38.0,12.0,0.0,5.0,25.0,48.0,3.0,23.0,35.0,12.0,2019-12-06
2019-12-07,51.0,29.0,54.0,38.0,4.0,0.0,4.0,14.0,18.0,32.0,52.0,65.0,27.0,2019-12-07
2019-12-08,46.0,3.0,57.0,3.0,69.0,0.0,4.0,2.0,4.0,4.0,61.0,45.0,6.0,2019-12-08
2019-12-09,26.0,69.0,75.0,37.0,25.0,0.0,4.0,19.0,33.0,3.0,28.0,35.0,15.0,2019-12-09
2019-12-10,17.0,62.0,85.0,19.0,4.0,0.0,4.0,24.0,42.0,9.0,6.0,32.0,8.0,2019-12-10
2019-12-11,10.0,23.0,65.0,3.0,5.0,0.0,4.0,27.0,57.0,3.0,31.0,26.0,21.0,2019-12-11
2019-12-12,60.0,9.0,75.0,3.0,4.0,0.0,4.0,27.0,56.0,14.0,9.0,17.0,1.0,2019-12-12
2019-12-13,65.0,52.0,86.0,3.0,5.0,0.0,4.0,23.0,40.0,44.0,33.0,48.0,2.0,2019-12-13
2019-12-14,15.0,3.0,55.0,47.0,5.0,0.0,4.0,16.0,32.0,3.0,44.0,48.0,3.0,2019-12-14
2019-12-15,44.0,41.0,83.0,35.0,5.0,0.0,4.0,3.0,4.0,4.0,71.0,36.0,11.0,2019-12-15
2019-12-16,28.0,47.0,73.0,28.0,6.0,0.0,4.0,21.0,38.0,3.0,35.0,39.0,2.0,2019-12-16
2019-12-17,62.0,51.0,44.0,3.0,10.0,0.0,4.0,23.0,38.0,41.0,23.0,32.0,5.0,2019-12-17
2019-12-18,47.0,36.0,67.0,4.0,8.0,0.0,4.0,26.0,44.0,3.0,22.0,31.0,5.0,2019-12-18
2019-12-19,71.0,43.0,72.0,15.0,5.0,2.0,4.0,24.0,48.0,3.0,3.0,35.0,5.0,2019-12-19
2019-12-20,18.0,41.0,72.0,2.0,7.0,0.0,4.0,26.0,50.0,4.0,26.0,30.0,4.0,2019-12-20
2019-12-21,16.0,4.0,54.0,48.0,5.0,0.0,4.0,15.0,23.0,34.0,64.0,55.0,23.0,2019-12-21
